Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs
,,,1031,3145,4218,3983,3137,3784,4646,,1031,7415,2257,670,,,,,
,,,2086,1490,3385,3715,3618,4919,3419,,2086,1490,2841,2200,,,,,
,,,4821,3942,3927,3442,3295,4159,3054,,9091,8212,391,3822,,,,,
,,,1871,717,3905,3490,4776,4832,3446,,1871,717,2835,3831,,,,,
,,,2298,2459,4488,3366,4132,4587,3246,,2298,2459,1164,234,,,,,
,,,2491,783,4324,3608,3618,3579,3375,,2491,783,2744,2199,,,,,
,,,3877,2179,3983,3692,4750,4666,3414,,8147,2179,1685,1952,,,,,
,,,976,1210,3532,3920,4437,3001,3349,,976,1210,2092,3828,,,,,
,,,1291,891,4195,4526,3821,3418,4580,,1291,891,1601,3835,,,,,
,,,3394,4524,3226,3226,4366,4357,4142,,7664,8794,2948,183,,,,,
,,,1885,736,3075,3075,3075,3228,4323,,1885,736,2796,672,,,,,
,,,1313,2798,3526,3524,4957,4890,3111,,1313,2798,3355,1951,,,,,
,,,4097,3154,3156,4004,3293,4426,3828,,8367,7424,3067,3824,,,,,
,,,2363,637,3345,3345,3376,3702,4456,,2363,637,3355,1481,,,,,
,,,1709,935,3072,4056,4732,4580,3751,,1709,935,63,3825,,,,,
,,,3082,1237,4043,4820,4043,3408,4155,,7352,1237,4250,2199,,,,,
,,,2819,1808,4643,3272,3895,4580,4962,,2819,1808,2368,3828,,,,,
,,,2500,4907,4840,4907,3742,4536,3295,,2500,9177,891,3830,,,,,
,,,4923,3374,3374,3731,4329,3847,3996,,9193,7644,2280,233,,,,,
,,,557,2543,4019,3945,3675,3298,3958,,557,2543,2599,670,,,,,
,,,4894,1952,4022,3643,4401,3469,3725,,9164,1952,4250,670,,,,,
,,,4666,2448,3377,3955,3141,4229,4535,,8936,2448,3155,1952,,,,,
,,,533,2265,4394,3536,4277,3001,4287,,533,2265,127,3828,,,,,
,,,774,2377,3632,3107,4426,3437,3295,,774,2377,2744,3826,,,,,
,,,4821,2054,3075,3075,3075,4308,4580,,9091,2054,2796,3829,,,,,
,,,2363,2795,4397,4616,3715,3384,3400,,2363,2795,2841,1481,,,,,
,,,2363,4429,4429,4754,4501,3027,4691,,2363,8699,203,1482,,,,,
,,,3777,993,3165,4216,3165,3133,4316,,8047,993,2858,1952,,,,,
,,,3769,4762,3244,4762,4762,4888,3418,,8039,9032,3222,3830,,,,,
,,,2363,2252,4204,4725,3527,3636,3759,,2363,2252,3086,1482,,,,,
,,,4536,2446,4305,4840,4840,4159,4536,,8806,2446,892,3830,,,,,
,,,4726,355,3075,3075,4100,4018,3744,,8996,355,2796,674,,,,,
,,,4500,1055,4185,4090,3043,4100,4847,,8770,1055,1297,669,,,,,
,,,4580,348,4031,4546,4990,3437,3446,,8850,348,2552,3828,,,,,
,,,2324,4951,4978,3687,4323,3512,3578,,2324,9221,2744,672,,,,,
,,,2363,75,3503,4583,3641,3187,3578,,2363,75,1014,1483,,,,,
,,,859,452,3745,4318,4097,4888,3828,,859,452,1261,3832,,,,,
,,,3437,320,4113,4113,3165,4159,4821,,7707,320,2858,3827,,,,,
,,,2786,3814,3694,4633,3317,4717,4580,,2786,8084,2494,3828,,,,,
,,,4285,1433,4305,4840,4840,4919,3631,,8555,1433,891,2200,,,,,
,,,2363,3193,3179,4515,4342,4104,3084,,2363,7463,3086,1481,,,,,
,,,1349,4280,4332,4369,3667,3970,4232,,1349,8550,2055,1953,,,,,
,,,2363,534,3729,4583,3772,3905,4607,,2363,534,1014,1482,,,,,
,,,76,2448,3293,3955,3373,3437,3437,,76,2448,3155,3828,,,,,
,,,4097,258,3601,3627,3912,4717,4966,,8367,258,35,3824,,,,,
,,,1283,1062,3367,4257,4426,3644,3418,,1283,1062,1599,3834,,,,,
,,,1146,1319,3144,4515,4097,4308,4821,,1146,1319,3085,3835,,,,,
,,,2363,2054,3075,3075,4293,4766,4084,,2363,2054,2796,1481,,,,,
,,,1709,914,3002,4208,4097,3428,3828,,1709,914,3051,3829,,,,,
,,,3682,3288,3191,3083,3666,4530,3396,,7952,7558,3200,670,,,,,
,,,456,1711,4452,4569,4717,3742,3751,,456,1711,285,3820,,,,,
,,,4810,886,4391,4970,4082,3298,4842,,9080,886,2744,669,,,,,
,,,4566,117,3004,3126,4304,4587,3449,,8836,117,1795,233,,,,,
,,,4236,2537,3641,3513,3071,3774,4569,,8506,2537,2142,669,,,,,
,,,2569,1351,4617,3111,3327,4129,4842,,2569,1351,2536,671,,,,,
,,,3706,3248,4383,3204,3204,3548,3316,,7976,7518,802,669,,,,,
,,,4279,2025,3004,3004,4222,4180,4425,,8549,2025,1796,672,,,,,
,,,2363,836,4370,3443,3443,4477,3400,,2363,836,4216,1482,,,,,
,,,2729,821,3641,4836,4836,3706,4120,,2729,821,2142,670,,,,,
,,,2363,2978,3641,4982,3641,4394,4115,,2363,2978,2142,1482,,,,,
,,,533,2812,4517,4436,4436,3001,3418,,533,2812,2907,3834,,,,,
,,,2819,3376,3376,4891,4536,3001,4821,,2819,7646,1327,3828,,,,,
,,,76,2218,3852,4115,4614,4536,3349,,76,2218,1413,3831,,,,,
,,,2363,463,3669,3663,4463,3636,4421,,2363,463,802,1481,,,,,
,,,1015,1428,3838,3709,4689,4458,3340,,1015,1428,2092,671,,,,,
,,,2363,1399,3669,4442,4131,3243,4816,,2363,1399,802,1482,,,,,
,,,2363,3814,3143,3359,4402,3780,3665,,2363,8084,2494,1481,,,,,
,,,455,2614,4738,4482,4040,4813,3686,,455,2614,2368,672,,,,,
,,,4536,162,4370,4789,3443,3742,4455,,8806,162,4216,3823,,,,,
,,,3579,1259,3617,4470,3945,4314,4155,,7849,1259,2598,2199,,,,,
,,,1146,472,3067,3182,4426,4888,4455,,1146,472,2044,3828,,,,,
,,,3742,3080,4085,4852,3776,4635,4776,,8012,7350,2744,3836,,,,,
,,,3901,2355,3212,4677,4242,3888,3913,,8171,2355,2636,671,,,,,
,,,1817,4524,4524,3226,4314,3408,4480,,1817,8794,2948,2200,,,,,
,,,2363,3817,3244,3666,4307,4089,4595,,2363,8087,3200,1482,,,,,
,,,1219,2415,3796,4127,4097,4832,4580,,1219,2415,3119,3834,,,,,
,,,2336,3072,3971,3936,3651,3446,3751,,2336,7342,63,3831,,,,,
,,,1283,1363,4757,3391,4214,4308,3418,,1283,1363,523,3832,,,,,
,,,976,1857,4389,3113,4933,4832,4536,,976,1857,1415,3821,,,,,
,,,2363,4328,3136,4908,3136,3053,3489,,2363,8598,4267,1481,,,,,
,,,2363,766,4344,4443,3715,4454,3472,,2363,766,2840,1481,,,,,
,,,2908,3,4640,4727,3105,4008,3333,,2908,3,2636,673,,,,,
,,,86,25,3514,3514,3514,4304,4281,,86,25,999,233,,,,,
,,,1219,2370,3633,3274,3272,4426,4776,,1219,2370,2368,3830,,,,,
,,,4821,3035,4362,3511,4832,4426,3297,,9091,7305,3058,3823,,,,,
,,,3742,4733,4022,4831,4054,4287,4966,,8012,9003,4250,3833,,,,,
,,,1349,2359,3692,4750,3262,4890,4538,,1349,2359,1685,1952,,,,,
,,,1449,371,4643,3272,3606,3686,3922,,1449,371,2368,670,,,,,
,,,750,3519,4436,4436,4436,3228,3321,,750,7789,2907,672,,,,,
,,,1597,2125,4915,4113,3987,3636,3967,,1597,2125,2859,233,,,,,
,,,2772,2125,4113,4113,4897,3640,3162,,2772,2125,2859,670,,,,,
,,,2434,2588,4866,3773,3252,3642,4598,,2434,2588,284,671,,,,,
,,,2363,4928,4328,4472,3665,4006,3576,,2363,9198,4267,1482,,,,,
,,,806,31,3459,4023,3308,3682,4684,,806,31,2744,671,,,,,
,,,3295,4383,3858,3858,4131,4424,3828,,7565,8653,803,3829,,,,,
,,,2363,4329,3374,4329,4676,3026,3980,,2363,8599,2281,1482,,,,,
,,,2261,4738,4482,3314,3895,3111,4535,,2261,9008,2369,1952,,,,,
,,,1310,320,4915,4113,3165,3224,3340,,1310,320,2859,672,,,,,
,,,1307,1797,4773,4773,3811,4674,4658,,1307,1797,2552,672,,,,,
,,,3856,3634,4748,3197,4776,4426,4536,,8126,7904,2552,3830,,,,,
,,,4658,1827,4671,3821,3436,3411,3340,,8928,1827,1599,672,,,,,
,,,64,3530,3530,3530,3139,3645,3162,,64,7800,2945,672,,,,,
,,,1871,3969,3812,4693,4717,4962,3828,,1871,8239,1598,3829,,,,,
,,,1646,2694,3745,4318,4897,4215,4353,,1646,2694,1261,672,,,,,
,,,2648,1404,3680,3370,3941,3437,3446,,2648,1404,1600,3823,,,,,
,,,4536,1478,3764,3908,4776,3446,4455,,8806,1478,2744,3827,,,,,
,,,2819,2008,4452,3918,4452,3418,3742,,2819,2008,285,3826,,,,,
,,,3510,2452,4113,4113,3811,3093,3913,,7780,2452,2859,673,,,,,
,,,2363,3912,4984,4960,3912,4447,3077,,2363,8182,36,1481,,,,,
,,,4821,4218,3145,4095,4001,4717,4962,,9091,8488,2257,3832,,,,,
,,,2277,1811,3542,4683,3875,4287,4424,,2277,1811,2598,3820,,,,,
,,,3424,1165,4357,4142,4142,4715,4621,,7694,1165,183,671,,,,,
,,,4821,2265,3446,3106,4780,3418,4821,,9091,2265,127,3830,,,,,
,,,3040,429,4757,4757,4214,3512,3352,,7310,429,524,671,,,,,
,,,682,907,3692,4750,4050,4215,3517,,682,907,1685,670,,,,,
,,,2426,2792,4046,3689,3608,4580,3054,,2426,2792,2744,3831,,,,,
,,,2363,2968,4030,4937,3657,4594,3396,,2363,2968,2599,1480,,,,,
,,,450,886,3562,4899,4919,4919,3375,,450,886,2744,2199,,,,,
,,,2278,463,3726,3663,4668,3723,3773,,2278,463,803,1952,,,,,
,,,1672,3263,3263,3263,3243,4360,3253,,1672,7533,2816,183,,,,,
,,,2363,2070,4515,4725,3417,4703,3257,,2363,2070,3085,1482,,,,,
,,,1146,1300,3818,4080,4913,4832,4455,,1146,1300,2235,3835,,,,,
,,,3343,1348,3526,3345,3526,3682,4740,,7613,1348,3356,672,,,,,
,,,559,3210,3519,4436,4977,4666,3111,,559,7480,2906,1952,,,,,
,,,3847,2448,3581,3955,4609,4587,4340,,8117,2448,3155,232,,,,,
,,,3934,4396,3538,4626,3185,4528,4090,,8204,8666,2636,233,,,,,
,,,4061,4277,4642,3077,4123,4528,3014,,8331,8547,2598,233,,,,,
,,,2574,2448,4877,3955,3806,3137,4620,,2574,2448,3155,671,,,,,
,,,365,201,3288,3865,4142,4357,3253,,365,201,3200,183,,,,,
,,,633,238,3395,4155,3035,3472,4847,,633,238,3058,670,,,,,
,,,632,1132,4657,4303,4796,4528,3886,,632,1132,16,233,,,,,
,,,4821,1045,4184,3765,4776,3644,4580,,9091,1045,1600,3828,,,,,
,,,2363,4762,3578,4762,3443,3682,4176,,2363,9032,3223,1481,,,,,
,,,3703,51,3760,4105,3244,3472,4462,,7973,51,3200,673,,,,,
,,,4232,2784,3272,3274,3777,4835,4921,,8502,2784,2369,1950,,,,,
,,,2363,2911,3995,4981,3995,4536,4773,,2363,2911,2386,1482,,,,,
,,,4536,2911,3995,3717,3297,4287,3446,,8806,2911,2385,3826,,,,,
,,,3141,2796,4260,4422,3667,4666,4829,,7411,2796,2744,1953,,,,,
,,,4580,1433,4034,4907,4780,4580,4776,,8850,1433,891,3826,,,,,
,,,3394,2448,3692,3955,4684,4357,4142,,7664,2448,3155,183,,,,,
,,,2363,1109,4757,3950,4248,3951,4489,,2363,1109,199,1481,,,,,
,,,2866,94,3592,3442,4097,4580,4962,,2866,94,392,3830,,,,,
,,,3967,872,3318,3318,4975,3211,4340,,8237,872,4270,234,,,,,
,,,4097,2529,4025,3232,4097,3644,4776,,8367,2529,279,3840,,,,,
,,,4321,119,4623,3583,4625,3646,4118,,8591,119,2744,669,,,,,
,,,4243,1237,4022,3104,4831,4835,3773,,8513,1237,4250,1953,,,,,
,,,2567,3112,3326,3197,4639,4132,3967,,2567,7382,2552,233,,,,,
,,,1368,1556,4913,3048,4525,4674,3836,,1368,1556,2235,670,,,,,
,,,4828,40,3083,3716,3876,3327,3300,,9098,40,3200,669,,,,,
,,,2363,2019,3329,4789,3661,3018,3045,,2363,2019,4216,1481,,,,,
,,,3993,636,4410,4445,3987,4132,3246,,8263,636,2598,232,,,,,
,,,3217,1083,4235,3890,4235,3483,4593,,7487,1083,391,669,,,,,
,,,450,2995,3621,4505,4981,3408,3631,,450,2995,3086,2200,,,,,
,,,2363,4514,3915,4264,3654,4091,4021,,2363,8784,1164,1481,,,,,
,,,456,3435,4151,3753,3317,4159,3446,,456,7705,392,3829,,,,,
,,,896,4762,3849,4762,4919,3579,3631,,896,9032,3222,2200,,,,,
,,,2363,182,3022,4212,3403,3119,4839,,2363,182,1599,1481,,,,,
,,,577,1055,3004,4947,4835,3970,3667,,577,1055,1297,1953,,,,,
,,,4301,4023,3471,3478,3826,4799,4697,,8571,8293,2744,673,,,,,
,,,2363,4399,4399,4318,4595,4990,4822,,2363,8669,1261,1482,,,,,
,,,23,1782,4585,4087,3227,4480,4981,,23,1782,987,2200,,,,,
,,,1072,677,3391,4757,3742,4308,3349,,1072,677,523,3827,,,,,
,,,2344,2876,3342,4067,3342,4888,4962,,2344,2876,2494,3831,,,,,
,,,2729,1481,3345,3345,3252,3578,4323,,2729,1481,3357,670,,,,,
,,,3082,361,4034,4907,4907,3579,4708,,7352,361,892,2200,,,,,
,,,2344,2025,3004,3397,3397,3418,4962,,2344,2025,1795,3831,,,,,
,,,2363,2448,3499,3955,4806,4617,4740,,2363,2448,3155,1482,,,,,
,,,2363,3035,3195,4602,4426,4205,3728,,2363,7305,3058,1482,,,,,
,,,2426,1408,3526,3242,3526,4832,3054,,2426,1408,3356,3835,,,,,
,,,4193,1303,4793,4183,3428,4308,3295,,8463,1303,4250,3824,,,,,
,,,2918,1111,3992,4443,4851,4181,3246,,2918,1111,2841,232,,,,,
,,,2277,14,4329,3731,3731,4426,3418,,2277,14,2281,3827,,,,,
,,,2545,3643,4043,3643,3679,3254,3741,,2545,7913,4250,671,,,,,
,,,4461,3689,3874,4946,3608,3372,4441,,8731,7959,2744,672,,,,,
,,,1709,2325,4185,4938,3317,4536,3828,,1709,2325,1857,3827,,,,,
,,,559,4156,4701,3910,3262,3970,4921,,559,8426,2744,1951,,,,,
,,,2336,4798,3665,4928,3665,3742,4966,,2336,9068,4267,3832,,,,,
,,,2648,1615,3089,4583,3503,3428,4536,,2648,1615,1015,3826,,,,,
,,,2360,4907,4305,3647,4634,3111,3667,,2360,9177,892,1951,,,,,
,,,3769,661,4851,3715,4097,4308,3418,,8039,661,2841,3830,,,,,
,,,4340,201,3191,3865,3180,4797,3636,,8610,201,3200,233,,,,,
,,,306,717,4460,3326,3161,3888,4674,,306,717,2834,670,,,,,
,,,2278,2033,3271,4505,4835,4835,4538,,2278,2033,3085,1952,,,,,
,,,218,991,3272,4037,4018,3331,3110,,218,991,2368,673,,,,,
,,,466,2335,4532,3330,4867,3710,3841,,466,2335,63,671,,,,,
,,,1298,104,4399,4318,3772,4888,4962,,1298,104,1260,3834,,,,,
,,,2344,1294,3927,3468,4854,3644,3856,,2344,1294,390,3830,,,,,
,,,859,2189,4509,4509,3054,3418,4962,,859,2189,2042,3831,,,,,
,,,1871,389,3187,4571,4717,4455,4536,,1871,389,2744,3833,,,,,
,,,761,762,3586,3643,3643,4304,4153,,761,762,4250,233,,,,,
,,,2219,2054,3075,3075,4061,4281,4902,,2219,2054,2796,233,,,,,
,,,1371,2423,3457,3594,3742,4159,3349,,1371,2423,2744,3836,,,,,
,,,930,4846,4396,3094,3766,3483,3645,,930,9116,2637,674,,,,,
,,,4458,4762,4352,4762,4876,3472,3520,,8728,9032,3223,671,,,,,
,,,2363,4524,3284,3226,4524,3180,4763,,2363,8794,2948,1482,,,,,
,,,2363,1351,4617,4755,4970,3764,3304,,2363,1351,2536,1481,,,,,
,,,3828,2448,3456,3955,3317,3446,3828,,8098,2448,3155,3828,,,,,
,,,2363,2265,4603,4080,3801,4702,3910,,2363,2265,127,1482,,,,,
,,,4536,762,4793,4820,4288,4888,3054,,8806,762,4250,3832,,,,,
,,,4821,979,4113,4216,3428,4455,4424,,9091,979,2858,3828,,,,,
,,,2819,736,3075,3075,4536,4717,3295,,2819,736,2796,3823,,,,,
,,,1871,3814,3386,4633,4780,3446,3437,,1871,8084,2494,3823,,,,,
,,,2819,1454,4429,3160,3036,3644,3828,,2819,1454,203,3824,,,,,
,,,4365,2265,3411,3544,4030,4192,4670,,8635,2265,127,233,,,,,
,,,1146,4523,4061,4523,4523,4159,3297,,1146,8793,1393,3835,,,,,
,,,3169,900,3527,3527,3527,4311,3994,,7439,900,2103,233,,,,,
,,,3644,1808,3633,3272,4635,4888,3295,,7914,1808,2368,3831,,,,,
,,,3644,2624,3039,4259,3295,4159,4287,,7914,2624,4184,3832,,,,,
,,,2363,4859,4859,4859,3858,4855,4414,,2363,9129,2526,1482,,,,,
,,,3847,2621,4986,4986,4976,4061,4143,,8117,2621,1015,233,,,,,
,,,2013,1760,3586,3104,4483,3411,4321,,2013,1760,4250,674,,,,,
,,,774,3345,3526,4062,4957,3644,4821,,774,7615,3357,3829,,,,,
,,,4581,2448,3649,3955,3227,4919,3923,,8851,2448,3155,2200,,,,,
,,,1445,752,3195,4839,3053,4889,3228,,1445,752,1096,670,,,,,
,,,2380,1265,3329,3443,3443,4426,4776,,2380,1265,4215,3835,,,,,
,,,942,1378,4978,3170,4536,3437,3297,,942,1378,2744,3831,,,,,
,,,2363,3226,3226,3226,4477,3448,3183,,2363,7496,2948,1481,,,,,
,,,2363,2915,4986,4583,4679,3423,3313,,2363,2915,1015,1482,,,,,
,,,3644,3104,4228,4375,3297,4832,3856,,7914,7374,4250,3830,,,,,
,,,2363,1711,4452,4138,4496,3140,3673,,2363,1711,285,1482,,,,,
,,,2363,2452,4216,4113,4113,4228,4884,,2363,2452,2859,1482,,,,,
,,,4480,355,3075,3075,3075,4919,3227,,8750,355,2796,2199,,,,,
,,,4153,3450,3983,4121,3347,4586,3886,,8423,7720,1685,233,,,,,
,,,3644,2448,3365,3955,3342,4635,4455,,7914,2448,3155,3832,,,,,
,,,2500,1429,3099,3119,3428,4287,4776,,2500,1429,191,3831,,,,,
,,,110,2448,4676,3955,3267,4125,3846,,110,2448,3155,671,,,,,
,,,1058,2398,4841,3498,3861,3067,4766,,1058,2398,2636,669,,,,,
,,,976,2709,4001,3132,3742,3742,3349,,976,2709,2257,3826,,,,,
,,,1706,1272,3007,4520,3389,4149,4448,,1706,1272,889,673,,,,,
,,,2426,1132,3983,5000,3742,3437,3828,,2426,1132,16,3824,,,,,
,,,3507,238,4167,4519,3035,3424,4095,,7777,238,3058,671,,,,,
,,,1298,2448,4383,3955,4364,4580,3349,,1298,2448,3155,3834,,,,,
,,,456,280,3745,4318,4772,3001,3349,,456,280,1261,3833,,,,,
,,,2363,4191,4783,4191,3878,3634,3178,,2363,8461,3085,1482,,,,,
,,,2730,1026,4514,4687,4086,4528,4923,,2730,1026,2808,233,,,,,
,,,2648,2122,4399,4318,4287,4888,3828,,2648,2122,1261,3827,,,,,
,,,976,2244,3386,4767,3573,4159,3856,,976,2244,2494,3831,,,,,
,,,2365,320,4113,4113,4279,3846,3548,,2365,320,2858,672,,,,,
,,,1146,2888,3318,3318,4635,3644,3054,,1146,2888,4270,3826,,,,,
,,,1346,914,3407,4386,4028,4255,4250,,1346,914,3051,669,,,,,
,,,2258,2265,3990,3606,4602,4842,4569,,2258,2265,126,672,,,,,
,,,3411,848,4738,3272,4048,3807,4217,,7681,848,2368,673,,,,,
,,,76,769,3546,3602,3428,4717,4962,,76,769,2599,3830,,,,,
,,,4285,2256,4235,3980,4854,3618,3419,,8555,2256,392,2200,,,,,
,,,4424,2904,4860,4533,4635,4635,3742,,8694,2904,2598,3834,,,,,
,,,4648,1410,3519,3519,3316,4091,3591,,8918,1410,2907,670,,,,,
,,,2402,1538,3237,4493,4314,4480,3375,,2402,1538,1327,2199,,,,,
,,,2363,320,4915,4216,4238,3974,4079,,2363,320,2859,1481,,,,,
,,,1672,2025,3126,3397,4366,4357,4357,,1672,2025,1795,183,,,,,
,,,1147,2925,3528,3545,4136,4894,3781,,1147,2925,3,670,,,,,
,,,1752,3503,4986,4583,4536,3001,4966,,1752,7773,1014,3831,,,,,
,,,2426,2230,4085,4764,4888,3001,4966,,2426,2230,2744,3832,,,,,
,,,4118,2265,3180,4580,4871,4129,3507,,8388,2265,127,671,,,,,
,,,2852,2448,4401,3955,3054,4635,4424,,2852,2448,3155,3824,,,,,
,,,3748,2183,3491,3491,4684,3224,4011,,8018,2183,2166,673,,,,,
,,,76,551,3796,4409,3349,4455,3437,,76,551,3120,3835,,,,,
,,,3579,3272,3274,3314,3759,3618,4155,,7849,7542,2368,2200,,,,,
,,,3327,258,4859,3627,3912,3640,3340,,7597,258,36,672,,,,,
,,,2380,2644,4001,3756,4001,4717,3751,,2380,2644,2256,3828,,,,,
,,,4293,1952,3586,4375,4228,4919,4981,,8563,1952,4250,2200,,,,,
,,,806,31,3177,4909,3608,3252,3725,,806,31,2744,674,,,,,
,,,4097,3035,4760,4248,4776,4308,3856,,8367,7305,3057,3830,,,,,
,,,4232,2888,3318,3318,4536,4835,3128,,8502,2888,4270,1953,,,,,
,,,1368,109,3173,3033,4422,3625,4353,,1368,109,2744,671,,,,,
,,,2363,736,3075,3075,4877,4093,4423,,2363,736,2796,1482,,,,,
,,,2956,1361,3004,3004,4712,4835,4535,,2956,1361,1795,1953,,,,,
,,,4821,872,3318,3318,4776,4426,3054,,9091,872,4270,3823,,,,,
,,,4931,4991,3629,4507,4823,4047,4658,,9201,9261,1598,671,,,,,
,,,2534,3145,4001,3391,3042,3721,4726,,2534,7415,2256,671,,,,,
,,,456,3126,3126,3126,3397,3418,3828,,456,7396,1795,3827,,,,,
,,,2500,2536,3125,3977,3623,4580,3742,,2500,2536,1163,3830,,,,,
,,,18,1604,4022,4054,4831,3188,3721,,18,1604,4250,670,,,,,
,,,3025,4590,3917,3442,4235,3521,3681,,7295,8860,392,671,,,,,
,,,976,3272,3274,3272,4048,3446,4455,,976,7542,2368,3829,,,,,
,,,363,736,3075,3075,3075,4332,4923,,363,736,2796,233,,,,,
,,,2363,570,3814,4645,4727,4676,4325,,2363,570,2494,1481,,,,,
,,,774,2837,3100,4899,3080,4580,4580,,774,2837,2744,3828,,,,,
,,,4480,886,3608,4953,3201,3408,3923,,8750,886,2744,2199,,,,,
,,,3372,2303,4214,3391,4214,4401,4656,,7642,2303,523,671,,,,,
,,,2363,3089,4986,4583,3729,3243,3097,,2363,7359,1014,1482,,,,,
,,,23,653,3692,3692,3450,3618,3631,,23,653,1685,2199,,,,,
,,,2344,539,3995,4836,3995,3428,3295,,2344,539,2386,3830,,,,,
,,,2567,4789,3329,3443,3443,4304,4923,,2567,9059,4216,233,,,,,
,,,1982,2448,3566,3955,3169,4587,4281,,1982,2448,3155,233,,,,,
,,,1956,2448,4482,3955,3552,3878,3046,,1956,2448,3155,672,,,,,
,,,541,2448,3059,3955,4234,4095,3257,,541,2448,3155,671,,,,,
,,,557,2153,3444,4491,3461,4760,3378,,557,2153,860,670,,,,,
,,,2149,1132,3175,4566,3293,3437,3349,,2149,1132,16,3832,,,,,
,,,2363,1868,3818,3393,4913,4580,3305,,2363,1868,2235,1481,,,,,
,,,2753,2054,3075,3075,3075,4740,4894,,2753,2054,2796,670,,,,,
,,,2172,1199,3694,4767,4431,4008,3017,,2172,1199,2494,669,,,,,
,,,1283,4467,4467,4467,3320,3644,4821,,1283,8737,3100,3831,,,,,
,,,4803,452,4399,4318,3607,4447,4120,,9073,452,1261,671,,,,,
,,,2866,3263,3263,3263,4668,4717,4536,,2866,7533,2816,3834,,,,,
,,,2086,2812,4517,4436,4977,3825,3375,,2086,2812,2907,2199,,,,,
,,,3020,310,3745,4318,4423,3130,4304,,7290,310,1261,233,,,,,
,,,488,2976,4068,3786,3764,4360,4142,,488,2976,2744,183,,,,,
,,,1042,4811,3077,3945,3667,3723,4921,,1042,9081,2599,1952,,,,,
,,,3723,4907,4305,4629,4840,4666,3773,,7993,9177,892,1952,,,,,
,,,2648,3912,4738,4960,3912,4159,3054,,2648,8182,36,3825,,,,,
,,,2363,3263,3263,3263,3878,4137,4725,,2363,7533,2816,1481,,,,,
,,,1042,2512,4322,4321,3141,4890,4232,,1042,2512,1297,1951,,,,,
,,,3091,3440,4264,4694,3510,3548,4760,,7361,7710,1164,671,,,,,
,,,868,3089,3089,4986,3503,3681,3162,,868,7359,1015,672,,,,,
,,,4424,117,3004,3126,4712,4635,3856,,8694,117,1795,3830,,,,,
,,,4401,986,4238,3790,3981,4234,3548,,8671,986,1390,667,,,,,
,,,2730,2913,3176,4130,4650,4385,4586,,2730,2913,1600,232,,,,,
,,,456,872,3318,3318,3483,3644,3751,,456,872,4270,3834,,,,,
,,,386,4399,4399,4318,4567,3418,4424,,386,8669,1262,3826,,,,,
,,,2545,1997,4432,3094,4006,3675,3401,,2545,1997,2636,671,,,,,
,,,3970,1410,4517,3519,3723,3133,3111,,8240,1410,2907,1952,,,,,
,,,2380,4172,3812,4358,4508,3644,4776,,2380,8442,1601,3824,,,,,
,,,3742,3753,3942,3890,4780,4159,4287,,8012,8023,392,3831,,,,,
,,,3254,1497,3577,4583,3503,3784,3725,,7524,1497,1015,670,,,,,
,,,4653,1883,3745,4318,3998,3575,3211,,8923,1883,1261,233,,,,,
,,,2363,2448,4043,3955,3772,4113,3283,,2363,2448,3155,1482,,,,,
,,,4424,3345,4170,4170,4717,4426,4536,,8694,7615,3355,3829,,,,,
,,,4193,1132,3693,3202,3821,4888,4776,,8463,1132,16,3833,,,,,
,,,2277,3519,4436,3519,3054,4287,4962,,2277,7789,2907,3824,,,,,
,,,3681,710,3341,3740,4051,3482,4462,,7951,710,2653,670,,,,,
,,,419,258,4735,3627,3912,4018,3017,,419,258,36,671,,,,,
,,,2147,3371,3931,3949,3894,4229,3773,,2147,7641,172,1952,,,,,
,,,3682,4289,3156,4004,4250,3199,4760,,7952,8559,3067,672,,,,,
,,,4293,2812,4436,4436,4977,3579,4708,,8563,2812,2908,2200,,,,,
,,,1209,2050,4724,3183,3430,4455,4580,,1209,2050,391,3826,,,,,
,,,3295,2025,3004,3397,4712,4635,4287,,7565,2025,1795,3830,,,,,
,,,3421,2448,4914,3955,3275,3517,3045,,7691,2448,3155,672,,,,,
,,,3375,794,3165,4216,4293,3618,3408,,7645,794,2858,2199,,,,,
,,,142,287,4328,3136,4798,3421,3721,,142,287,4267,671,,,,,
,,,3799,332,4694,4837,3332,4740,3781,,8069,332,1164,671,,,,,
,,,4310,2054,3075,3075,3987,3351,3994,,8580,2054,2796,233,,,,,
,,,1298,104,3745,4318,3727,4888,4966,,1298,104,1262,3830,,,,,
,,,2363,4562,4391,3107,3755,3175,4538,,2363,8832,2744,1482,,,,,
,,,3141,3005,3214,3831,4296,3133,4535,,7411,7275,2598,1952,,,,,
,,,3046,1886,4139,4917,3748,4008,4593,,7316,1886,2042,670,,,,,
,,,2500,1341,4290,3183,4724,4962,3856,,2500,1341,391,3832,,,,,
,,,614,4014,3039,4167,4181,4971,4153,,614,8284,4184,233,,,,,
,,,3970,1865,3506,4988,4694,4702,4829,,8240,1865,1165,1952,,,,,
,,,2304,4378,4378,3324,4411,3862,3559,,2304,8648,2507,670,,,,,
,,,2648,2023,4509,4917,3317,4455,3297,,2648,2023,2042,3826,,,,,
