Port Key,Address Key,Port Name,Port Type,Port Size,Phone,Fax,800 Number,UN/LOCODE,Email,Website
2394,5395,"""Alvik""","""Harbor""","""Small""","""47 56 55 08 39""","""47 56 55 09 56""",,"""NOAAV""",,
2395,5396,"""Arendal""","""Harbor""","""Small""","""47 37 01 31 47""","""47 37 01 31 57""",,,"""jurgen.sievers@arendal.kommune.no""",
2396,5397,"""Austevoll""",,,,,,"""NOASV""",,
2397,5398,"""Batsfjord""","""Harbor""","""Small""","""78 98 55 10""","""78 98 55 11""",,,"""firmapost@batsfjord.havn.no""",
2398,5399,"""Bergen""","""Seaport""","""Medium""","""55 56 89 50""","""55 56 89 86""",,"""NOBGO""","""bergen.havn@bergen.kommune.no""","""www.bergenhavn.no"""
2399,5400,"""Bodo""","""Seaport""","""Medium""",,,,"""NOBOO""","""firmapost@bodohavn.no""","""www.bodohavn.no"""
2400,5401,"""Borg Havn IKS""",,,,,,,,
2401,5402,"""Brevik""",,,,,,"""NOBVK""",,
2402,5403,"""Bronnoysund""","""Harbor""","""Small""","""75 01 20 70""","""75 01 20 71""",,,"""bronnoy.havn@bronnoy.kommune.no""","""www.bronnoyhavn.com"""
2403,5404,"""Drammen""","""Seaport""","""Medium""","""47 32 20 86 50""","""47 32 20 86 51""",,"""NODRM""","""firmapost@drammenhavn.no""","""www.drammenhavn.no"""
2404,5405,"""Egersund""",,,,,,,,
2405,5406,"""Eikefet""",,,,,,,,
2406,5407,"""Fagerstrand""",,,,,,,,
2407,5408,"""Farsund""","""Harbor""","""Small""","""47 38 39 01 00""","""47 38 39 01 40""",,,,
2408,5409,"""Fiborgtangen""",,,,,,,,
2409,5410,"""Flekkefjord""","""Harbor""","""Small""","""47 38 32 18 55""",,,,,
2410,5411,"""Floroe""","""Harbor""","""Small""","""47 57 75 67 40""","""47 57 74 09 16""",,,"""hamn@floro.kommune.no""",
2411,5412,"""Fredrikstad""",,,,,,"""NOFRK""",,
2412,5413,"""Fusa""",,,,,,"""NOFUS""",,
2413,5414,"""Glomfjord""",,,,,,,,
2414,5415,"""Grenland Harbour""",,,,,,,,
2415,5416,"""Grimstad""","""Harbor""","""Small""","""47 37 04 05 93""","""47 37 25 95 97""",,,,
2416,5417,"""Haavik""",,,,,,,,
2417,5418,"""Halden""","""Harbor""","""Small""","""47 69 18 32 00""","""47 69 18 06 80""",,"""NOHAL""",,
2418,5419,"""Hammerfest""","""Harbor""","""Small""","""47 78 40 74 00""","""47 78 40 74 01""",,,"""post@hammerfest.havn.no""",
2419,5420,"""Hareid""",,,,,,"""NOHRI""",,
2420,5421,"""Harstad""",,,,,,,,
2421,5422,"""Haugesund""","""Seaport""","""Medium""","""47 52 70 37 50""","""47 52 70 37 69""",,"""NOHAU""","""post@karmsund-havn.no""","""www.karmsund-havn.no"""
2422,5423,"""Heroya""",,,,,,"""NOHRY""",,
2423,5424,"""Holmestrand""","""Harbor""","""Small""","""47 33 05 25 32""","""47 33 05 36 67""",,,,
2424,5425,"""Honningsvag""",,,,,,,,
2425,5426,"""Horten""","""Harbor""","""Small""","""47 33 08 64 00""","""47 33 08 63 91""",,,"""horten.havnevesen@horten.kommune.no""","""www.hortenhavn.no"""
2426,5427,"""Hoyanger""","""Pier, Jetty or Wharf""","""Small""","""47 57 71 52 87""","""47 57 71 53 77""",,,"""torfinn.lagreid@hydro.com""","""www.hydro.com"""
2427,5428,"""Husnes""","""Harbor""","""Small""","""47 53 47 50 00""","""47 53 47 53 90""",,"""NOHUS""",,
2428,5429,"""Kaarsto""",,,,,,,,
2429,5430,"""Kirkenes""","""Off-Shore Terminal""","""Small""","""78 99 91 00""","""78 99 12 00""",,,"""post@kirkenes-havn.no""",
2430,5431,"""Kopervik""","""Harbor""","""Small""","""47 52 84 54 70""","""47 52 84 54 71""",,,,
2431,5432,"""Kragero""","""Harbor""","""Small""","""47 35 98 17 50""","""47 35 99 13 34""",,,"""post@kragero-havnevesen.no""",
2432,5433,"""Kristiansand S.Chris""","""Harbor""","""Small""","""47 38 00 60 00""","""47 38 02 70 99""",,,"""post@kristiansand-havn.no""","""www.kristiansandhavn.no"""
2433,5434,"""Kristiansund N.Chris""",,,,,,,,
2434,5435,"""Langesund""",,,,,,,,
2435,5436,"""Larvik""","""Harbor""","""Small""","""47 33 16 57 50""","""47 33 16 57 59""",,"""NOLAR""","""post@larvik.havn.no""","""www.larvikhavn.vf.no"""
2436,5437,"""Leirvik""",,,,,,,,
2437,5438,"""Lillesand""","""Harbor""","""Small""","""37 27 15 00""",,,,,"""www.lillesand.kommune.no"""
2438,5439,"""Lodingen""","""Harbor""","""Small""","""47 76 98 66 09""","""47 76 98 66 41""",,,"""lodingen.havnevesen@lodingen.kkommune.no""","""www.lodingen.kommune.no"""
2439,5440,"""Maaloy""","""Harbor""","""Small""","""47 57 85 26 20""","""47 57 85 26 21""",,,"""post@nordfjord.havn.no""","""www.maloyguide.no"""
2440,5441,"""Malm""","""Harbor""","""Small""",,,,,,
2441,5442,"""Mandal""","""Harbor""","""Small""","""47 38 26 20 11""","""47 38 26 34 76""",,,,
2442,5443,"""Menstad""",,,,,,,,
2443,5444,"""Mo I Rana""","""Harbor""","""Small""","""47 75 13 47 00""","""47 75 13 47 01""",,,"""havna@rana.kommune.no""","""www.portofmoirana.no"""
2444,5445,"""Molde""","""Harbor""","""Small""","""47 71 19 16 20""","""47 71 19 16 21""",,"""NOMOL""","""office@moldehavn.no""","""www.moldehavn.no"""
2445,5446,"""Mongstad""",,,,,,"""NOMON""",,
2446,5447,"""Mosjoen""","""Harbor""","""Small""","""47 75 10 18 70""","""47 75 10 18 71""",,,"""torbjorn.jorgensen@vefsn.kommune.no""",
2447,5448,"""Moss""","""Seaport""","""Small""","""69 20 87 00""","""69 20 87 01""",,"""NOMSS""","""firmapost@moss-havn.no""","""www.moss-havn.no"""
2448,5449,"""Naersnes""",,,,,,,,
2449,5450,"""Namsos""","""Harbor""","""Small""","""47 74 27 24 00""","""47 74 27 25 50""",,,"""havnekontoret@namsos.kommune.no""","""www.namsos.kommune.no"""
2450,5451,"""Narvik""","""Seaport""","""Medium""","""47 76 95 03 70""","""47 76 95 03 84""",,,"""office@portofnarvik.com""","""www.portofnarvik.com"""
2451,5452,"""Odda""","""Harbor""","""Small""",,,,"""NOODD""",,
2452,5453,"""Orkanger""",,,,,,"""NOORK""",,
2453,5454,"""Oslo""","""Seaport""","""Medium""","""+ 47 23 49 26 00""","""+47 23 49 26 01""",,"""NOOSL""","""eva.hagen@ohv.oslo.no""","""www.ohv.oslo.no"""
2454,5455,"""Porsgrunn""",,,,,,"""NOPOR""",,
2455,5456,"""Risavika""",,,,,,,,
2456,5457,"""Risor""","""Harbor""","""Small""","""47 37 15 05 00""","""47 37 15 00 58""",,,,
2457,5458,"""Sandefjord""","""Harbor""","""Small""","""33 41 64 39""","""47 33 46 26 13""",,"""NOSAD""","""bjornar.christiansen@sandefjord.kommune.no""",
2458,5459,"""Sandnes""","""Seaport""","""Medium""","""51608990""","""51608991""",,,"""sahv@sandnes-havn.no""","""www.sandnes-havn.no"""
2459,5460,"""Sarpsborg""",,,,,,"""NOSPG""",,
2460,5461,"""Sauda""","""Harbor""","""Small""","""52 78 62 72""","""52 78 15 65""",,"""NOSAU""",,
2461,5462,"""Skien""",,,,,,"""NOSKE""",,
2462,5463,"""Skudeneshavn""",,,,,,,,
2463,5464,"""Slagen""","""Seaport""","""Small""","""47 51 71 52 00""","""47 51 71 52 10""",,,,
2464,5465,"""Stavanger""","""Harbor""","""Small""","""51 50 12 00""","""51 50 12 22""",,"""NOSVG""","""info@stavanger.havn.no""","""www.stavanger-havn.no"""
2465,5466,"""Steinkjer""",,,,,,,,
2466,5467,"""Sture""",,,,,,,,
2467,5468,"""Sunndalsora""","""Harbor""","""Small""",,,,"""NOSUN""",,
2468,5469,"""Svelgen""","""Harbor""","""Small""","""47 57 79 61 00""","""47 57 79 62 76""",,"""NOSVE""",,
2469,5470,"""Svelvik""",,,,,,,,
2470,5471,"""Svolvaer""",,,,,,,,
2471,5472,"""Tau""","""Harbor""","""Small""","""47 51 74 74 00""","""47 51 74 83 86""",,,,
2472,5473,"""Thamshamn""",,,,,,,,
2473,5474,"""Tjeldbergodden""",,,,,,,,
2474,5475,"""Tofte""",,,,,,,,
2475,5476,"""Tonsberg""","""Harbor""","""Small""","""47 33 35 45 00""","""47 33 35 45 10""",,"""NOTON""","""tonsberg.havn@tonsberg.havn.no""",
2476,5477,"""Tromso""","""Seaport""","""Medium""","""47 77 66 18 50""","""47 77 66 18 51""",,"""NOTOS""","""adm@tromso.havn.no""","""www.tromso.havn.no"""
2477,5478,"""Trondheim""","""Harbor""","""Small""","""47 73991700""","""47 73991717""",,"""NOTRD""","""firmapost@trondheim.havn.no""","""www.trondheim.havn.no"""
2478,5479,"""Tvedestrand""","""Harbor""","""Small""","""47 37 16 24 43""",,,,,
2479,5480,"""Vadso""","""Harbor""","""Small""","""47 78 94 24 10""","""47 78 95 43 10""",,,"""havnevesen@vadso.kommune.no""",
2480,5481,"""Vaksdal""","""Harbor""","""Small""","""47 56 59 44 00""","""47 56 59 44 01""",,,,
2481,5482,"""Vardo""","""Harbor""","""Small""","""47 78 98 72 76""","""47 78 98 78 28""",,,,
2482,5483,"""Volda""",,,,,,,,
2483,5484,"""Cincinnati""",,,,,,"""USCVG""",,
2484,5485,"""Khasab""","""Harbor""","""Small""","""968 2448 3430""","""968 2469 4077""",,,,
2485,5486,"""Mina Qaboos""",,,,,,,,
2486,5487,"""Muscat""",,,,,,"""OMMCT""",,
2487,5488,"""Qalhat""","""Pier, Jetty or Wharf""","""Small""",,,,,,
2488,5489,"""Salalah""","""Seaport""","""Medium""","""968-24-600586""","""968-24-600736""",,"""OMSLL""","""info@salalahport.com""","""www.salalahport.com"""
2489,5490,"""Sohar""","""Seaport""","""Small""","""968 26852700""","""968 26852701""",,"""OMSOH""","""info@portofsohar.com""","""portofsohar.com"""
2490,5491,"""Gwadar""","""Deepwater Seaport""","""Small""","""021-9202369""","""021-5878632""",,,,
2491,5492,"""Karachi""","""Seaport""","""Large""",,,,"""PKKHI""","""webmaster@kpt.gov.pk""","""www.kpt.gov.pk"""
2492,5493,"""Keti Bandar""",,,,,,,,
2493,5494,"""Lahore""",,,,,,,,
2494,5495,"""Port Qasim""",,,,,,,,
2495,5496,"""Sialkot""",,,,,,,,
2496,5497,"""Aguadulce""",,,,,,,,
2497,5498,"""Almirante""","""Pier, Jetty or Wharf""","""Small""","""507 233997""","""507 696992""",,,,"""www.cocatram.org.ni/puertosca/pto_almirante_panama.html"""
2498,5499,"""Bahia Las Minas""",,,,,,,,
2499,5500,"""Balboa""","""Seaport""","""Medium""","""507-207 5100""","""507-232 5697""",,"""PABLB""","""info@ppc.com.pa""","""www.ppc.com.pa"""
2500,5501,"""Bocas del Toro""","""Pier, Jetty or Wharf""","""Small""","""507 233997""","""507 696992""",,,,"""www.cocatram.org.ni/puertosca/pto_bocasdeltoro_panama.html"""
2501,5502,"""Charco Azul""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,"""www.cocatram.org.ni/puertosca/pto_charcoazul_panama.html"""
2502,5503,"""Chiriqui Grande""",,,,,,,,
2503,5504,"""Colon""",,,,,,"""PAONX""",,
2504,5505,"""Cristobal""","""Seaport""","""Medium""","""507-433-7900""","""507-441-4676""",,"""PACTB""","""info@ppc.com.pa""","""www.ppc.com.pa"""
2505,5506,"""La Palma""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,"""www.cocatram.org.ni/puertosca/pto_lapalma_panama.html"""
2506,5507,"""Manzanillo""",,,,,,"""PAMIT""",,
2507,5508,"""Mutis""",,,,,,,,
2508,5509,"""Panama""",,,,,,,,
2509,5510,"""Panama Canal""",,,,,,,,
2510,5511,"""Pedregal""","""River Port""","""Very Small""","""507 233997""","""507 696992""",,,,"""www.cocatram.org.ni/puertosca/pto_pedregal_panama.html"""
2511,5512,"""Puerto Armuelles""",,,,,,"""PAAML""",,
2512,5513,"""Rodman""",,,,,,"""PAPSA""",,
2513,5514,"""Taboga Island""",,,,,,,,
2514,5515,"""Taboguilla Island""",,,,,,,,
2515,5516,"""Vacamonte""","""Harbor""","""Small""","""507 251 0111""","""507 251 2658""",,,,"""www.cocatram.org.ni/puertosca/pto_vacamonte_panama.html"""
2516,5517,"""Aitape""","""River Port""","""Very Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2517,5518,"""Alotau""","""Pier, Jetty or Wharf""","""Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2518,5519,"""Anewa Bay""","""Pier, Jetty or Wharf""","""Small""","""675 972100""",,,,,
2519,5520,"""Bialla""","""Pier, Jetty or Wharf""","""Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2520,5521,"""Buka""","""Pier, Jetty or Wharf""","""Very Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2521,5522,"""Daru""","""Pier, Jetty or Wharf""","""Very Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2522,5523,"""Kavieng""","""Pier, Jetty or Wharf""","""Very Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2523,5524,"""Kieta""","""Pier, Jetty or Wharf""","""Very Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2524,5525,"""Kimbe""","""Pier, Jetty or Wharf""","""Very Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2525,5526,"""Kumul Marine Terminal""","""Off-Shore Terminal""","""Very Small""","""675 211088""","""675 211102""",,,,
2526,5527,"""Lae""","""Seaport""","""Medium""","""321 1400""","""321 2440""",,"""PGLAE""",,"""www.pngports.com.pg"""
2527,5528,"""Lorengau""",,,,,,,,
2528,5529,"""Madang""","""Seaport""","""Medium""","""321 1400""","""321 2440""",,"""PGMAG""",,"""www.pngports.com.pg"""
2529,5530,"""Oro Bay""",,,,,,,,
2530,5531,"""Port Moresby""","""Seaport""","""Medium""","""321 1400""","""321 2440""",,"""PGPOM""",,"""www.pngports.com.pg"""
2531,5532,"""Rabaul""","""Pier, Jetty or Wharf""","""Very Small""","""321 1400""","""321 2440""",,"""PGRAB""",,"""www.pngports.com.pg"""
2532,5533,"""Samarai""","""Pier, Jetty or Wharf""","""Very Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2533,5534,"""Vanimo""","""Pier, Jetty or Wharf""","""Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2534,5535,"""Wewak""","""Pier, Jetty or Wharf""","""Small""","""321 1400""","""321 2440""",,,,"""www.pngports.com.pg"""
2535,5536,"""Asuncion""","""River Port""","""Small""","""(595)(21) 495-086""","""(595)(21) 495-086""",,"""PYASU""",,"""www.annp.gov.py"""
2536,5537,"""Ancon""",,,,,,,,
2537,5538,"""Atico""",,,,,,"""PEATI""",,
2538,5539,"""Bayovar""","""Off-Shore Terminal""","""Very Small""",,,,,,"""www.ultramarnetwork.com/TextosPeru/Marc-016.html"""
2539,5540,"""Cabo Blanco""",,,,,,,,
2540,5541,"""Callao""","""Seaport""","""Large""","""51 1 429-9210""","""51 1 469-1010""",,"""PECLL""",,"""www.enapu.com.pe"""
2541,5542,"""Cerro Azul""",,,,,,,,
2542,5543,"""Chancay""",,,,,,,,
2543,5544,"""Chimbote""","""River Port""","""Very Small""","""51 1 429-9210""","""51 1 469-1010""",,"""PECHM""",,"""www.enapu.com.pe"""
2544,5545,"""Coishco""",,,,,,,,
2545,5546,"""Conchan""",,,,,,,,
2546,5547,"""Eten""",,,,,,,,
2547,5548,"""General San Martin""","""Pier, Jetty or Wharf""","""Very Small""","""51 1 429-9210""","""51 1 469-1010""",,"""PEGSM""",,"""www.enapu.com.pe"""
2548,5549,"""Huacho""","""Pier, Jetty or Wharf""","""Very Small""","""51 1 429-9210""","""51 1 469-1010""",,"""PEHCO""",,"""www.enapu.com.pe"""
2549,5550,"""Ilo""","""Pier, Jetty or Wharf""","""Very Small""","""51 1 429-9210""","""51 1 469-1010""",,"""PEILQ""",,"""www.enapu.com.pe"""
2550,5551,"""Iquitos""","""River Port""","""Medium""","""51 1 429-9210""","""51 1 469-1010""",,"""PEIQT""",,"""www.enapu.com.pe"""
2551,5552,"""La Pampilla""",,,,,,,,
2552,5553,"""Lobitos""",,,,,,"""PELOB""",,
2553,5554,"""Matarani""","""Harbor""","""Small""",,,,"""PEMRI""",,"""www.ultramarnetwork.com/TextosPeru/Marc-024.html"""
2554,5555,"""Pacasmayo""",,,,,,"""PEPAC""",,
2555,5556,"""Paita""","""Pier, Jetty or Wharf""","""Small""","""51 1 429-9210""","""51 1 469-1010""",,"""PEPAI""",,"""www.enapu.com.pe"""
2556,5557,"""Paramonga""",,,,,,,,
2557,5558,"""Pimentel""",,,,,,,,
2558,5559,"""Puerto Chicama""",,,,,,"""PEPCH""",,
2559,5560,"""Salaverry""","""Harbor""","""Small""","""51 1 429-9210""","""51 1 469-1010""",,"""PESVY""",,"""www.enapu.com.pe"""
2560,5561,"""Samanco""",,,,,,,,
2561,5562,"""San Juan""",,,,,,"""PRSJU""",,
2562,5563,"""San Nicolas""","""River Port""","""Small""",,,,"""PESNX""",,"""www.ultramarnetwork.com/TextosPeru/Marc-023.html"""
2563,5564,"""Supe""","""Pier, Jetty or Wharf""","""Very Small""","""51 1 429-9210""","""51 1 469-1010""",,"""PESUP""",,"""www.enapu.com.pe"""
2564,5565,"""Talara""","""Harbor""","""Small""",,,,"""PETYL""",,"""www.ultramarnetwork.com/TextosPeru/Marc-014.html"""
2565,5566,"""Tierra Colorada""",,,,,,,,
2566,5567,"""Amunitan/Aparri""",,,,,,,,
2567,5568,"""Aparri""",,,,,,,,
2568,5569,"""Atimonan""",,,,,,,,
2569,5570,"""Bacolod""",,,,,,,,
2570,5571,"""Bacolod""",,,,,,,,
2571,5572,"""Basco""",,,,,,,,
2572,5573,"""Basilan City""",,,,,,,,
2573,5574,"""Bataan""",,,,,,,,
2574,5575,"""Batangas""",,,,,,,,
2575,5576,"""Bislig""",,,,,,,,
2576,5577,"""Bugo""","""Seaport""","""Small""",,,,,,
2577,5578,"""Cadiz""",,,,,,"""ESCAD""",,
2578,5579,"""Cagayan De Oro""",,,,,,,,
2579,5580,"""Cagayan De Oro""",,,,,,,,
2580,5581,"""Calaca""",,,,,,,,
2581,5582,"""Cebu City""","""Seaport""","""Medium""",,,,,,
2582,5583,"""Claveria""",,,,,,,,
2583,5584,"""Currimao""","""Pier, Jetty or Wharf""","""Very Small""","""072 700-2989""","""072 700-25-62""",,,"""ppasf@digitelone.com""","""www.ppa.com.ph"""
2584,5585,"""Davao""",,,,,,,,
2585,5586,"""Davao""",,,,,,,,
2586,5587,"""Dumaguete""","""Pier, Jetty or Wharf""","""Small""","""035 225-0973""","""035 225-0924""",,,"""ppadgte@philwebinc.com""","""www.ppa.com.ph"""
2587,5588,"""General Santos""","""Pier, Jetty or Wharf""","""Small""","""083 552-4484""","""083 552-4446""",,"""PHGES""","""ppa_gensan@yahoo.com""","""www.ppa.com.ph"""
2588,5589,"""Gingoog""",,,,,,,,
2589,5590,"""Hondagua/Siain""",,,,,,,,
2590,5591,"""Iligan""",,,,,,,,
2591,5592,"""Iloilo""",,,,,,,,
2592,5593,"""Isabel""",,,,,,,,
2593,5594,"""Jolo""",,,,,,,,
2594,5595,"""Jordan""",,,,,,,,
2595,5596,"""Jose Panganiban""",,,,,,,,
2596,5597,"""Laoag""",,,,,,,,
2597,5598,"""Limay/Bataan""",,,,,,,,
2598,5599,"""Manila""","""Seaport""","""Very Large""","""527-44-14""","""527-44-14""",,"""PHMNL""","""ppa_manila@ppa.com.ph""","""www.ppa.com.ph"""
2599,5600,"""Mariveles""",,,,,,,,
2600,5601,"""Masao""",,,,,,,,
2601,5602,"""Masinloc""",,,,,,,,
2602,5603,"""Nasipit Port""",,,,,,,,
2603,5604,"""Olongapo""",,,,,,,,
2604,5605,"""Ozamis""",,,,,,,,
2605,5606,"""Pagbilao""",,,,,,,,
2606,5607,"""Polloc""",,,,,,,,
2607,5608,"""Poro/San Fernando""",,,,,,,,
2608,5609,"""Port Irene""",,,,,,,,
2609,5610,"""Puerto Princesa""",,,,,,,,
2610,5611,"""Pulupandan""","""Pier, Jetty or Wharf""","""Small""","""034 435-0415""","""034 435-0415""",,,"""LdelaRosa@ppa.com.ph""","""www.ppa.com.ph"""
2611,5612,"""Quezon""",,,,,,,,
2612,5613,"""Rio Tuba""",,,,,,,,
2613,5614,"""San Carlos""",,,,,,,,
2614,5615,"""San Fernando""",,,,,,"""TTSFE""",,
2615,5616,"""Sangi/Cebu""",,,,,,,,
2616,5617,"""Santa Maria""",,,,,,,,
2617,5618,"""Suba-Nipa""",,,,,,,,
2618,5619,"""Subic Bay""","""Seaport""","""Medium""","""6347 252-4693""","""6347 252-4241""",,"""PHSFS""",,"""www.sbma.com"""
2619,5620,"""Surigao""",,,,,,,,
2620,5621,"""Tabaco/Legaspi""",,,,,,,,
2621,5622,"""Tacloban""",,,,,,,,
2622,5623,"""Tagaloan""",,,,,,,,
2623,5624,"""Tagbilaran""",,,,,,,,
2624,5625,"""Tagoloan""","""Pier, Jetty or Wharf""","""Very Small""","""035 225-0973""","""035 225-0924""",,,"""ppadgte@philwebinc.com""","""www.ppa.com.ph"""
2625,5626,"""Tanauan""",,,,,,,,
2626,5627,"""Tandoc""",,,,,,,,
2627,5628,"""Villanueva""",,,,,,,,
2628,5629,"""Zamboanga""","""Pier, Jetty or Wharf""","""Small""","""062 991-2360""","""062 991-2360""",,"""PHZAM""","""ppazambo@pldtdsl.net""","""www.ppa.com.ph"""
2629,5630,"""Darlowo""",,,,,,,,
2630,5631,"""Elblag""",,,,,,,,
2631,5632,"""Gdansk""","""Seaport""","""Large""","""+48 58 737 91 00""","""+48 58 737 94 85""",,"""PLGDN""","""info@portgdansk.pl""","""www.portgdansk.pl"""
2632,5633,"""Gdynia""","""Seaport""","""Large""","""+48 58 627 40 02""","""+48 58 620 31 91""",,"""PLGDY""",,"""www.port.gdynia.pl"""
2633,5634,"""Hel""",,,,,,,,
2634,5635,"""Kolobrzeg""",,,,,,,,
2635,5636,"""Police""",,,,,,,,
2636,5637,"""Poznan""",,,,,,,,
2637,5638,"""Swinoujscie""","""Seaport""","""Medium""","""+48 (91) 32 77 331""","""+48 (91) 32 15 292""",,"""PLSWI""","""phs@phs.com.pl""","""www.phs.com.pl"""
2638,5639,"""Szczecin""","""Seaport""","""Medium""","""48 91 43 08 220""","""48 91 46 23 412""",,"""PLSZZ""","""d.rutkowski@port.szczecin.pl""","""www.port.szczecin.pl"""
2639,5640,"""Ustka""","""Harbor""","""Small""","""48 59 144430""","""48 59 146204""",,,,"""www.polfracht.pl/polfracht/psal/localinf/ust/portust.htm"""
2640,5641,"""Warszawa""",,,,,,,,
2641,5642,"""Wladyslawowo""","""Harbor""","""Small""","""(48) +58 6740585""","""(48) +58 6741294""",,,,"""www.polfracht.pl/polfracht/psal/localinf/wlad/portwlad.htm"""
2642,5643,"""Angra do Heroismo""",,,,,,"""PTADH""",,
2643,5644,"""Aveiro""","""Seaport""","""Medium""","""351 23 439 3339""","""351 23 439 3399""",,,"""geral@portodeaveiro.pt""","""www.portodeaveiro.pt"""
2644,5645,"""Barcelos""",,,,,,,,
2645,5646,"""Figueira Da Foz""","""Seaport""","""Medium""","""351 23 340 2910""","""351 23 340 2920""",,,"""iptm.sec@mail.telepac.pt""",
2646,5647,"""Funchal""",,,,,,,,
2647,5648,"""Lagos""",,,,,,"""NGLOS""",,
2648,5649,"""Leixoes""","""Seaport""","""Medium""","""(351) 22 999 0700""","""(351) 22 995 5062""",,"""PTLEI""","""correio@apdl.pt""","""www.apdl.pt"""
2649,5650,"""Lisboa""","""Seaport""","""Medium""","""351 21 3922003""",,,"""PTLIS""","""admin.junqueira@portodelisboa.pt""","""www.portodelisboa.com"""
2650,5651,"""Portalegre""",,,,,,,,
2651,5652,"""Portimao""",,,,,,,,
2652,5653,"""Porto""","""Seaport""","""Small""","""(351) 22 999 0700""","""(351) 22 995 5062""",,"""PTOPO""","""correio@apdl.pt""","""www.apdl.pt"""
2653,5654,"""Porto da Povoa de Varzim""",,,,,,,,
2654,5655,"""Porto de Vila do Conde""",,,,,,,,
2655,5656,"""Porto Santo""",,,,,,,,
2656,5657,"""Praia da Vitoria""",,,,,,"""PTPRV""",,
2657,5658,"""Setubal""","""Seaport""","""Medium""","""351 265 542000""","""351 265 230992""",,"""PTSET""","""geral@portodesetubal.pt""","""www.portodesetubal.pt"""
2658,5659,"""Sevilla""",,,,,,"""ESSVQ""",,
2659,5660,"""Sines""","""Seaport""","""Small""","""351 269 860 600""","""351 269 860 690""",,"""PTSIE""","""geral@portodesines.pt""","""www.portodesines.pt"""
2660,5661,"""Viana do Castelo""","""Seaport""","""Small""","""351 258 359500""","""351 258 359535""",,"""PTVDC""","""ipn@ipnorte.pt""","""www.ipnorte.pt"""
2661,5662,"""Vila Real""",,,,,,,,
2662,5663,"""Vila Real de Santo Antonio""",,,,,,,,
2663,5664,"""Aguadilla""",,,,,,"""PRBQN""",,
2664,5665,"""Arecibo""","""Pier, Jetty or Wharf""","""Very Small""","""787-723-2260""",,,,"""webmaster@prpa.gobierno.pr""","""www.prpa.gobierno.pr"""
2665,5666,"""Fajardo""","""Harbor""","""Small""","""787-723-2260""",,,,"""webmaster@prpa.gobierno.pr""","""www.prpa.gobierno.pr"""
2666,5667,"""Guanica""","""Harbor""","""Small""","""787-723-2260""",,,,"""webmaster@prpa.gobierno.pr""","""www.prpa.gobierno.pr"""
2667,5668,"""Guayanilla""","""Seaport""","""Small""","""787-723-2260""",,,,"""webmaster@prpa.gobierno.pr""","""www.prpa.gobierno.pr"""
2668,5669,"""Jobos Bay""",,,,,,,,
2669,5670,"""Las Mareas""",,,,,,,,
2670,5671,"""Mayaguez""","""Seaport""","""Small""","""787-723-2260""",,,"""PRMAZ""","""webmaster@prpa.gobierno.pr""","""www.prpa.gobierno.pr"""
2671,5672,"""Ponce""","""Harbor""","""Small""","""787-765-2900""","""787-763-4315""",,"""PRPSE""","""info@portoftheamericas.com""","""www.puertodelasamericaspr.com"""
2672,5673,"""San Juan""","""Seaport""","""Medium""","""787-723-2260""",,,"""PRSJU""","""webmaster@prpa.gobierno.pr""","""www.prpa.gobierno.pr"""
2673,5674,"""Yabucoa""","""Seaport""","""Small""","""787-723-2260""",,,,"""webmaster@prpa.gobierno.pr""","""www.prpa.gobierno.pr"""
2674,5675,"""Al Rayyan Marine Terminal""",,,,,,,,
2675,5676,"""Doha""","""Seaport""","""Medium""","""974 445 7457""","""974 441 3563""",,"""QADOH""","""harbourdohaport@qatar.net.qa""",
2676,5677,"""Hamad""",,,,,,,,
2677,5678,"""Mesaieed""",,,,,,"""QAMES""",,
2678,5679,"""Ras Laffan""","""Seaport""","""Medium""","""974 440 2517""","""974 440 2498""",,,"""marketing@qp.com.qa""","""www.qp.com.qa"""
2679,5680,"""Umm Said""",,,,,,,,
2680,5681,"""Djeno""",,,,,,,,
2681,5682,"""N'Kossa Terminal""","""Off-Shore Terminal""","""Very Small""",,,,,,
2682,5683,"""Pointe Noire""","""Harbor""","""Small""","""242 940052""","""242 942042""",,"""CGPNR""",,
2683,5684,"""Yombo""",,,,,,,,
2684,5685,"""Le Port""",,,,,,"""RELPT""",,
2685,5686,"""Pointe des Galets""",,,,,,,,
2686,5687,"""Basarabi""","""River Port""","""Small""","""40-241-702700""","""40 241 738295""",,,"""compania@acn.ro""","""www.acn.ro"""
2687,5688,"""Braila""","""River Port""","""Small""","""40 339 103750""","""40 339 103750""",,"""ROBRA""","""braila@apdm.galati.ro""","""apdm.galati.ro"""
