index,IMO number,Vessel Name,Ship type,Flag,Gross Tonnage,Summer Deadweight (t),Length Overall (m),Beam (m),Draught (m),Year of Built,TEU,Crude,Grain,Bale,AIS Type,Destination,ETA,IMO / MMSI,Callsign,Length / Beam,Current draught,Course / Speed,Coordinates,MMSI,Course,Speed,latitude,longitude,Length,Beam,Link,Max Speed (knots),Average Speed (knots),Average Speed (km/h),Builder
664,9337157,KOKKARI,Crude Oil Tanker,Bahamas,156902,297538,330,60,None,2008,,None,,,Tanker,JUBILEE,"Apr 30, 02:00",9337157 / 311001100,C6WV2,330 / 60 m,10.6 m,8.0Â° / 0.6 kn,4.37658 N/2.84155 W,311001100,8.0Â°,0.6 kn,4.37658,-2.84155,330,60 m,https://www.vesselfinder.com/vessels/KOKKARI-IMO-9337157-MMSI-311001100,5.2,5.1,9.4452,Gladding-Hearn Shipbuilding
665,9116400,SEA EQUATORIAL,FSO,Dominica,156880,300349,330,58,None,1997,,None,,,Tanker,TG PELEPAS,"Apr 23, 16:00",9116400 / 325897000,J7DW4,330 / 58 m,21.0 m,354.0Â° / 0.0 kn,1.24453 N/103.55564 E,325897000,354.0Â°,0.0 kn,1.24453,103.55564,330,58 m,https://www.vesselfinder.com/vessels/SEA-EQUATORIAL-IMO-9116400-MMSI-325897000,6.5,5.7,10.5564,Jeanneau
666,9116412,ADRIAN DARYA 1,Crude Oil Tanker,Iran,156880,300579,330,58,None,1997,,None,,,Tanker,,,9116412 / 422263900,EPLQ7,331 / 58 m,22.1 m,19.6Â° / 7.1 kn,34.7032 N/35.03867 E,422263900,19.6Â°,7.1 kn,34.7032,35.03867,331,58 m,https://www.vesselfinder.com/vessels/ADRIAN-DARYA-1-IMO-9116412-MMSI-422263900,7.7,7.2,13.3344,H. C. Stülcken Sohn
667,9292163,FRONT FORCE,Crude Oil Tanker,Marshall Islands,156873,305442,330,60,None,2004,,None,,,Tanker,FOR ORDERS,"May 13, 23:00",9292163 / 538003559,V7RP8,330 / 60 m,11.0 m,238.0Â° / 14.1 kn,26.89157 S/46.81988 E,538003559,238.0Â°,14.1 kn,-26.89157,46.81988,330,60 m,https://www.vesselfinder.com/vessels/FRONT-FORCE-IMO-9292163-MMSI-538003559,15.9,15.1,27.9652,MIL-Davie Shipbuilding
668,9292228,FRONT ENERGY,Crude Oil Tanker,Marshall Islands,156873,305318,330,60,None,2004,,None,,,Tanker,CNZOS,"May 5, 15:00",9292228 / 538005876,V7DO5,330 / 60 m,20.3 m,40.0Â° / 12.7 kn,17.47155 N/117.82097 E,538005876,40.0Â°,12.7 kn,17.47155,117.82097,330,60 m,https://www.vesselfinder.com/vessels/FRONT-ENERGY-IMO-9292228-MMSI-538005876,11.2,9.2,17.0384,Furness Shipbuilding Company
669,9503237,SAMAIL,Crude Oil Tanker,Panama,156836,302845,330,60,None,2011,,None,,,Tanker,RAS TANURA,"May 20, 12:00",9503237 / 357867000,HOJV,330 / 60 m,11.0 m,283.2Â° / 11.2 kn,1.21063 N/103.51595 E,357867000,283.2Â°,11.2 kn,1.21063,103.51595,330,60 m,,10,7.5,13.89,Richmond Shipyards
670,9079066,NAROON,Crude Oil Tanker,Iran,156809,298732,332,58,None,1996,,None,,,,,,,,,,,,,,,,,,,,8.3,6.6,12.2232,Ferretti Group
671,9079107,NASHA,Crude Oil Tanker,Iran,156809,298732,332,58,None,1996,,None,,,,,,,,,,,,,,,,,,,,15.3,14.2,26.2984,MIL-Davie Shipbuilding
672,9079080,OPPORTUNITY,Crude Oil Tanker,Comoros,156809,298731,332,58,None,1996,,None,,,,,,,,,,,,,,,,,,,,9.7,6.6,12.2232,Kuznya na Rybalskomu
673,9079066,NAROON,Crude Oil Tanker,Iran,156809,298732,332,58,None,1996,,None,,,,,,,,,,,,,,,,,,,,8.3,6.6,12.2232,Asenav
674,9503237,SAMAIL,Crude Oil Tanker,Panama,156836,302845,330,60,None,2011,,None,,,Tanker,RAS TANURA,"May 20, 12:00",9503237 / 357867000,HOJV,330 / 60 m,11.0 m,283.2Â° / 11.2 kn,1.21063 N/103.51595 E,357867000,283.2Â°,11.2 kn,1.21063,103.51595,330,60 m,https://www.vesselfinder.com/vessels/NAVARZ-IMO-9079078-MMSI-0,-,-,#VALUE!,"Daewoo Shipbuilding & Marine Engineering Co., Ltd."
675,9077886,SEA CORAL,FSO,Cook Islands,156802,298321,332,58,None,1996,,None,,,Tanker,,,9077886 / 518100121,E5U3066,331 / 58 m,15.0 m,115.0Â° / 0.0 kn,1.24917 N/103.57955 E,518100121,115.0Â°,0.0 kn,1.24917,103.57955,331,58 m,,-,-,#VALUE!,Merchant Shipbuilding Corporation
676,9077886,SEA CORAL,FSO,Cook Islands,156802,298321,332,58,None,1996,,None,,,Tanker,,,9077886 / 518100121,E5U3066,331 / 58 m,15.0 m,304.0Â° / 0.0 kn,1.24713 N/103.5742 E,518100121,304.0Â°,0.0 kn,1.24713,103.5742,331,58 m,https://www.vesselfinder.com/vessels/BICAS-IMO-9077850-MMSI-0,-,-,#VALUE!,Vickers Limited
677,9535797,NEW PEACE,Crude Oil Tanker,Hong Kong,156726,296326,330,60,None,2012,,None,,None,Tanker,"RAS TANURA,KSA","May 11, 17:00",9535797 / 477712900,VRNW3,330 / 60 m,11.0 m,268.0Â° / 10.7 kn,5.52975 N/81.57325 E,477712900,268.0Â°,10.7 kn,5.52975,81.57325,330,60 m,https://www.vesselfinder.com/vessels/NEW-PEACE-IMO-9535797-MMSI-477712900,12.1,11.1,20.5572,Elefsis Shipyards
678,9379727,NEW FRONTIER,Crude Oil Tanker,Hong Kong,156726,296349,330,60,None,2011,,None,,None,Tanker,ZHOUSHAN,"May 1, 04:00",9379727 / 477127100,VRNV9,330 / 60 m,20.4 m,96.0Â° / 0.0 kn,29.70825 N/122.59988 E,477127100,96.0Â°,0.0 kn,29.70825,122.59988,330,60 m,https://www.vesselfinder.com/vessels/NEW-FRONTIER-IMO-9379727-MMSI-477127100,14.3,13,24.076,Kherson Shipyard
679,9376751,NAVE SPHERICAL,Crude Oil Tanker,Liberia,156702,297572,330,60,None,2009,,None,,None,Tanker,KR TSN             B,"Apr 28, 05:00",9376751 / 636019453,D5UP3,330 / 60 m,20.3 m,175.0Â° / 0.0 kn,36.99553 N/126.26968 E,636019453,175.0Â°,0.0 kn,36.99553,126.26968,330,60 m,https://www.vesselfinder.com/vessels/NAVE-SPHERICAL-IMO-9376751-MMSI-636019453,7,6.3,11.6676,Modest Infrastructure Ltd
680,9381720,NEW CORAL,Crude Oil Tanker,Hong Kong,156702,297580,330,60,None,2010,,None,None,,Tanker,SHEKOU.CN-YIULIAN SY,"Apr 9, 22:30",9381720 / 477641400,VRGC4,330 / 60 m,5.4 m,194.4Â° / 0.2 kn,22.50586 N/113.83993 E,477641400,194.4Â°,0.2 kn,22.50586,113.83993,330,60 m,,7.9,6.5,12.038,Israel Shipyards
681,9381720,NEW CORAL,Crude Oil Tanker,Hong Kong,156702,297580,330,60,None,2010,,None,None,,Tanker,SHEKOU.CN-YIULIAN SY,"Apr 9, 22:30",9381720 / 477641400,VRGC4,330 / 60 m,5.4 m,194.4Â° / 0.2 kn,22.50586 N/113.83993 E,477641400,194.4Â°,0.2 kn,22.50586,113.83993,330,60 m,https://www.vesselfinder.com/vessels/ELLE-IMO-9158903-MMSI-0,7.9,6.5,12.038,Odense Steel Shipyard
682,9384590,FRONT KATHRINE,Crude Oil Tanker,Marshall Islands,156651,297974,330,60,None,2009,,None,,,Tanker,EGAIS,"Apr 5, 14:00",9384590 / 538003455,V7QX2,330 / 60 m,21.2 m,148.0Â° / 0.0 kn,29.54768 N/32.45182 E,538003455,148.0Â°,0.0 kn,29.54768,32.45182,330,60 m,https://www.vesselfinder.com/vessels/FRONT-KATHRINE-IMO-9384590-MMSI-538003455,12.1,11.3,20.9276,Wm. Crichton & Co.
683,9610250,KONDOR,Crude Oil Tanker,Hong Kong,156651,296714,330,60,None,2012,,None,,,Tanker,BUSAN KOREA,"Apr 30, 15:59",9610250 / 477328500,VRJI5,330 / 60 m,11.2 m,52.0Â° / 14.9 kn,38.51215 N/135.05645 E,477328500,52.0Â°,14.9 kn,38.51215,135.05645,330,60 m,https://www.vesselfinder.com/vessels/KONDOR-IMO-9610250-MMSI-477328500,10.7,9,16.668,"Hyundai Mipo Dockyard Co., Ltd."
684,9575943,EVGENIA I,Crude Oil Tanker,Malta,156651,296793,330,60,None,2011,,None,,,Tanker,,,9575943 / 215049000,9HA2622,330 / 60 m,11.3 m,300.0Â° / 12.3 kn,4.8453 N/49.54798 W,215049000,300.0Â°,12.3 kn,4.8453,-49.54798,330,60 m,https://www.vesselfinder.com/vessels/EVGENIA-I-IMO-9575943-MMSI-215049000,8.8,7.9,14.6308,Commercial Iron Works
685,9384617,NAVE GALACTIC,Crude Oil Tanker,Hong Kong,156651,297168,330,60,None,2009,,None,None,,Tanker,NL RTM,"Apr 29, 12:00",9384617 / 477399300,VRFK5,330 / 60 m,21.5 m,322.0Â° / 0.0 kn,51.91196 N/2.88324 E,477399300,322.0Â°,0.0 kn,51.91196,2.88324,330,60 m,https://www.vesselfinder.com/vessels/NAVE-GALACTIC-IMO-9384617-MMSI-477399300,7,6.4,11.8528,Cantiere Navale Visentini
686,9575955,POLYMNIA I,Crude Oil Tanker,Malta,156651,296812,330,60,None,2011,,None,,,Tanker,"FUJAIRAH,UAE","Apr 30, 08:30",9575955 / 215254000,9HA2689,330 / 60 m,11.3 m,161.5Â° / 0.0 kn,25.22079 N/56.55758 E,215254000,161.5Â°,0.0 kn,25.22079,56.55758,330,60 m,https://www.vesselfinder.com/vessels/POLYMNIA-I-IMO-9575955-MMSI-215254000,14.7,14.3,26.4836,Imabari Shipbuilding
687,9384605,FRONT QUEEN,Crude Oil Tanker,Marshall Islands,156651,297936,330,60,None,2009,,None,,,Tanker,GALLE FOR ORDER,"May 2, 22:30",9384605 / 538003542,V7RM7,330 / 60 m,11.0 m,291.0Â° / 13.8 kn,5.46069 N/80.45219 E,538003542,291.0Â°,13.8 kn,5.46069,80.45219,330,60 m,https://www.vesselfinder.com/vessels/FRONT-QUEEN-IMO-9384605-MMSI-538003542,14.3,13.2,24.4464,John Crown & Sons
688,9395317,SOLANA,Crude Oil Tanker,Malta,156651,296790,330,60,None,2010,,None,,,Tanker,OPL NINGBO,"Apr 27, 03:00",9395317 / 248330000,9HA2320,330 / 60 m,21.5 m,230.0Â° / 0.1 kn,28.5429 N/123.58112 E,248330000,230.0Â°,0.1 kn,28.5429,123.58112,330,60 m,https://www.vesselfinder.com/vessels/MT-SOLANA-IMO-9395317-MMSI-248330000,13,12.8,23.7056,Garden Reach Shipbuilders and Engineers
689,9730086,HERON,Crude Oil Tanker,Liberia,156517,297363,333,60,None,2017,,,,,Tanker,SINGAPORE,"May 17, 00:01",9730086 / 636017082,D5JF3,333 / 60 m,21.3 m,69.0Â° / 13.1 kn,27.92047 S/44.6056 E,636017082,69.0Â°,13.1 kn,-27.92047,44.6056,333,60 m,https://www.vesselfinder.com/vessels/HERON-IMO-9730086-MMSI-636017082,13.8,12.8,23.7056,Evans Deakin and Company
690,9673135,GAZA MARINE TERMINAL,FSO,Libya,156510,265869,338,51,None,2016,,,,,Other type,LIBYA,"Sep 9, 08:00",9673135 / 642122040,5AYO,326 / 46 m,12.5 m,341.0Â° / 0.1 kn,33.89901 N/12.67237 E,642122040,341.0Â°,0.1 kn,33.89901,12.67237,326,46 m,,-,-,#VALUE!,Asenav
691,9673135,GAZA MARINE TERMINAL,FSO,Libya,156510,265869,338,51,None,2016,,,,,Other type,LIBYA,"Sep 9, 08:00",9673135 / 642122040,5AYO,326 / 46 m,12.5 m,341.0Â° / 0.1 kn,33.89901 N/12.67237 E,642122040,341.0Â°,0.1 kn,33.89901,12.67237,326,46 m,https://www.vesselfinder.com/vessels/GEM-NO.-1-IMO-9735361-MMSI-0,-,-,#VALUE!,Brown Shipbuilding
692,9793741,GEM NO. 5,Crude Oil Tanker,Panama,156501,302650,330,60,None,2017,,,,,Tanker,CAPE TOWN FOR ORDERS,"May 13, 20:00",9793741 / 351551000,3EQK2,330 / 60 m,11.4 m,230.0Â° / 14.7 kn,3.74547 N/91.21997 E,351551000,230.0Â°,14.7 kn,3.74547,91.21997,330,60 m,https://www.vesselfinder.com/vessels/GEM-NO.5-IMO-9793741-MMSI-351551000,15,14.1,26.1132,New England Shipbuilding Corporation
693,9855343,CHELSEA,Crude Oil Tanker,Marshall Islands,156452,300000,,,,2020,,,,,Tanker,SOUTHWOLD,"May 2, 07:00",9855343 / 538008447,V7A2368,336 / 60 m,11.1 m,91.9Â° / 0.0 kn,52.27226 N/2.03937 E,538008447,91.9Â°,0.0 kn,52.27226,2.03937,336,60 m,https://www.vesselfinder.com/vessels/CHELSEA-IMO-9855343-MMSI-538008447,15.9,13.3,24.6316,Kuznya na Rybalskomu
694,9859399,GUSTAVIA S,Crude Oil Tanker,Marshall Islands,156452,299995,,,,2020,,,,,Tanker,KRTSN,"Jun 20, 13:00",9859399 / 538008449,V7A2370,336 / 60 m,21.6 m,122.0Â° / 12.3 kn,17.75505 N/74.29303 W,538008449,122.0Â°,12.3 kn,17.75505,-74.29303,336,60 m,,13.8,13,24.076,Nordseewerke
695,9859399,GUSTAVIA S,Crude Oil Tanker,Marshall Islands,156452,299995,,,,2020,,,,,Tanker,KRTSN,"Jun 20, 13:00",9859399 / 538008449,V7A2370,336 / 60 m,21.6 m,113.0Â° / 13.0 kn,18.30401 N/76.02517 W,538008449,113.0Â°,13.0 kn,18.30401,-76.02517,336,60 m,https://www.vesselfinder.com/vessels/DS-VELVET-IMO-9148635-MMSI-538090180,13.8,13,24.076,Fore River Shipyard
696,9216705,MARIA A. ANGELICOUSSIS,Crude Oil Tanker,Greece,156408,306283,332,58,None,2000,,None,,,Tanker,SIKKA,"May 11, 07:00",9216705 / 241036000,SVBB7,332 / 58 m,22.0 m,31.0Â° / 14.1 kn,16.75803 S/42.30944 E,241036000,31.0Â°,14.1 kn,-16.75803,42.30944,332,58 m,https://www.vesselfinder.com/vessels/MARIA-ANGELICOUSSIS-IMO-9216705-MMSI-241036000,13.7,13,24.076,Acapulco shipyards (Acapulco Naval Shipbuilding)
697,9165932,GLOBAL M,FSO,Singapore,156397,298982,332,58,None,1998,,None,,,Unknown,,,9165932 / 564418000,9V2618,332 / 58 m,19.5 m,355.0Â° / 0.1 kn,1.25274 N/103.51787 E,564418000,355.0Â°,0.1 kn,1.25274,103.51787,332,58 m,https://www.vesselfinder.com/vessels/GLOBAL-M-IMO-9165932-MMSI-564418000,5.6,5.3,9.8156,Chantiers et Ateliers Augustin Normand
698,9788320,FRONT EARL,Crude Oil Tanker,Marshall Islands,156391,303121,330,60,None,2017,,,,,Tanker,FOR ORDERS,"May 6, 06:00",9788320 / 538007494,V7GO8,330 / 60 m,10.8 m,315.0Â° / 13.8 kn,4.85511 N/98.9482 E,538007494,315.0Â°,13.8 kn,4.85511,98.9482,330,60 m,https://www.vesselfinder.com/vessels/FRONT-EARL-IMO-9788320-MMSI-538007494,15.4,13,24.076,Jongert
699,9819870,LITA,Crude Oil Tanker,Bahamas,156376,302520,330,60,None,2018,,,,,Tanker,KW MEA,"May 1, 14:30",9819870 / 311000686,C6DI7,330 / 60 m,11.0 m,90.5Â° / 1.0 kn,20.21426 N/67.42133 E,311000686,90.5Â°,1.0 kn,20.21426,67.42133,330,60 m,,6,5.7,10.5564,German Naval Yards Kiel
700,9006734,STELLAR UNICORN,Bulk Carrier,Marshall Islands,156352,279022,330,56,None,1993,,,,,,,,,,,,,,,,,,,,,,11.1,9.5,17.594,Richmond Shipyards
701,9819870,LITA,Crude Oil Tanker,Bahamas,156376,302520,330,60,None,2018,,,,,Tanker,KW MEA,"May 1, 14:30",9819870 / 311000686,C6DI7,330 / 60 m,11.0 m,90.5Â° / 1.0 kn,20.21426 N/67.42133 E,311000686,90.5Â°,1.0 kn,20.21426,67.42133,330,60 m,https://www.vesselfinder.com/vessels/NEW-VALOR-IMO-8919271-MMSI-0,6,5.7,10.5564,BLRT Grupp
702,9085352,WUGANG ATLANTIC,Bulk Carrier,Liberia,156281,281226,327,57,None,1995,,,None,,Cargo ship,SINGAPORE OPL,"Apr 30, 10:00",9085352 / 636013827,A8PT4,328 / 57 m,10.7 m,270.0Â° / 0.0 kn,1.89833 N/104.37788 E,636013827,270.0Â°,0.0 kn,1.89833,104.37788,328,57 m,https://www.vesselfinder.com/vessels/WUGANG-ATLANTIC-IMO-9085352-MMSI-636013827,11.2,10.6,19.6312,Kaiserliche Werft Kiel
703,9304033,FREEDOM OF THE SEAS,Passenger (Cruise) Ship,Bahamas,155889,10500,339,39,None,2006,,,,,Passenger ship,,,9304033 / 309906000,C6UZ7,339 / 39 m,8.9 m,320.7Â° / 1.4 kn,13.29478 N/59.7435 W,309906000,320.7Â°,1.4 kn,13.29478,-59.7435,339,39 m,https://www.vesselfinder.com/vessels/FREEDOM-OF-THE-SEAS-IMO-9304033-MMSI-309906000,9.1,7,12.964,Austal
704,9330032,LIBERTY OF THE SEAS,Passenger (Cruise) Ship,Bahamas,155889,10500,339,39,None,2007,,,,,Passenger ship,GAL,"Apr 20, 05:00",9330032 / 309436000,C6VQ8,339 / 38 m,9.0 m,222.7Â° / 0.1 kn,29.30855 N/94.79995 W,309436000,222.7Â°,0.1 kn,29.30855,-94.79995,339,38 m,https://www.vesselfinder.com/vessels/LIBERTY-OF-THE-SEAS-IMO-9330032-MMSI-309436000,16.5,11,20.372,Higgins
705,9349681,INDEPENDENCE OF THE SEAS,Passenger (Cruise) Ship,Bahamas,155889,10500,339,39,None,2008,,,,,Passenger ship,FLL,"May 2, 10:15",9349681 / 309374000,C6WW4,339 / 38 m,9.0 m,358.5Â° / 0.0 kn,26.08898 N/80.11984 W,309374000,358.5Â°,0.0 kn,26.08898,-80.11984,339,38 m,https://www.vesselfinder.com/vessels/INDEPENDENCE-OF-SEAS-IMO-9349681-MMSI-309374000,13.3,11.2,20.7424,Hans Ditlev Bendixsen
706,9410569,NORWEGIAN EPIC,Passenger (Cruise) Ship,Bahamas,155873,10850,329,41,None,2010,,,,,Passenger ship,,,9410569 / 311018500,C6XP7,329 / 40 m,9.2 m,234.6Â° / 0.0 kn,25.77495 N/80.16488 W,311018500,234.6Â°,0.0 kn,25.77495,-80.16488,329,40 m,https://www.vesselfinder.com/vessels/NORWEGIAN-EPIC-IMO-9410569-MMSI-311018500,12,7.7,14.2604,Naval Group
707,9036454,BERGE,Bulk Carrier,United Kingdom,155823,289889,328,58,None,1993,,None,None,,Cargo ship,,,9036454 / 235118623,2JST4,327 / 57 m,12.1 m,309.4Â° / 7.0 kn,1.14362 N/103.72446 E,235118623,309.4Â°,7.0 kn,1.14362,103.72446,327,57 m,,9,8.4,15.5568,Austal USA
708,9036454,BERGE,Bulk Carrier,United Kingdom,155823,289889,328,58,None,1993,,None,None,,Cargo ship,,,9036454 / 235118623,2JST4,327 / 57 m,12.1 m,309.4Â° / 7.0 kn,1.14362 N/103.72446 E,235118623,309.4Â°,7.0 kn,1.14362,103.72446,327,57 m,https://www.vesselfinder.com/vessels/BERGE-DENALI-IMO-9000998-MMSI-352075000,9,8.4,15.5568,Philly Shipyard
709,9654062,PETROBRAS 70,Offshore Support Vessel,Liberia,155302,252812,308,74,None,2017,,,,,Other type,,,9654062 / 636017687,D5MG3,,,- / -,24.95106 S/42.46804 W,636017687,-,-,-24.95106,-42.46804,,,https://www.vesselfinder.com/vessels/PETROBRAS-70-IMO-9654062-MMSI-636017687,-,-,#VALUE!,SAFE Boats International LLC
710,9654048,PETROBRAS 68,Offshore Support Vessel,Liberia,155302,252812,308,54,None,2016,,,,,Tanker,,,9654048 / 636017704,D5MI3,,,- / -,25.02196 S/42.66737 W,636017704,-,-,-25.02196,-42.66737,,,https://www.vesselfinder.com/vessels/PETROBRAS-68-IMO-9654048-MMSI-636017704,5.4,5.2,9.6304,Boustead Langkawi Shipyard
711,9149809,SINOMERCHANT,Bulk Carrier,Korea,155051,322457,332,58,None,1997,,,None,None,Cargo ship,"QINGDAO,CHINA","May 26, 19:00",9149809 / 441889000,DSRK3,332 / 58 m,18.5 m,82.0Â° / 9.9 kn,33.95802 S/30.34317 E,441889000,82.0Â°,9.9 kn,-33.95802,30.34317,332,58 m,https://www.vesselfinder.com/vessels/SINOMERCHANT-IMO-9149809-MMSI-441889000,12,9.9,18.3348,California Shipbuilding Corporation
712,9149794,PEENE ORE,Bulk Carrier,Germany,155051,322398,332,58,None,1997,,,None,,Cargo ship,CNZOS/SGSIN,"May 9, 10:00",9149794 / 211698000,DBRE,332 / 58 m,11.8 m,204.0Â° / 12.0 kn,28.54079 N/122.44357 E,211698000,204.0Â°,12.0 kn,28.54079,122.44357,332,58 m,https://www.vesselfinder.com/vessels/PEENE-ORE-IMO-9149794-MMSI-211698000,7.9,6.5,12.038,John H. Mathis & Company
713,9004786,GELASHA,Bulk Carrier,Liberia,154532,277218,328,57,None,1992,,,None,,Cargo ship,SG SIN,"May 21, 03:00",9004786 / 636019949,D5WY2,327 / 57 m,19.5 m,67.0Â° / 12.3 kn,33.7411 S/28.91617 E,636019949,67.0Â°,12.3 kn,-33.7411,28.91617,327,57 m,https://www.vesselfinder.com/vessels/GELASHA-IMO-9004786-MMSI-636019949,13.8,11.6,21.4832,California Shipbuilding Corporation
714,9858450,ELANDRA ELBRUS,Crude Oil Tanker,Liberia,154499,299240,,,,2020,,,,,Tanker,CN ZOS>SG SIN,"May 8, 08:00",9858450 / 636019227,D5TN5,329 / 60 m,11.3 m,194.0Â° / 11.9 kn,23.62756 N/122.22156 E,636019227,194.0Â°,11.9 kn,23.62756,122.22156,329,60 m,https://www.vesselfinder.com/vessels/ELANDRA-ELBRUS-IMO-9858450-MMSI-636019227,13.7,11.7,21.6684,Grangemouth Dockyard Company
715,9709075,ANTIGONE,Crude Oil Tanker,Greece,154379,299421,333,60,None,2015,,,,,Tanker,SG SIN EOPL,"Apr 30, 08:00",9709075 / 241396000,SVCG4,333 / 60 m,14.7 m,81.0Â° / 0.1 kn,1.64322 N/104.44348 E,241396000,81.0Â°,0.1 kn,1.64322,104.44348,333,60 m,https://www.vesselfinder.com/vessels/ANTIGONE-IMO-9709075-MMSI-241396000,13.2,12.8,23.7056,Strategic Marine Mazatlán
716,9731169,OLYMPIC LADY,Crude Oil Tanker,Marshall Islands,154379,299506,336,60,None,2017,,,,,Tanker,QINGDAO CHINA,"Jun 8, 13:00",9731169 / 538008718,V7A2687,333 / 60 m,20.4 m,95.0Â° / 13.0 kn,25.60827 S/45.94583 W,538008718,95.0Â°,13.0 kn,-25.60827,-45.94583,333,60 m,https://www.vesselfinder.com/vessels/OLYMPIC-LADY-IMO-9731169-MMSI-538008718,13.6,12.7,23.5204,Malaysia Marine and Heavy Engineering
717,9722936,ANNE,Crude Oil Tanker,France,154379,299533,333,60,None,2016,,,,,Tanker,SAJUT>US GLS,"Jun 7, 12:00",9722936 / 228075700,FIYQ,333 / 60 m,21.2 m,174.0Â° / 12.5 kn,15.23539 N/61.34763 E,228075700,174.0Â°,12.5 kn,15.23539,61.34763,333,60 m,https://www.vesselfinder.com/vessels/ANNE-IMO-9722936-MMSI-228075700,14.4,12.4,22.9648,Hongkong United Dockyards
718,9709087,ALICE,Crude Oil Tanker,Belgium,154379,299320,333,60,None,2016,,,,,Tanker,BR SSO>===LINGGI,"May 12, 22:00",9709087 / 205686000,ONIM,333 / 60 m,20.7 m,89.0Â° / 10.4 kn,35.64595 S/25.23887 E,205686000,89.0Â°,10.4 kn,-35.64595,25.23887,333,60 m,https://www.vesselfinder.com/vessels/ALICE-IMO-9709087-MMSI-205686000,13,12.3,22.7796,Skinner & Eddy Corporation
719,9246279,GIESSEL,Crude Oil Tanker,St Kitts & Nevis,154369,299997,333,60,None,2002,None,None,,,Tanker,FOR ORDER,"Apr 26, 12:00",9246279 / 341798000,V4CT4,333 / 60 m,10.7 m,185.0Â° / 0.0 kn,25.85815 N/56.92774 E,341798000,185.0Â°,0.0 kn,25.85815,56.92774,333,60 m,https://www.vesselfinder.com/vessels/GIESSEL-IMO-9246279-MMSI-341798000,12.5,11.3,20.9276,Suez shipyard
720,9757888,COSCO SHIPPING ANDES,Container Ship,Hong Kong,154369,153500,366,51,None,2018,None,,,,Cargo ship (HAZ-A),ROTTERDAM,"May 2, 01:00",9757888 / 477194600,VRSA2,366 / 52 m,11.7 m,110.0Â° / 0.0 kn,51.97455 N/4.03368 E,477194600,110.0Â°,0.0 kn,51.97455,4.03368,366,52 m,https://www.vesselfinder.com/vessels/COSCO-SHIPPING-ANDES-IMO-9757888-MMSI-477194600,10.4,7.9,14.6308,China Shipbuilding Industry Corporation
721,9757876,COSCO SHIPPING DENALI,Container Ship,Hong Kong,154369,153500,366,51,None,2017,None,,,,Cargo ship (HAZ-A),NANSHA,"May 16, 20:00",9757876 / 477166600,VRRT3,366 / 52 m,8.9 m,168.0Â° / 0.1 kn,24.26541 N/118.33883 E,477166600,168.0Â°,0.1 kn,24.26541,118.33883,366,52 m,https://www.vesselfinder.com/vessels/COSCOSHIPPING-DENALI-IMO-9757876-MMSI-477166600,15,12.2,22.5944,Marine Industries
722,9236250,POSEIDON I,Crude Oil Tanker,Liberia,154348,305796,332,58,None,2002,,None,,,Tanker,,,9236250 / 636018290,D5PB2,332 / 58 m,11.5 m,289.0Â° / 6.9 kn,33.81625 S/18.22813 E,636018290,289.0Â°,6.9 kn,-33.81625,18.22813,332,58 m,https://www.vesselfinder.com/vessels/POSEIDON-I-IMO-9236250-MMSI-636018290,8,7,12.964,William Cramp & Sons Shipbuilding Company
723,9246281,TSURUSAKI,Crude Oil Tanker,Thailand,154338,300838,333,60,None,2002,,None,,,Tanker,TH SRC,"May 2, 09:00",9246281 / 567554000,HSB6294,333 / 60 m,19.6 m,98.0Â° / 0.1 kn,12.97028 N/100.75572 E,567554000,98.0Â°,0.1 kn,12.97028,100.75572,333,60 m,https://www.vesselfinder.com/vessels/TSURUSAKI-IMO-9246281-MMSI-567554000,10.9,9.5,17.594,Smiths Dock Company
724,9757840,COSCO SHIPPING HIMALAYAS,Container Ship,Hong Kong,154300,153500,366,51,None,2017,None,,,,Cargo ship (HAZ-D),MYPKG,"Apr 25, 22:00",9757840 / 477100300,VRQX8,366 / 51 m,13.3 m,287.0Â° / 19.0 kn,6.572 N/78.01343 E,477100300,287.0Â°,19.0 kn,6.572,78.01343,366,51 m,https://www.vesselfinder.com/vessels/COSCO-HIMALAYAS-IMO-9757840-MMSI-477100300,20,18.6,34.4472,Cantiere navale di Riva Trigoso
725,9757864,COSCO SHIPPING ALPS,Container Ship,Hong Kong,154300,153500,366,51,None,2018,None,,,,Cargo ship (HAZ-A),EGSZC,"May 3, 20:00",9757864 / 477148700,VRRJ2,366 / 52 m,14.9 m,131.5Â° / 18.1 kn,36.44921 N/25.05335 E,477148700,131.5Â°,18.1 kn,36.44921,25.05335,366,52 m,https://www.vesselfinder.com/vessels/COSCO-SHIPPING-ALPS-IMO-9757864-MMSI-477148700,14,6.6,12.2232,Meyer Werft
726,9779848,SHADEN,Crude Oil Tanker,Saudi Arabia,154252,298750,332,59,None,2017,,,,,Tanker,,,9779848 / 403535000,HZDL,332 / 59 m,10.8 m,148.9Â° / 12.2 kn,21.0175 N/37.90807 E,403535000,148.9Â°,12.2 kn,21.0175,37.90807,332,59 m,https://www.vesselfinder.com/vessels/SHADEN-IMO-9779848-MMSI-403535000,12.2,11.4,21.1128,Sevmash
