Container Key,Owner Code,Serial Number,Check Digit,ISO Size Code,ISO Type Code
1604,HLBU,143586,7,45,G0
1605,CPSU,176359,2,22,G1
1606,HLXU,504042,10,42,G1
1607,HLXU,536810,5,42,G1
1608,HLXU,504049,8,42,G1
1609,HLXU,504054,3,42,G0
1610,CPSU,176378,2,22,G0
1611,HLXU,536828,1,42,G1
1612,HLXU,372991,3,22,R1
1613,HLXU,504067,2,42,G0
1614,HLBU,143629,3,45,G0
1615,HLXU,373009,3,22,R9
1616,HLBU,143650,2,45,G0
1617,HLXU,536870,1,42,G1
1618,HLXU,373031,8,22,R9
1619,HLXU,340265,9,22,G0
1620,HLBU,143658,6,45,G0
1621,CPSU,176428,5,22,G0
1622,HLXU,373049,4,22,R1
1623,HLXU,536890,7,42,G0
1624,HLXU,373050,8,22,R1
1625,CPSU,176445,4,22,G0
1626,HLXU,536903,5,42,G0
1627,HLXU,373068,4,22,R9
1628,HLXU,536909,8,42,G1
1629,HLXU,340302,2,22,G0
1630,HLBU,143699,2,45,G0
1631,HLXU,373076,6,22,R9
1632,HLXU,504148,9,42,G0
1633,HLBU,143707,3,45,G0
1634,HLXU,504157,6,42,G0
1635,HLBU,143709,4,45,G0
1636,HLBU,143711,3,45,G0
1637,CPSU,176485,5,22,G0
1638,HLXU,536936,10,42,G1
1639,CPSU,176490,0,22,G0
1640,HLXU,536938,0,42,G1
1641,HLXU,536951,8,42,G1
1642,HLXU,373117,1,22,R1
1643,HLBU,143742,7,45,G0
1644,CPSU,176512,6,22,G0
1645,HLXU,536967,3,42,G1
1646,HLXU,340361,3,22,G1
1647,HLXU,340363,4,22,G0
1648,HLXU,504211,9,42,G1
1649,CPSU,176532,1,22,G1
1650,HLXU,340384,5,22,G1
1651,HLXU,504230,9,42,G1
1652,HLXU,340391,1,22,G1
1653,HLXU,537003,6,42,G1
1654,HLXU,340404,10,22,G1
1655,HLXU,373174,1,22,R1
1656,HLXU,537015,10,42,G1
1657,HLXU,340410,0,22,G1
1658,HLXU,537022,6,42,G1
1659,HLXU,504258,8,42,G1
1660,HLBU,143815,1,45,G0
1661,CPSU,176585,1,22,G1
1662,HLBU,143821,2,45,G0
1663,CPSU,176589,3,22,G1
1664,CPSU,176591,2,22,G1
1665,HLXU,340434,8,22,G0
1666,HLXU,373203,3,22,R1
1667,CPSU,176595,4,22,G1
1668,CPSU,176597,5,22,G0
1669,HLXU,340439,5,22,G1
1670,HLXU,373217,8,22,R1
1671,HLXU,373224,4,22,R1
1672,HLXU,504300,7,42,G0
1673,HLXU,504303,3,42,G1
1674,HLBU,143858,9,45,G0
1675,HLXU,373236,8,22,R9
1676,HLXU,504309,6,42,G0
1677,HLBU,143860,8,45,G0
1678,HLXU,504312,0,42,G0
1679,HLXU,373241,3,22,R9
1680,HLXU,537086,4,42,G1
1681,HLBU,143871,6,45,G0
1682,HLBU,143873,7,45,G0
1683,HLXU,537090,4,42,G0
1684,HLXU,340494,4,22,G0
1685,HLXU,504335,2,42,G1
1686,HLXU,340495,10,22,G0
1687,CPSU,176658,6,22,G0
1688,HLBU,143892,7,45,G0
1689,HLXU,340506,7,22,G1
1690,HLXU,340512,8,22,G1
1691,HLXU,340516,10,22,G0
1692,HLXU,373287,7,22,R9
1693,HLXU,537131,10,42,G1
1694,HLBU,143915,8,45,G0
1695,HLXU,504366,6,42,G1
1696,HLXU,537141,2,42,G0
1697,HLXU,340534,4,22,G0
1698,HLXU,340535,10,22,G1
1699,CPSU,176697,1,22,G1
1700,HLXU,537146,10,42,G1
1701,HLXU,340542,6,22,G0
1702,CPSU,176712,9,22,G0
1703,HLXU,504409,2,42,G0
1704,HLXU,537181,3,42,G0
1705,HLXU,373343,0,22,R1
1706,HLBU,143968,8,45,G0
1707,HLXU,373344,6,22,R1
1708,HLXU,340584,8,22,G0
1709,HLXU,504427,7,42,G0
1710,CPSU,176752,10,22,G1
1711,HLBU,143985,7,45,G0
1712,CPSU,176756,1,22,G0
1713,HLBU,143990,2,45,G0
1714,CPSU,176761,7,22,G0
1715,HLXU,340601,6,22,G1
1716,HLXU,537211,0,42,G0
1717,HLXU,504445,1,42,G0
1718,HLXU,504453,3,42,G1
1719,HLXU,373382,6,22,R1
1720,HLXU,373383,1,22,R1
1721,HLXU,537222,9,42,G1
1722,HLXU,373385,2,22,R1
1723,HLXU,537228,1,42,G1
1724,HLXU,373391,3,22,R1
1725,HLXU,373394,10,22,R1
1726,HLXU,373397,6,22,R1
1727,HLXU,340631,4,22,G1
1728,HLXU,373399,7,22,R1
1729,HLXU,373405,7,22,R1
1730,HLXU,340645,9,22,G1
1731,HLBU,144042,0,45,G0
1732,CPSU,176812,5,22,G0
1733,HLXU,537261,4,42,G1
1734,HLXU,340655,1,22,G0
1735,HLBU,144052,3,45,G0
1736,HLXU,504511,8,42,G0
1737,HLXU,373439,7,22,R1
1738,HLXU,340673,6,22,G1
1739,HLBU,144067,3,45,G0
1740,HLXU,373459,2,22,R9
1741,HLBU,144088,4,45,G0
1742,HLXU,537304,0,42,G1
1743,HLXU,504540,0,42,G0
1744,HLBU,144095,0,45,G0
1745,HLXU,537312,2,42,G1
1746,CPSU,176863,4,22,G1
1747,HLXU,537311,7,42,G1
1748,HLXU,537313,8,42,G1
1749,CPSU,176870,0,22,G1
1750,HLXU,373481,7,22,R1
1751,HLXU,340713,6,22,G0
1752,HLXU,340715,7,22,G1
1753,HLXU,537326,7,42,G1
1754,HLXU,537327,2,42,G1
1755,CPSU,176883,10,22,G1
1756,CPSU,176885,0,22,G1
1757,HLXU,537336,10,42,G0
1758,HLXU,504580,1,42,G0
1759,HLXU,537355,10,42,G1
1760,CPSU,176908,1,22,G0
1761,HLXU,537356,5,42,G0
1762,HLXU,373517,7,22,R9
1763,HLXU,340766,6,22,G1
1764,HLXU,373539,3,22,R1
1765,HLXU,537381,6,42,G0
1766,CPSU,176944,0,22,G1
1767,HLBU,144183,3,45,G0
1768,HLXU,340791,7,22,G1
1769,HLXU,537402,6,42,G1
1770,HLXU,537409,4,42,G0
1771,HLXU,537414,10,42,G1
1772,HLXU,504649,6,42,G1
1773,HLBU,144202,2,45,G0
1774,CPSU,176974,9,22,G1
1775,HLXU,537427,9,42,G1
1776,HLXU,340823,5,22,G1
1777,HLXU,504667,0,42,G1
1778,HLXU,504668,6,42,G0
1779,HLXU,537439,2,42,G1
1780,HLXU,340838,5,22,G1
1781,HLXU,504678,9,42,G0
1782,HLXU,504683,4,42,G1
1783,HLXU,504690,0,42,G1
1784,CPSU,177020,4,22,G0
1785,HLXU,340861,5,22,G1
1786,CPSU,177021,10,22,G1
1787,HLXU,373633,7,22,R9
1788,CPSU,177027,2,22,G0
1789,CPSU,177031,2,22,G1
1790,HLBU,144263,4,45,G0
1791,HLXU,373645,0,22,R1
1792,HLXU,504717,3,42,G0
1793,CPSU,177041,5,22,G0
1794,HLXU,537498,3,42,G1
1795,CPSU,177052,3,22,G0
1796,HLXU,340894,10,22,G0
1797,HLXU,504735,8,42,G1
1798,CPSU,177056,5,22,G1
1799,HLXU,504737,9,42,G0
1800,HLBU,144289,2,45,G0
1801,CPSU,177059,1,22,G0
1802,HLXU,340901,5,22,G0
1803,CPSU,177061,0,22,G1
1804,HLXU,373677,10,22,R9
1805,HLXU,373682,5,22,R9
1806,HLXU,537525,4,42,G1
1807,HLXU,504764,0,42,G1
1808,HLXU,537534,1,42,G1
1809,HLXU,537536,2,42,G0
1810,HLXU,340930,8,22,G0
1811,HLBU,144323,10,45,G0
1812,HLXU,340933,4,22,G1
1813,HLXU,373702,10,22,R9
1814,HLXU,340949,10,22,G1
1815,HLXU,373721,10,22,R1
1816,HLXU,504794,9,42,G1
1817,HLXU,340954,5,22,G0
1818,HLXU,504801,4,42,G1
1819,HLBU,144354,3,45,G0
1820,HLXU,504803,5,42,G0
1821,CPSU,177124,2,22,G0
1822,HLBU,144357,10,45,G0
1823,CPSU,177127,9,22,G1
1824,HLXU,340970,9,22,G1
1825,HLXU,340974,0,22,G1
1826,HLXU,537583,10,42,G1
1827,HLXU,340980,1,22,G0
1828,HLBU,144381,5,45,G0
1829,HLXU,340991,10,22,G1
1830,HLBU,144387,8,45,G0
1831,HLXU,504838,0,42,G0
1832,HLXU,373766,8,22,R9
1833,HLXU,340999,3,22,G0
1834,HLXU,341005,8,22,G0
1835,HLXU,537635,3,42,G1
1836,HLXU,504869,4,42,G0
1837,CPSU,177195,7,22,G1
1838,CPSU,177199,9,22,G0
1839,HLXU,341046,4,22,G1
1840,HLXU,504888,4,42,G1
1841,CPSU,177213,0,22,G1
1842,HLXU,504899,2,42,G1
1843,HLXU,537669,3,42,G0
1844,HLXU,341065,4,22,G1
1845,HLXU,537683,6,42,G0
1846,CPSU,177241,8,22,G1
1847,HLXU,341087,0,22,G0
1848,CPSU,177258,9,22,G0
1849,HLXU,341099,4,22,G0
1850,CPSU,177261,3,22,G0
1851,CPSU,177264,10,22,G0
1852,CPSU,177269,7,22,G0
1853,HLXU,341112,0,22,G1
1854,HLXU,504954,0,42,G1
1855,HLXU,341117,8,22,G1
1856,CPSU,177281,9,22,G1
1857,HLXU,537737,0,42,G1
1858,HLXU,504972,5,42,G1
1859,HLXU,341135,2,22,G1
1860,HLXU,537746,8,42,G1
1861,HLXU,537750,8,42,G0
1862,HLXU,537753,4,42,G0
1863,HLXU,341149,7,22,G1
1864,CPSU,177311,6,22,G1
1865,HLXU,341152,1,22,G1
1866,HLXU,537765,8,42,G0
1867,HLXU,341158,4,22,G0
1868,CPSU,177321,9,22,G0
1869,HLXU,341161,9,22,G0
1870,HLXU,537781,1,42,G0
1871,CPSU,177336,9,22,G1
1872,HLXU,341183,5,22,G1
1873,CPSU,177349,8,22,G0
1874,CPSU,177362,5,22,G1
1875,HLXU,537814,5,42,G0
1876,HLXU,537818,7,42,G0
1877,CPSU,177373,3,22,G0
1878,HLXU,341215,3,22,G0
1879,HLXU,341221,4,22,G1
1880,HLXU,537830,9,42,G0
1881,HLXU,505066,5,42,G0
1882,HLXU,505067,0,42,G0
1883,HLXU,537844,3,42,G1
1884,CPSU,177398,6,22,G1
1885,HLXU,537854,6,42,G1
1886,CPSU,177410,7,22,G1
1887,CPSU,177419,6,22,G1
1888,HLXU,341263,6,22,G0
1889,HLXU,341266,2,22,G0
1890,HLXU,505107,0,42,G1
1891,HLXU,341275,10,22,G1
1892,HLXU,537887,0,42,G1
1893,HLXU,537892,6,42,G0
1894,HLBU,800038,3,42,U1
1895,HLXU,537898,9,42,G1
1896,HLXU,537903,3,42,G0
1897,HLXU,374067,7,22,R1
1898,HLBU,800053,1,42,U1
1899,HLXU,537910,10,42,G1
1900,HLXU,341307,8,22,G1
1901,HLXU,505147,1,42,G0
1902,HLBU,800061,3,42,U1
1903,HLXU,341317,0,22,G1
1904,HLXU,341321,0,22,G1
1905,CPSU,177484,8,22,G1
1906,HLBU,800080,3,42,U1
1907,CPSU,177488,10,22,G1
1908,CPSU,177490,9,22,G1
1909,CPSU,177493,5,22,G0
1910,HLXU,505186,7,42,G1
1911,CPSU,177506,3,22,G1
1912,HLXU,374119,0,22,R1
1913,HLXU,341358,7,22,G0
1914,HLXU,537974,8,42,G1
1915,HLXU,341368,10,22,G0
1916,HLBU,800121,9,42,U1
1917,HLXU,505209,8,42,G1
1918,HLBU,800123,10,42,U1
1919,HLXU,537980,9,42,G1
1920,CPSU,177534,0,22,G1
1921,HLXU,537986,1,42,G1
1922,HLBU,800137,4,42,U1
1923,HLXU,505226,7,42,G0
1924,HLBU,800138,10,42,U1
1925,HLXU,374155,10,22,R1
1926,HLXU,374159,1,22,R9
1927,CPSU,177553,0,22,G1
1928,HLBU,800146,1,42,U1
1929,HLXU,505242,0,42,G1
1930,HLXU,374170,8,22,R1
1931,HLBU,800159,0,42,U1
1932,HLXU,538016,3,42,G0
1933,HLXU,538018,4,42,G1
1934,CPSU,177574,1,22,G0
1935,HLXU,538022,4,42,G0
1936,HLXU,439726,4,42,G0
1937,CPSU,177582,3,22,G0
1938,HLXU,538037,4,42,G0
1939,HLXU,505276,0,42,G0
1940,HLXU,538045,6,42,G0
1941,HLXU,538046,1,42,G1
1942,HLXU,374204,7,22,R1
1943,HLXU,538049,8,42,G0
1944,HLXU,439747,5,42,G1
1945,HLXU,505288,4,42,G1
1946,HLXU,505293,10,42,G0
1947,HLXU,505299,2,42,G0
1948,HLXU,374231,9,22,R1
1949,HLBU,800216,10,42,U1
1950,HLXU,439769,1,42,G1
1951,HLXU,374234,5,22,R9
1952,HLXU,374236,6,22,R1
1953,HLXU,505310,8,42,G1
1954,CPSU,177631,0,22,G0
1955,HLXU,374244,8,22,R9
1956,HLBU,112105,9,42,G1
1957,HLXU,341482,9,22,G0
1958,HLXU,341486,0,22,G0
1959,HLXU,538094,4,42,G0
1960,HLBU,112119,3,42,G0
1961,HLXU,374264,3,22,R9
1962,HLXU,538105,1,42,G1
1963,HLXU,538111,2,42,G0
1964,CPSU,177665,0,22,G1
1965,HLXU,538115,4,42,G0
1966,HLXU,439815,2,42,G1
1967,HLXU,505352,10,42,G0
1968,HLXU,374282,8,22,R9
1969,HLXU,341519,4,22,G0
1970,CPSU,177680,9,22,G0
1971,CPSU,177682,10,22,G1
1972,HLXU,374305,9,22,R9
1973,HLXU,505379,3,42,G1
1974,HLXU,439852,7,42,G1
1975,CPSU,177709,2,22,G0
1976,HLXU,505390,10,42,G0
1977,HLBU,112174,2,42,G0
1978,CPSU,177714,8,22,G1
1979,HLXU,341556,9,22,G1
1980,HLXU,505402,2,42,G0
1981,HLXU,341565,6,22,G1
1982,HLXU,439869,8,42,G1
1983,HLBU,112193,2,42,G1
1984,HLXU,505411,10,42,G0
1985,HLBU,800327,4,42,U1
1986,HLXU,505417,2,42,G0
1987,HLXU,374346,5,22,R1
1988,HLBU,112205,5,42,G1
1989,HLXU,538190,9,42,G0
1990,HLXU,341583,0,22,G0
1991,HLBU,800336,1,42,U1
1992,HLBU,112208,1,42,G1
1993,HLXU,374352,6,22,R1
1994,HLXU,538195,6,42,G0
1995,HLXU,374358,9,22,R1
1996,HLXU,505430,10,42,G0
1997,HLXU,538201,6,42,G0
1998,HLXU,505435,7,42,G1
1999,HLXU,505439,9,42,G0
2000,HLBU,112232,7,42,G0
2001,CPSU,177772,3,22,G1
2002,HLXU,439920,4,42,G1
2003,CPSU,177777,0,22,G1
2004,HLBU,112244,0,42,G0
2005,HLBU,112247,7,42,G1
2006,CPSU,177786,8,22,G0
2007,HLBU,800379,9,42,U1
2008,CPSU,177800,10,22,G1
2009,HLXU,341643,6,22,G1
2010,HLXU,538252,5,42,G0
2011,HLXU,439949,9,42,G1
2012,HLXU,505486,6,42,G1
2013,CPSU,177808,3,22,G0
2014,HLXU,538258,8,42,G1
2015,HLXU,374418,4,22,R9
2016,HLXU,538259,3,42,G0
2017,HLXU,505493,2,42,G0
2018,HLXU,439961,0,42,G0
2019,HLXU,538274,1,42,G0
2020,HLBU,800423,9,42,U1
2021,HLXU,505514,2,42,G0
2022,HLXU,374445,6,22,R1
2023,HLXU,341678,1,22,G1
2024,HLXU,341681,6,22,G1
2025,HLXU,538299,4,42,G1
2026,HLXU,341694,5,22,G0
2027,HLBU,800448,1,42,U1
2028,HLBU,800450,0,42,U1
2029,HLXU,341699,2,22,G1
2030,HLXU,374473,3,22,R1
2031,HLXU,538313,6,42,G0
2032,HLXU,341709,4,22,G1
2033,HLXU,374484,1,22,R9
2034,HLBU,800470,6,42,U1
2035,HLBU,800471,1,42,U1
2036,HLXU,538329,1,42,G0
2037,HLXU,505564,6,42,G1
2038,HLXU,538332,6,42,G1
2039,CPSU,177889,0,22,G1
2040,HLXU,505570,7,42,G1
2041,HLXU,374499,1,22,R1
2042,CPSU,177895,1,22,G1
2043,HLXU,374507,2,22,R1
2044,HLXU,341747,4,22,G0
2045,HLXU,538357,9,42,G1
2046,HLBU,112378,7,42,G0
2047,HLXU,374527,8,22,R1
2048,HLXU,440070,6,42,G0
2049,HLXU,505607,2,42,G1
2050,HLXU,440072,7,42,G1
2051,HLXU,440075,3,42,G1
2052,HLXU,374542,6,22,R1
2053,HLXU,341776,7,22,G0
2054,HLXU,440087,7,42,G0
2055,HLXU,538393,8,42,G0
2056,HLBU,112411,9,42,G0
2057,HLBU,800541,10,42,U1
2058,HLXU,538398,5,42,G1
2059,HLBU,112418,7,42,G1
2060,HLXU,505640,5,42,G0
2061,HLXU,538414,8,42,G1
2062,CPSU,177968,6,22,G1
2063,HLBU,800562,0,42,U1
2064,HLXU,505659,7,42,G0
2065,HLXU,440123,5,42,G0
2066,HLXU,341823,3,22,G0
2067,HLXU,341825,4,22,G0
2068,HLBU,112450,4,42,G1
2069,HLXU,341826,10,22,G1
2070,HLXU,538437,10,42,G0
2071,CPSU,177990,0,22,G1
2072,HLXU,440133,8,42,G0
2073,CPSU,177995,8,22,G0
2074,HLXU,341839,9,22,G0
2075,HLXU,505680,6,42,G1
2076,CPSU,177999,10,22,G0
2077,HLXU,538450,7,42,G0
2078,HLXU,374611,9,22,R1
2079,HLXU,341855,2,22,G1
2080,CPSU,178019,9,22,G1
2081,CPSU,178021,8,22,G1
2082,HLXU,440171,8,42,G0
2083,HLXU,341870,0,22,G0
2084,HLXU,341872,1,22,G1
2085,HLBU,800626,8,42,U1
2086,HLXU,505721,1,42,G0
2087,HLXU,341882,4,22,G0
2088,HLXU,374651,10,22,R1
2089,HLBU,800636,0,42,U1
2090,HLXU,374653,0,22,R1
2091,CPSU,178049,7,22,G0
2092,HLXU,505730,9,42,G0
2093,HLXU,374659,3,22,R9
2094,CPSU,178052,1,22,G1
2095,HLXU,440195,5,42,G1
2096,HLXU,538502,0,42,G1
2097,HLXU,505735,6,42,G0
2098,CPSU,178050,0,22,G1
2099,CPSU,178059,10,22,G1
2100,HLXU,374669,6,22,R9
2101,HLXU,505742,2,42,G1
2102,HLXU,505743,8,42,G0
2103,HLBU,112526,5,42,G1
2104,HLXU,505749,0,42,G0
2105,CPSU,178073,2,22,G1
2106,CPSU,178074,8,22,G0
2107,HLBU,112544,10,42,G1
2108,HLXU,440225,2,42,G0
2109,HLXU,538533,4,42,G0
2110,HLXU,341925,0,22,G0
2111,HLXU,440236,0,42,G1
2112,CPSU,178097,10,22,G1
2113,HLXU,440249,10,42,G1
2114,HLXU,440250,3,42,G0
2115,HLXU,538557,1,42,G1
2116,HLXU,374717,8,22,R1
2117,HLXU,341951,7,22,G0
2118,HLXU,440261,1,42,G1
2119,HLXU,538569,5,42,G0
2120,HLBU,800715,6,42,U1
2121,HLXU,440269,5,42,G1
2122,HLBU,112589,8,42,G0
2123,HLXU,440271,4,42,G1
2124,HLBU,800719,8,42,U1
2125,HLXU,374738,9,22,R9
2126,HLBU,112599,0,42,G0
2127,HLXU,341976,10,22,G1
2128,HLXU,374743,4,22,R1
2129,CPSU,178138,5,22,G1
2130,HLXU,374744,10,22,R1
2131,HLXU,538584,3,42,G0
2132,HLXU,440292,5,42,G0
2133,HLBU,112615,3,42,G1
2134,HLBU,112616,9,42,G0
2135,HLXU,538600,6,42,G0
2136,HLXU,505835,2,42,G0
2137,HLXU,374766,6,22,R1
2138,HLBU,112623,5,42,G1
2139,HLXU,440304,8,42,G1
2140,HLBU,800753,6,42,U1
2141,HLXU,342002,10,22,G1
2142,HLXU,374770,6,22,R1
2143,HLXU,440303,2,42,G1
2144,HLXU,505845,5,42,G0
2145,HLBU,112633,8,42,G1
2146,HLXU,505851,6,42,G1
2147,HLXU,538622,2,42,G0
2148,HLXU,374784,0,22,R9
2149,HLXU,342016,4,22,G0
2150,CPSU,178178,6,22,G1
2151,HLBU,112643,0,42,G1
2152,HLXU,374804,5,22,R1
2153,HLXU,440343,3,42,G0
2154,CPSU,178202,0,22,G1
2155,HLBU,800797,9,42,U1
2156,HLBU,112669,9,42,G1
2157,HLXU,342048,3,22,G1
2158,HLBU,800801,8,42,U1
2159,HLXU,440358,3,42,G1
2160,HLXU,440362,3,42,G0
2161,HLXU,440368,6,42,G0
2162,CPSU,178228,9,22,G0
2163,HLXU,440375,2,42,G1
2164,HLBU,800825,5,42,U1
2165,HLXU,440379,4,42,G0
2166,HLXU,538686,0,42,G1
2167,CPSU,178244,2,22,G1
2168,HLBU,800836,3,42,U1
2169,HLXU,374854,9,22,R1
2170,HLXU,440394,2,42,G0
2171,CPSU,178250,3,22,G0
2172,HLXU,505931,7,42,G0
2173,HLXU,505933,8,42,G0
2174,HLXU,440398,4,42,G1
2175,HLBU,112720,5,42,G0
2176,CPSU,178256,6,22,G0
2177,HLXU,374873,9,22,R9
2178,HLBU,112730,8,42,G1
2179,HLXU,342105,2,22,G1
2180,HLBU,112740,0,42,G0
2181,HLXU,342117,6,22,G1
2182,HLXU,505958,0,42,G1
2183,HLBU,800873,8,42,U1
2184,HLXU,538732,1,42,G0
2185,HLXU,505965,7,42,G1
2186,HLXU,342126,3,22,G0
2187,HLXU,440428,1,42,G1
2188,CPSU,178288,5,22,G1
2189,HLXU,538742,4,42,G0
2190,HLBU,112759,2,42,G0
2191,HLXU,342136,6,22,G1
2192,HLBU,800889,3,42,U1
2193,HLBU,112762,7,42,G1
2194,HLXU,440443,10,42,G0
2195,HLXU,440444,5,42,G0
2196,HLXU,374909,9,22,R9
2197,HLXU,374908,3,22,R9
2198,HLBU,800897,5,42,U1
2199,CPSU,178306,9,22,G0
2200,HLXU,342147,4,22,G0
2201,HLXU,505993,4,42,G0
2202,HLBU,800906,1,42,U1
2203,HLXU,374923,1,22,R9
2204,HLBU,112780,1,42,G0
2205,HLXU,505997,6,42,G1
2206,HLXU,538764,0,42,G1
2207,HLXU,342159,8,22,G0
2208,CPSU,178317,7,22,G1
2209,HLXU,538769,8,42,G1
2210,HLXU,538761,4,42,G0
2211,HLXU,342168,5,22,G0
2212,HLXU,374936,0,22,R9
2213,CPSU,178330,4,22,G0
2214,HLXU,374939,7,22,R9
2215,HLBU,800923,0,42,U1
2216,HLXU,342173,0,22,G0
2217,HLXU,506015,4,42,G0
2218,HLBU,800928,8,42,U1
2219,HLXU,506018,0,42,G0
2220,HLXU,538789,3,42,G1
2221,HLXU,374957,1,22,R1
2222,HLXU,440494,9,42,G0
2223,HLXU,342191,5,22,G0
2224,CPSU,178350,10,22,G0
2225,HLXU,374961,1,22,R9
2226,HLXU,669873,4,45,P3
2227,HLXU,440499,6,42,G1
2228,HLXU,506035,10,42,G1
2229,HLXU,538802,10,42,G1
2230,HLXU,669880,0,45,P3
2231,HLXU,669883,7,45,P3
2232,HLXU,440511,7,42,G0
2233,HLBU,800959,1,42,U1
2234,CPSU,178368,6,22,G0
2235,HLXU,342210,4,22,G0
2236,HLXU,440515,9,42,G1
2237,HLXU,538822,5,42,G1
2238,HLXU,374982,2,22,R1
2239,HLXU,669896,6,45,P3
2240,HLXU,440519,0,42,G1
2241,CPSU,178381,3,22,G1
2242,HLXU,440527,2,42,G0
2243,HLXU,538834,9,42,G1
2244,HLXU,374998,8,22,R1
2245,HLBU,112856,2,42,G0
2246,HLXU,506073,10,42,G1
2247,HLXU,440540,10,42,G1
2248,HLXU,375004,2,22,R9
2249,HLBU,112861,8,42,G0
2250,HLXU,342239,9,22,G0
2251,HLXU,440544,1,42,G1
2252,HLBU,112864,4,42,G0
2253,CPSU,178403,9,22,G0
2254,HLXU,342244,4,22,G0
2255,HLXU,440548,3,42,G0
2256,HLBU,112870,5,42,G1
2257,HLBU,800998,7,42,U1
2258,HLXU,538864,7,42,G0
2259,HLXU,375027,4,22,R1
2260,HLXU,342260,8,22,G1
2261,HLXU,375028,10,22,R9
2262,HLBU,801015,10,22,U1
2263,HLBU,112889,7,42,G1
2264,HLXU,506115,0,42,G1
2265,HLXU,440580,0,42,G1
2266,HLBU,112903,9,42,G0
2267,CPSU,178443,10,22,G0
2268,HLBU,112907,0,42,G1
2269,CPSU,178444,5,22,G0
2270,CPSU,178447,1,22,G1
2271,HLXU,342289,2,22,G0
2272,HLBU,801042,1,22,U1
2273,HLBU,801054,5,22,U1
2274,CPSU,178466,1,22,G0
2275,HLBU,801064,8,22,U1
2276,HLXU,440618,1,42,G0
2277,CPSU,178477,10,22,G1
2278,HLXU,538926,3,42,G0
2279,HLBU,801072,10,22,U1
2280,HLXU,440628,4,42,G1
2281,HLBU,801078,2,22,U1
2282,HLBU,112957,4,42,G0
2283,HLXU,506174,1,42,G1
2284,HLXU,440640,6,42,G1
2285,HLBU,112964,0,42,G0
2286,CPSU,178501,4,22,G1
2287,HLBU,801094,6,22,U1
2288,HLBU,801092,5,22,U1
2289,HLXU,538954,0,42,G1
2290,HLXU,440653,5,42,G1
2291,HLBU,112974,3,42,G1
2292,HLBU,801103,2,22,U1
2293,HLXU,342352,2,22,G1
2294,HLXU,440657,7,42,G1
2295,CPSU,178518,5,22,G1
2296,HLXU,538979,3,42,G0
2297,HLXU,506216,2,42,G0
2298,HLBU,801130,4,22,U1
2299,HLBU,801131,10,22,U1
2300,HLXU,538989,6,42,G1
2301,HLXU,538996,2,42,G1
2302,HLBU,801152,0,22,U1
2303,HLXU,342404,6,22,G1
2304,HLXU,440709,0,42,G0
2305,HLXU,539018,2,42,G0
2306,HLXU,342411,2,22,G0
2307,HLXU,506257,9,42,G1
2308,HLXU,539026,4,42,G1
2309,CPSU,178582,1,22,G0
2310,HLBU,113050,7,42,G0
2311,HLBU,113051,2,42,G1
2312,HLXU,342433,9,22,G0
2313,HLBU,113059,6,42,G0
2314,HLXU,440741,8,42,G0
2315,LNXU,965032,6,45,R9
2316,HLXU,440746,5,42,G1
2317,CPSU,178607,3,22,G0
2318,CPSU,178610,8,22,G0
2319,HLXU,506293,8,42,G0
2320,LNXU,965045,5,45,R1
2321,LNXU,965050,0,45,R1
2322,CPSU,178621,6,22,G1
2323,HLBU,113089,4,42,G1
2324,HLBU,801218,9,22,U1
2325,HLXU,506306,6,42,G1
2326,HLXU,342468,4,22,G1
2327,HLXU,342469,10,22,G1
2328,HLXU,539077,3,42,G1
2329,HLXU,539079,4,42,G1
2330,HLXU,440775,8,42,G1
2331,HLBU,113102,0,42,G1
2332,HLXU,539087,6,42,G0
2333,HLBU,801233,7,22,U1
2334,HLXU,342481,1,22,G0
2335,HLXU,506327,7,42,G1
2336,CPSU,178653,5,22,G0
2337,HLXU,506335,9,42,G0
2338,HLBU,801250,6,22,U1
2339,HLBU,113124,7,42,G1
2340,HLXU,342504,2,22,G1
2341,HLXU,539120,8,42,G1
2342,HLBU,801267,7,22,U1
2343,HLXU,342519,2,22,G0
2344,HLXU,539128,1,42,G1
2345,HLXU,506368,3,42,G1
2346,HLXU,342529,5,22,G1
2347,LNXU,965122,10,45,R9
2348,CPSU,178693,6,22,G0
2349,CPSU,178706,4,22,G1
2350,HLBU,801301,4,22,U1
2351,HLXU,539160,9,42,G1
2352,HLXU,506395,5,42,G0
2353,HLBU,801308,2,22,U1
2354,HLXU,440860,4,42,G1
2355,LNXU,965152,8,45,R1
2356,HLBU,113187,10,42,G0
2357,HLXU,342566,10,22,G0
2358,HLXU,342570,10,22,G0
2359,LNXU,965169,9,45,R9
2360,HLXU,539189,3,42,G1
2361,HLBU,113208,10,42,G0
2362,HLXU,506424,7,42,G1
2363,HLXU,440893,9,42,G0
2364,HLXU,539197,5,42,G1
2365,HLBU,113214,0,42,G0
2366,HLXU,440903,0,42,G0
2367,HLBU,801356,5,22,U1
2368,HLBU,113231,10,42,G0
2369,CPSU,178772,1,22,G0
2370,HLXU,342612,0,22,G1
2371,HLXU,375382,2,22,R1
2372,HLBU,113237,2,42,G1
2373,HLBU,801368,9,22,U1
2374,LNXU,965209,9,45,R9
2375,HLXU,539229,3,42,G0
2376,CPSU,178783,10,22,G0
2377,HLBU,113247,5,42,G1
2378,HLXU,539234,9,42,G0
