Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs,distance between ports
6047,04372967735295595,,2363,1268,4585,4585,3346,4076,3863,sea,2363,1268,990,1457,,,,,,
6048,04355429659969271,,2648,4584,4329,4329,4584,3446,3349,sea,2648,8854,2284,4166,,,,,,
6049,04628672415945474,,4193,2512,3025,3013,4501,4717,3437,sea,8463,2512,1296,4122,,,,,,
6050,04682271763843951,,1488,381,4767,4767,3878,4842,3338,sea,1488,381,2492,667,,,,,,
6051,04641422848728455,,2380,2911,3995,3453,3428,4580,4424,sea,2380,2911,2382,3561,,,,,,
6052,04278399137337514,,3828,3126,3004,3397,4712,4888,4424,sea,8098,7396,1829,4143,,,,,,
6053,04526127452852283,,976,3345,4170,4170,4776,3001,3297,sea,976,7615,3455,4095,,,,,,
6054,04543494271121416,,2363,1428,3025,3887,4437,3528,3443,sea,2363,1428,2084,1487,,,,,,
6055,04767484888578947,,1219,2975,3514,3514,4780,4455,3297,sea,1219,2975,995,3901,,,,,,
6056,04741139546876898,,2300,1645,4037,4037,3272,3133,3128,sea,2300,1645,2367,2029,,,,,,
6057,04657841531691882,,3856,2885,4360,4142,4357,4832,4287,sea,8126,2885,183,3859,,,,,,
6058,04847757469299261,,2363,3689,3173,3728,4112,3444,3330,sea,2363,7959,2728,1444,,,,,,
6059,04744665571811681,,4061,2805,3582,4456,3763,4975,4566,sea,8331,2805,186,235,,,,,,
6060,04919178336796571,,2363,2528,4214,3391,4214,3230,3977,sea,2363,2528,540,1506,,,,,,
6061,04543455249449345,,2067,1839,4282,4282,4099,3591,3162,sea,2067,1839,273,597,,,,,,
6062,04394635663723269,,2363,201,3760,3288,3350,3487,4938,sea,2363,201,3209,1460,,,,,,
6063,04534113582992387,,3295,3342,4645,4633,4776,4308,3446,sea,7565,7612,2491,4131,,,,,,
6064,04755211145125867,,2363,1927,3641,3655,4727,4126,3879,sea,2363,1927,2145,1466,,,,,,
6065,04564723519169679,,1298,1481,4170,3345,3743,3742,3054,sea,1298,1481,3370,4158,,,,,,
6066,04891831962962356,,2866,2595,3459,3776,4623,4308,3349,sea,2866,2595,2753,3610,,,,,,
6067,04348617955165293,,4340,3345,3345,3157,3526,3509,4340,sea,8610,7615,3424,236,,,,,,
6068,04923755574354553,,2156,4060,4550,4814,4705,4580,4821,sea,2156,8330,2641,3772,,,,,,
6069,04252777573313873,,2299,2319,3027,3663,3275,3645,3548,sea,2299,2319,802,565,,,,,,
6070,04963958369489548,,2363,3643,4022,4054,4288,4368,4656,sea,2363,7913,4244,1452,,,,,,
6071,04639115899919488,,2363,1023,4915,4216,4044,3424,4814,sea,2363,1023,2852,1495,,,,,,
6072,04965838386756848,,884,1683,3802,4521,4272,4797,3761,sea,884,1683,79,243,,,,,,
6073,04133784794784975,,2363,3814,3386,3143,3359,3983,4644,sea,2363,8084,2494,1445,,,,,,
6074,04325192997957734,,2013,2074,3526,3524,3526,3640,3090,sea,2013,2074,3372,687,,,,,,
6075,04936445586326894,,4580,2912,4352,4988,4988,4424,3446,sea,8850,2912,1124,3996,,,,,,
6076,04452985829859916,,2786,821,3641,3712,4635,4832,3297,sea,2786,821,2142,4007,,,,,,
6077,04985465224164448,,2363,2947,3597,3709,4524,3315,3588,sea,2363,2947,2802,1496,,,,,,
6078,04133181873623796,,2550,2795,4553,4443,3020,4192,4586,sea,2550,2795,2838,211,,,,,,
6079,04974196417837224,,4828,4221,4221,4509,4917,3034,3152,sea,9098,8491,2041,680,,,,,,
6080,04957752711391720,,1032,3478,3973,4599,4861,4581,3408,sea,1032,7748,2768,2196,,,,,,
6081,04239915777477512,,896,1652,3143,4767,3082,4581,4981,sea,896,1652,2494,2191,,,,,,
6082,04228133566566177,,2363,876,4022,3104,3891,3863,4340,sea,2363,876,4240,1458,,,,,,
6083,04972686146316357,,2363,570,4767,3386,3389,4391,3594,sea,2363,570,2493,1492,,,,,,
6084,04951654372412256,,2363,1023,3165,4113,4576,4095,4716,sea,2363,1023,2856,1461,,,,,,
6085,04542167329889439,,2363,2452,3165,4113,4578,4397,3972,sea,2363,2452,2850,1508,,,,,,
6086,04844645965635146,,2651,3462,4084,4300,4257,4349,4932,sea,2651,7732,1634,567,,,,,,
6087,04938528673693234,,1734,615,3726,4381,3663,4036,4684,sea,1734,615,795,783,,,,,,
6088,04954611656266834,,424,1234,3018,4618,4402,4497,4622,sea,424,1234,1388,781,,,,,,
6089,04177178343683392,,632,2667,3995,4813,4310,3092,3211,sea,632,2667,2382,240,,,,,,
6090,04968644354284889,,1400,3145,3145,3570,3145,4388,4316,sea,1400,7415,2256,1973,,,,,,
6091,04972592892372670,,2185,1116,3288,4770,4109,3878,3152,sea,2185,1116,3201,790,,,,,,
6092,04938664192692454,,2648,4491,3444,3261,4627,3644,4966,sea,2648,8761,847,3857,,,,,,
6093,04979397791131297,,4894,2887,3181,4883,3105,3784,4726,sea,9164,2887,2640,763,,,,,,
6094,04253543351331648,,4231,3089,3503,4583,4132,4090,3994,sea,8501,7359,1024,214,,,,,,
6095,04586161284434325,,896,4623,4599,3764,3375,4581,3923,sea,896,8893,2748,2192,,,,,,
6096,04289913194654658,,1307,4798,4928,4472,3136,4803,4656,sea,1307,9068,4265,599,,,,,,
6097,04975937181761563,,430,1866,4009,4630,3706,4621,4118,sea,430,1866,2584,732,,,,,,
6098,04429233859219333,,1313,788,4246,3347,4634,4835,3414,sea,1313,788,1690,2003,,,,,,
6099,04453473519919853,,1672,1408,4170,3157,4142,3441,3253,sea,1672,1408,3294,184,,,,,,
6100,04554178395835492,,2849,205,3180,3865,4027,3579,3408,sea,2849,205,3193,2212,,,,,,
6101,04167525638718643,,233,928,3514,3463,3227,4581,3375,sea,233,928,997,2192,,,,,,
6102,04947245785465396,,4653,4950,3562,4150,3060,3575,4143,sea,8923,9220,2760,228,,,,,,
6103,04341231341561840,,4586,3651,3936,3802,3509,3351,3014,sea,8856,7921,59,260,,,,,,
6104,04582865927867320,,2648,4782,3487,4303,3573,4308,3297,sea,2648,9052,2594,3903,,,,,,
6105,04335654775885242,,3424,1828,3858,4463,4223,4187,4157,sea,7694,1828,801,561,,,,,,
6106,04855863482752375,,2734,1447,4195,4446,4691,3343,3646,sea,2734,1447,2094,601,,,,,,
6107,04948261949249465,,4097,4517,4517,3519,4436,4717,4776,sea,8367,8787,2881,4069,,,,,,
6108,04513818974834821,,2363,1437,4371,3196,4264,3308,4116,sea,2363,1437,1609,1485,,,,,,
6109,04481326654354597,,3162,2455,4669,4200,4098,3067,3152,sea,7432,2455,2720,689,,,,,,
6110,04453447348268642,,3856,3089,4986,4986,3503,4287,3295,sea,8126,7359,1006,4066,,,,,,
6111,04526926737497665,,4730,907,3921,3347,3299,4458,3404,sea,9000,907,1684,708,,,,,,
6112,04684374988448524,,2336,3197,3326,4773,4672,3001,4287,sea,2336,7467,2547,3910,,,,,,
6113,04756789476626883,,2363,2817,4657,3163,4474,3729,3823,sea,2363,2817,2663,1463,,,,,,
6114,04251725982662182,,4580,3912,3677,4960,4287,4635,3856,sea,8850,8182,29,3695,,,,,,
6115,04684373415635599,,2363,313,3041,4734,3999,3502,3792,sea,2363,313,1634,1476,,,,,,
6116,04159151967697710,,1277,120,3775,3138,3512,3381,4691,sea,1277,120,1641,685,,,,,,
6117,04573247312562379,,1354,3732,4709,4647,3017,4660,4813,sea,1354,8002,2112,685,,,,,,
6118,04557936553933315,,1042,1925,3921,3692,4388,3970,4634,sea,1042,1925,1689,1913,,,,,,
6119,04636222181351451,,774,534,3729,4986,3729,4536,3418,sea,774,534,1005,3692,,,,,,
6120,04456727317347965,,3591,1522,4200,3908,4842,3744,3445,sea,7861,1522,2743,705,,,,,,
6121,04748316984384625,,2147,810,3764,4156,3918,3970,3128,sea,2147,810,2725,1950,,,,,,
6122,04317799485715473,,2363,2253,3530,3139,4095,3191,4746,sea,2363,2253,2946,1491,,,,,,
6123,04848551572212358,,3611,463,3027,3858,4668,3721,4810,sea,7881,463,797,603,,,,,,
6124,04584719361481667,,2156,4121,3921,4121,4536,4888,4821,sea,2156,8391,1685,3743,,,,,,
6125,04728998385775460,,908,2058,3528,3545,3414,3723,4829,sea,908,2058,5,1980,,,,,,
6126,04926795528148798,,230,2955,4246,3692,3251,4483,3101,sea,230,2955,1689,633,,,,,,
6127,04976164754564637,,1620,948,3849,4217,3469,3482,4799,sea,1620,948,1693,609,,,,,,
6128,04286612952972470,,1885,1643,4915,4113,4152,4691,3078,sea,1885,1643,2865,633,,,,,,
6129,04822445773293396,,2849,2218,4943,4591,4262,4581,3923,sea,2849,2218,1413,2179,,,,,,
6130,04277553233813858,,45,1234,3984,3984,4402,4702,3128,sea,45,1234,1384,2028,,,,,,
6131,04425841925165145,,2097,848,3633,3274,3317,4424,4776,sea,2097,848,2366,3849,,,,,,
6132,04649269997187984,,2363,637,3345,4170,4957,4196,4938,sea,2363,637,3473,1478,,,,,,
6133,04412535154264873,,3340,986,3645,4765,4398,3483,3559,sea,7610,986,1390,712,,,,,,
6134,04987775619579312,,4162,1348,3526,3157,4223,3703,3034,sea,8432,1348,3279,555,,,,,,
6135,04151454787157647,,3710,1137,4623,4200,3693,4458,4799,sea,7980,1137,2758,559,,,,,,
6136,04232653995385567,,3598,2153,3444,3261,3954,3044,3807,sea,7868,2153,856,742,,,,,,
6137,04915746875725211,,4243,287,4168,4928,3723,4388,4702,sea,8513,287,4267,2002,,,,,,
6138,04474539793483527,,2363,2934,4116,3896,4363,3514,4369,sea,2363,2934,2731,1457,,,,,,
6139,04392515727547890,,2363,2448,3488,3955,4876,4046,3301,sea,2363,2448,3178,1474,,,,,,
6140,04559827259539964,,896,2181,4295,4373,3529,4480,3923,sea,896,2181,3004,2187,,,,,,
6141,04897323965285111,,2734,2019,4675,4789,4999,3888,3217,sea,2734,2019,4200,694,,,,,,
6142,04611643532352957,,1752,909,3546,3568,4776,4455,3418,sea,1752,909,2587,3865,,,,,,
6143,04141775491341218,,2156,240,3905,4196,4097,4888,3828,sea,2156,240,2715,3792,,,,,,
6144,04746663242222888,,2277,2888,3318,3318,3533,3428,4962,sea,2277,2888,4270,3870,,,,,,
6145,04513872646626183,,409,2947,3853,4353,4555,4660,4301,sea,409,2947,2804,669,,,,,,
6146,04624295517167656,,473,404,4926,3114,4181,3501,3761,sea,473,404,3065,222,,,,,,
6147,04962819729299966,,2363,3603,4115,4444,3227,3173,3101,sea,2363,7873,1630,1494,,,,,,
6148,04234183513453181,,3454,3503,4233,4986,3509,3998,3994,sea,7724,7773,1004,236,,,,,,
6149,04443438647217267,,2363,2955,3921,3983,4724,4013,4311,sea,2363,2955,1689,1506,,,,,,
6150,04795515265285998,,76,4907,4305,4629,4840,4455,4821,sea,76,9177,891,3479,,,,,,
6151,04195739938418858,,2467,2446,4840,4840,4840,3211,4969,sea,2467,2446,892,240,,,,,,
6152,04142699138898370,,456,2448,3672,3955,3075,4536,3295,sea,456,2448,3156,3578,,,,,,
6153,04722576382672812,,2363,3035,3213,4435,3035,3967,3217,sea,2363,7305,3058,1485,,,,,,
6154,04734521942652211,,4821,2960,3870,4788,3297,3742,4455,sea,9091,2960,2330,3540,,,,,,
6155,04844731848668797,,2363,4517,4436,4436,3245,4806,4942,sea,2363,8787,2936,1457,,,,,,
6156,04939364747827117,,2426,1367,3707,3718,4830,4159,4287,sea,2426,1367,1613,4007,,,,,,
6157,04664433236866629,,1046,562,3729,4583,3691,4061,4010,sea,1046,562,1004,216,,,,,,
6158,04576527836316199,,2363,177,4757,3391,4214,4770,4114,sea,2363,177,534,1517,,,,,,
6159,04819969313933512,,2363,1093,3866,4080,4913,4509,3802,sea,2363,1093,2231,1456,,,,,,
6160,04627766833673819,,2363,562,4233,4986,3503,3863,4273,sea,2363,562,1011,1508,,,,,,
6161,04772629318678374,,3828,3403,4074,4074,3317,4635,4580,sea,8098,7673,1576,3745,,,,,,
6162,04821681624334141,,784,1933,3704,3132,3900,3889,3607,sea,784,1933,1531,608,,,,,,
6163,04857453439599290,,2360,2401,4553,4851,4835,3111,4702,sea,2360,2401,2842,1977,,,,,,
6164,04386641468698788,,4424,2122,4399,4318,4220,3001,3742,sea,8694,2122,1274,3982,,,,,,
6165,04373871156286782,,2852,2054,3075,3075,3075,4962,3828,sea,2852,2054,2793,3499,,,,,,
6166,04666183749259545,,3645,628,4675,3443,3443,4914,3046,sea,7915,628,4229,721,,,,,,
6167,04475258548538983,,709,608,4955,4165,4165,3772,3957,sea,709,608,2177,719,,,,,,
6168,04924557784964435,,465,1738,4151,3468,4984,3067,4236,sea,465,1738,339,636,,,,,,
6169,04484147851951429,,3441,1645,4037,3895,4142,4357,4357,sea,7711,1645,2359,182,,,,,,
6170,04157142787897383,,1291,2543,4169,4303,3428,3644,4536,sea,1291,2543,2583,4144,,,,,,
6171,04745549675115434,,1371,2019,3329,4789,3743,4455,4966,sea,1371,2019,4232,3805,,,,,,
6172,04487161715595397,,1571,1474,4195,3138,4918,3642,4441,sea,1571,1474,1560,549,,,,,,
6173,04755892577917475,,2483,4004,3423,4004,4202,4090,4153,sea,2483,8274,3070,241,,,,,,
6174,04755983519629928,,1072,2446,4034,4907,4907,4888,4821,sea,1072,2446,890,3601,,,,,,
6175,04676636588638974,,2363,3407,3407,4028,4028,4702,3601,sea,2363,7677,3050,1505,,,,,,
6176,04628674674844987,,1400,413,4841,4974,3141,3970,3128,sea,1400,413,2638,1974,,,,,,
6177,04312192351471414,,666,1490,4344,3715,4536,3742,3295,sea,666,1490,2840,3549,,,,,,
6178,04948768184944228,,3856,3035,3488,3781,3035,3428,3418,sea,8126,7305,3059,3814,,,,,,
6179,04811575675235553,,1072,372,3027,3872,4792,4287,3054,sea,1072,372,797,3876,,,,,,
6180,04459572616286395,,2363,2542,4399,4318,3794,3794,3980,sea,2363,2542,1249,1511,,,,,,
6181,04423473254154754,,4301,3126,3004,3126,4712,4984,4217,sea,8571,7396,1804,600,,,,,,
6182,04763121454474558,,2363,3764,4946,3107,4623,3177,4312,sea,2363,8034,2748,1452,,,,,,
6183,04463834952632513,,2076,797,4687,4056,4056,4311,3761,sea,2076,797,58,257,,,,,,
6184,04643955197257690,,3254,328,4252,4372,4940,4201,4942,sea,7524,328,2651,624,,,,,,
6185,04863411396756874,,1871,3949,3931,3949,3428,3742,4966,sea,1871,8219,172,3753,,,,,,
6186,04512482443183386,,1371,1618,3760,3817,4770,4308,3418,sea,1371,1618,3190,4108,,,,,,
6187,04156913578528875,,2363,2448,3812,3955,3396,3974,4457,sea,2363,2448,3138,1497,,,,,,
6188,04173394636526243,,2090,1481,3345,4170,4957,3230,3378,sea,2090,1481,3251,740,,,,,,
6189,04897684993953862,,3970,2335,3118,4056,4835,4702,4316,sea,8240,2335,54,2020,,,,,,
6190,04622115534364130,,1555,2885,4357,3253,4441,3188,3725,sea,1555,2885,182,600,,,,,,
6191,04641768654694615,,4340,2125,3165,4113,3020,3987,4902,sea,8610,2125,2848,247,,,,,,
6192,04426848912172932,,2648,1444,3504,3554,3743,4888,3446,sea,2648,1444,1558,4043,,,,,,
6193,04564196328488529,,2277,4757,3391,4757,4214,4424,4966,sea,2277,9027,544,4028,,,,,,
6194,04683636525265782,,4500,2179,3983,3983,3921,3838,3957,sea,8770,2179,1689,718,,,,,,
6195,04173541933953368,,1752,986,3411,4116,4503,3428,3742,sea,1752,986,1390,3765,,,,,,
6196,04369347752592581,,774,2031,4685,3525,4685,4159,3446,sea,774,2031,2819,3835,,,,,,
6197,04552111437487671,,4424,2528,4757,3391,4214,4159,4536,sea,8694,2528,525,3947,,,,,,
6198,04818231792492233,,3295,2452,4216,4113,3349,3418,3742,sea,7565,2452,2855,4137,,,,,,
6199,04222645475745667,,4340,1866,3945,4607,3998,4086,3449,sea,8610,1866,2577,217,,,,,,
6200,04714222374674371,,976,1361,3126,3397,3397,3644,3418,sea,976,1361,1789,3838,,,,,,
6201,04238122336626613,,1673,2059,3474,3600,3464,4311,4670,sea,1673,2059,2608,255,,,,,,
6202,04145769427247510,,942,2448,4091,3955,4574,3418,4776,sea,942,2448,3153,3963,,,,,,
6203,04763691455355342,,4232,1790,3212,3094,4705,4538,4829,sea,8502,1790,2638,1876,,,,,,
6204,04972849985125461,,4182,17,3983,3347,4448,3645,3640,sea,8452,17,1680,642,,,,,,
6205,04391843547697947,,2084,189,4946,3478,3689,4425,4441,sea,2084,189,2716,788,,,,,,
6206,04485836743183442,,2569,1210,3866,4521,3861,4894,4574,sea,2569,1210,2100,588,,,,,,
6207,04635795267267416,,666,951,4104,3882,3295,4717,3297,sea,666,951,1626,4029,,,,,,
6208,04138925919559848,,4581,3035,4669,3151,3227,3825,4480,sea,8851,7305,3060,2205,,,,,,
6209,04483337641141470,,774,948,4174,4257,3428,3418,4536,sea,774,948,1693,3574,,,,,,
6210,04638739977397190,,4902,368,3176,4823,3987,4281,3092,sea,9172,368,1678,249,,,,,,
6211,04433873169249991,,2261,637,4170,3524,4957,4538,3414,sea,2261,637,3468,1926,,,,,,
6212,04277688681461297,,1835,695,3935,3753,3129,4857,3338,sea,1835,695,478,749,,,,,,
6213,04988565776576731,,2363,2983,4687,4056,4056,4725,3725,sea,2363,2983,67,1516,,,,,,
6214,04424811175255669,,2855,993,3165,4113,4426,4962,4776,sea,2855,993,2856,3563,,,,,,
6215,04951588156966614,,4536,1351,4617,4521,4024,4287,3828,sea,8806,1351,2536,3539,,,,,,
6216,04147663854754635,,3644,4160,3145,4301,4160,4287,3349,sea,7914,8430,2258,3496,,,,,,
6217,04852822179289696,,2017,238,3126,4626,3461,3548,3591,sea,2017,238,3059,618,,,,,,
6218,04674391133353956,,3752,1133,4970,4751,3351,4090,3996,sea,8022,1133,2714,217,,,,,,
6219,04386453777237394,,4536,2476,3481,3556,3948,4888,3418,sea,8806,2476,1028,3638,,,,,,
6220,04231521697377788,,2363,1451,4001,3182,4218,3891,4067,sea,2363,1451,2257,1446,,,,,,
6221,04791669463523445,,1400,1696,3491,3491,4388,4835,3414,sea,1400,1696,2166,1972,,,,,,
6222,04134327961641313,,2363,22,3272,4482,3895,4937,3778,sea,2363,22,2371,1500,,,,,,
6223,04928778926396945,,4499,1478,3100,4058,3449,4587,4566,sea,8769,1478,2770,252,,,,,,
6224,04168358316146181,,4367,1052,3527,3527,3417,3025,3316,sea,8637,1052,2101,574,,,,,,
6225,04451683522522212,,2786,347,3038,4699,4717,4159,3446,sea,2786,347,1564,4144,,,,,,
6226,04547828988748356,,2363,1200,4216,4216,3165,3805,4735,sea,2363,1200,2850,1519,,,,,,
6227,04351346687737488,,2740,1351,4617,3664,4602,4952,4052,sea,2740,1351,2536,739,,,,,,
6228,04186937816196344,,2786,2448,4357,3955,3573,4287,4287,sea,2786,2448,3161,4122,,,,,,
6229,04269287379329997,,2363,4757,4214,4757,4214,4766,3129,sea,2363,9027,508,1460,,,,,,
6230,04353887549939346,,146,3857,3122,4687,4301,3703,3078,sea,146,8127,71,633,,,,,,
6231,04143341975345928,,3060,2122,4399,4318,4132,4586,4153,sea,7330,2122,1257,257,,,,,,
6232,04412718738868616,,2344,2160,3633,3272,3759,4580,3828,sea,2344,2160,2376,4086,,,,,,
6233,04933569694594945,,2336,2244,3694,3143,3742,3428,3751,sea,2336,2244,2496,4055,,,,,,
6234,04197633994994289,,2956,2025,3126,3397,3397,3970,4232,sea,2956,2025,1794,1908,,,,,,
6235,04851335722392633,,536,3995,3995,3003,3995,3093,4279,sea,536,8265,2384,669,,,,,,
6236,04796577457847369,,2363,2265,3309,3900,4458,3909,3274,sea,2363,2265,87,1459,,,,,,
6237,04524394547157567,,1993,1674,4344,3992,4525,4201,3957,sea,1993,1674,2838,676,,,,,,
6238,04919835954154120,,1812,1808,4241,4037,3759,4314,4155,sea,1812,1808,2369,2208,,,,,,
6239,04131291599289182,,1298,3226,4524,3226,3428,3644,3828,sea,1298,7496,2948,3809,,,,,,
6240,04746684429919513,,4424,788,3983,3692,3573,4426,3418,sea,8694,788,1682,4113,,,,,,
6241,04811769846636847,,1355,4409,3796,4127,4864,3343,3404,sea,1355,8679,3114,765,,,,,,
6242,04777778629699389,,4152,1361,3004,3397,3397,3381,4368,sea,8422,1361,1746,758,,,,,,
6243,04669562669269983,,3295,2914,3586,4375,4776,4832,3742,sea,7565,2914,4254,4050,,,,,,
6244,04451259556656850,,1812,162,3329,4789,3443,4480,3923,sea,1812,162,4232,2205,,,,,,
6245,04372992179529319,,4592,2975,3463,3514,3095,3372,3588,sea,8862,2975,1001,695,,,,,,
6246,04897183634614488,,2363,2217,4871,3582,4212,3513,3696,sea,2363,2217,186,1470,,,,,,
6247,04515522834574779,,2426,635,4710,3270,3615,4159,3295,sea,2426,635,2730,3830,,,,,,
6248,04193678851691776,,4424,1490,3992,3715,3573,3428,3418,sea,8694,1490,2838,3534,,,,,,
6249,04457281475265732,,76,2303,3391,4757,4424,4888,3349,sea,76,2303,530,4138,,,,,,
6250,04482673455475358,,976,3519,4436,3519,3742,4159,4776,sea,976,7789,2897,3594,,,,,,
6251,04473919842312137,,2417,2806,3726,3452,3490,3620,4279,sea,2417,2806,800,711,,,,,,
6252,04284685245425771,,1371,2754,4116,4422,3608,4536,4821,sea,1371,2754,2756,3551,,,,,,
6253,04969421718928981,,1885,172,3314,3895,3171,3186,4569,sea,1885,172,2371,734,,,,,,
6254,04572419785325633,,1354,794,3165,4113,4113,4497,3589,sea,1354,794,2866,625,,,,,,
6255,04292165951691923,,386,49,4675,3443,3443,4962,3054,sea,386,49,4194,4074,,,,,,
6256,04374162736126376,,2344,637,3526,4062,4717,4635,4821,sea,2344,637,3373,3920,,,,,,
6257,04294335969669964,,1817,745,4037,3759,3201,3618,4480,sea,1817,745,2372,2220,,,,,,
6258,04191649766636628,,4889,3614,4970,4625,4999,3396,4234,sea,9159,7884,2725,648,,,,,,
6259,04641343397597760,,2277,204,4517,4436,4780,3428,3751,sea,2277,204,2919,3622,,,,,,
6260,04665633441151612,,1957,2379,3423,4004,3156,4760,4569,sea,1957,2379,3067,628,,,,,,
6261,04311321554464782,,2156,3995,3995,3732,3995,3418,4776,sea,2156,8265,2387,3892,,,,,,
6262,04161424163413886,,2605,172,4643,3314,3563,4695,4231,sea,2605,172,2370,223,,,,,,
6263,04937315438888193,,2855,2179,4246,3983,4750,4455,3742,sea,2855,2179,1689,3527,,,,,,
6264,04473386852742450,,1298,161,4915,4216,4536,4426,4962,sea,1298,161,2871,3861,,,,,,
6265,04444674744514482,,2344,2371,4906,3616,4074,4308,4287,sea,2344,2371,1633,4082,,,,,,
6266,04918768728198512,,2679,1435,3513,3260,3641,4425,3378,sea,2679,1435,2138,598,,,,,,
6267,04853444648198224,,1030,24,3782,4709,3829,4997,3257,sea,1030,24,2110,773,,,,,,
6268,04133186973343223,,2425,1408,4170,4170,3526,3483,3548,sea,2425,1408,3265,785,,,,,,
6269,04478641674334487,,2097,3407,3002,3002,4028,3418,3742,sea,2097,7677,3050,4024,,,,,,
6270,04774948662522224,,1298,2604,4926,3114,3114,4962,4821,sea,1298,2604,3069,3779,,,,,,
6271,04759687315955170,,2363,2694,3745,4318,4916,4370,4380,sea,2363,2694,1231,1481,,,,,,
6272,04369219619849490,,1072,1454,4429,3906,3428,3437,3418,sea,1072,1454,203,3994,,,,,,
6273,04733266235535239,,1817,49,4675,3443,4708,3618,4480,sea,1817,49,4211,2190,,,,,,
6274,04921161466646385,,2380,1306,3072,4056,4687,3644,3856,sea,2380,1306,51,3579,,,,,,
6275,04676652599159178,,4153,2303,4214,3391,3563,3575,4090,sea,8423,2303,536,224,,,,,,
6276,04717241242552181,,23,4767,4767,3359,3618,4314,4155,sea,23,9037,2491,2197,,,,,,
6277,04998278186216469,,1727,1352,3083,3288,3383,3065,3404,sea,1727,1352,3193,683,,,,,,
6278,04712349796456445,,456,1071,3126,3004,3397,4580,4424,sea,456,1071,1810,3973,,,,,,
6279,04897651492672921,,2426,2446,4840,3647,3054,3437,3751,sea,2426,2446,892,4160,,,,,,
6280,04393124564854673,,4666,2023,4139,4917,4833,4229,3773,sea,8936,2023,2041,2022,,,,,,
6281,04952869221931669,,976,745,4738,3895,3428,4717,4424,sea,976,745,2363,4113,,,,,,
6282,04841224117817857,,4388,4399,3745,4318,3777,3111,3773,sea,8658,8669,1250,1866,,,,,,
6283,04233624468878687,,1146,3724,3265,4664,3649,4424,4287,sea,1146,7994,1153,3972,,,,,,
6284,04625323429439185,,2363,1602,3921,3692,3347,4946,4013,sea,2363,1602,1688,1513,,,,,,
6285,04345255353333550,,896,628,4675,3443,3082,4581,3923,sea,896,628,4216,2210,,,,,,
6286,04698111912182917,,3394,1841,4139,4917,4833,3441,4357,sea,7664,1841,2042,183,,,,,,
6287,04176177498168472,,2363,67,4562,3632,4176,4975,3295,sea,2363,67,2759,1510,,,,,,
6288,04148234646556677,,146,1071,3126,3126,4712,4018,4095,sea,146,1071,1756,763,,,,,,
6289,04764532962412892,,896,751,3491,3491,3558,3579,3375,sea,896,751,2166,2199,,,,,,
6290,04596571812152619,,3639,355,3075,3075,3252,4674,4942,sea,7909,355,2793,632,,,,,,
6291,04679559492512840,,2855,692,4384,4384,4384,4424,4966,sea,2855,692,2250,3691,,,,,,
6292,04154116188718380,,2363,3263,3263,3263,3301,3473,4886,sea,2363,7533,2816,1501,,,,,,
6293,04827641843463828,,2086,250,3100,4200,3798,4314,4708,sea,2086,250,2721,2201,,,,,,
6294,04274693254114114,,1772,1652,4645,4633,3414,4890,3773,sea,1772,1652,2493,1935,,,,,,
6295,04786322953773840,,2363,16,4843,3355,4244,4818,4757,sea,2363,16,1311,1487,,,,,,
6296,04157547847957982,,2363,1200,4216,4216,3165,3338,4011,sea,2363,1200,2868,1469,,,,,,
6297,04723122939439958,,4010,2834,4495,3106,4976,4309,4670,sea,8280,2834,1412,248,,,,,,
6298,04994451887827262,,976,2888,3318,3318,3686,4832,4962,sea,976,2888,4270,3736,,,,,,
6299,04964168766166877,,319,2025,3126,3126,3464,4281,4311,sea,319,2025,1822,217,,,,,,
6300,04284883729269150,,1298,2448,4354,3955,3964,4455,3751,sea,1298,2448,3169,4068,,,,,,
6301,04825753379499324,,1346,1199,3814,3143,4567,3298,4220,sea,1346,1199,2491,550,,,,,,
6302,04141857616266542,,908,162,4370,4789,3443,4666,4232,sea,908,162,4224,1995,,,,,,
6303,04848477983813963,,2363,4399,3745,4318,4477,4894,4586,sea,2363,8669,1287,1448,,,,,,
6304,04192577887617150,,3644,1482,4701,3689,3349,4536,3828,sea,7914,1482,2723,4059,,,,,,
6305,04531932691271830,,1672,836,4675,3443,4366,4357,4142,sea,1672,836,4208,183,,,,,,
6306,04214828382542128,,4159,1565,4205,3182,4888,4308,4821,sea,8429,1565,2045,3498,,,,,,
6307,04552611544684593,,1298,637,3345,3242,3297,3428,4287,sea,1298,637,3437,4110,,,,,,
6308,04566412639969167,,4152,3114,3708,3114,3114,3606,3298,sea,8422,7384,3070,768,,,,,,
6309,04542232989119278,,666,2104,4128,4128,4287,4580,3349,sea,666,2104,1741,3532,,,,,,
6310,04465718298218564,,2852,953,3632,3614,4426,3428,4962,sea,2852,953,2741,4004,,,,,,
6311,04142796626716519,,2363,1674,4344,4851,4443,4862,3128,sea,2363,1674,2839,1459,,,,,,
6312,04227938627417693,,3856,4733,4043,3104,4054,3437,4821,sea,8126,9003,4248,3878,,,,,,
6313,04719123117757137,,3215,431,4928,4158,3681,3823,3228,sea,7485,431,2684,560,,,,,,
