Port Key,Address Key,Port Name,Port Type,Port Size,UN/LOCODE,Phone,Fax,800 Number,Email,Web Site
2174,5174,Marin,,,,,,,,
2175,5175,Nouadhibou,Seaport,Medium,MRNDB,222 574 5134,222 574 5136,,,
2176,5176,Nouakchott,"Pier, Jetty or Wharf",Very Small,MRNKC,222 251453,222 251794,,,
2177,5177,Port Louis,Seaport,Medium,MUPLU,230 206 5400,230 240 0856,,mauport@intnet.mu,www.mauport.com
2178,5178,Acapulco,,,MXACA,,,,,
2179,5179,Aguascalientes,,,,,,,,
2180,5180,Altamira,,,MXATM,,,,,
2181,5181,Alvarado,Harbor,Small,,,,,,
2182,5182,Cabo San Lucas,Harbor,Small,,,,,,
2183,5183,Campeche,Harbor,Small,,981 6-74-35,981 6-27-47,,apicam@campeche.com,www.fis.com/campeche
2184,5184,Cayo Arcas,Off-Shore Terminal,Very Small,,52 938 382 0500,52 981 812 0365,,,
2185,5185,Ciudad del Carmen,Harbor,Small,,,,,,
2186,5186,Coatzacoalcos,Seaport,Medium,MXCOA,921 21 10 270,921 21 10 272,,,www.apicoatza.com
2187,5187,Cozumel,"Pier, Jetty or Wharf",Small,,983 832-6101,983 832-1106,,apiqroo@apqroo.com.mx,www.apiqroo.com.mx
2188,5188,Dos Bocas,,,,,,,,
2189,5189,Ensenada,Seaport,Medium,MXESE,52 646 178-2860,52 646 174-0370,,informacion@apiensenada.com.mx,www.puertoensenada.com.mx
2190,5190,Frontera,River Port,Small,,,,,,
2191,5191,Guaymas,Seaport,Medium,MXGYM,622 225-22-50,622 225-22-50,,,www.puertodeguaymas.com
2192,5192,La Paz,Harbor,Small,,52 612 12 2-77-77,52 612 12 2-77-78,,apibcs@prodigy.net.mx,www.bajaport.com
2193,5193,Lazaro Cardenas,Seaport,Medium,,52 753 532 20 64,52 753 537 2150,,,www.apilac.com.mx
2194,5194,Manzanillo,Seaport,Medium,PAMIT,52 314 331 1400,52 314 331 1400,,,www.puerto-de-manzanillo.com.mx
2195,5195,Mazatlan,Seaport,Medium,,669 982-30-19,,,apimaz@apimazatlan.com.mx,www.apimazatlan.com.mx
2196,5196,Minatitlan,River Port,Small,,,,,,
2197,5197,Monterrey,,,,,,,,
2198,5198,Morro Redondo,"Pier, Jetty or Wharf",Small,,,,,,
2199,5199,Nanchital,River Port,Small,,,,,,
2200,5200,Nautla,,,,,,,,
2201,5201,Pichilingue,,,,,,,,
2202,5202,Progreso,,,MXPGO,,,,,
2203,5203,Puerto Escondido,Harbor,Small,,52 612 12 2-77-77,52 612 12 2-77-78,,apibcs@prodigy.net.mx,www.bajaport.com
2204,5204,Puerto Madero,Harbor,Small,,962 62 868 41,,,,www.puertochiapas.com.mx
2205,5205,Puerto Morelos,,,MXPMS,,,,,
2206,5206,Puerto Progreso,,,,,,,,
2207,5207,Puerto Vallarta,Harbor,Small,,322 224 1000,322 224 1350,,mail@apivta.com,www.apivta.com
2208,5208,Rosarito Terminal,,,,,,,,
2209,5209,Salina Cruz,Seaport,Small,MXSCX,971 714 1325,971 714 0014,,,www.apisal.com.mx
2210,5210,San Carlos,"Pier, Jetty or Wharf",Small,,52 612 12 2-77-77,52 612 12 2-77-78,,apibcs@prodigy.net.mx,www.bajaport.com
2211,5211,San Juan de la Costa,"Pier, Jetty or Wharf",Very Small,,52 612 12 2-77-77,52 612 12 2-77-78,,apibcs@prodigy.net.mx,www.bajaport.com
2212,5212,San Marcos,"Pier, Jetty or Wharf",Small,,52 612 12 2-77-77,52 612 12 2-77-78,,apibcs@prodigy.net.mx,www.bajaport.com
2213,5213,Santa Maria,,,,,,,,
2214,5214,Santa Rosalia,Harbor,Small,,52 612 12 2-77-77,52 612 12 2-77-78,,apibcs@prodigy.net.mx,www.bajaport.com
2215,5215,Tampico,Seaport,Medium,MXTAM,833 212 46 60,833 212 57 44,,acamarillo@puertodetampico.com.mx,www.puertodetampico.com.mx
2216,5216,Toluca,,,,,,,,
2217,5217,Topolobampo,Seaport,Medium,MXTPB,668 862-04-94,,,apitopo@apitopo.com.mx,www.apitopo.com.mx
2218,5218,Tuxpan,Seaport,Medium,,783 837 00 15,783 837 01 30,,,www.puerto-de-tuxpan.com.mx
2219,5219,Veracruz,Seaport,Large,MXVER,52 229 923 2170,52 229 932 3040,,,www.apiver.com
2220,5220,Yukalpeten,Harbor,Small,,,,,,
2221,5221,Yap,Harbor,Medium,,691 350 2403,691 350 2267,,,
2222,5222,Giurgiulesti,,,MDGIU,,,,,
2223,5223,Tiraspol,,,,,,,,
2224,5224,Monaco,Harbor,Small,MCMON,377 93 15 86 78,377 93 15 37 15,,,
2225,5225,Plymouth,"Pier, Jetty or Wharf",Very Small,USPYM,664 491 2791,664 491 8063,,monpa@candw.ag,www.giu.gov.ms
2226,5226,Agadir,Seaport,Medium,MAAGA,061.91.07.28,,,b_ajouhi@marsamaroc.co.ma,www.marsamaroc.co.ma
2227,5227,Al Hoceima,Harbor,Small,,039 98 33 74,,,,http://www.marsamaroc.co.ma
2228,5228,Assila,,,,,,,,
2229,5229,Boujdour,,,,,,,,
2230,5230,Casablanca,Seaport,Medium,MACAS,022 54 67 18,022 31 79 10,,c_sefraoui@marsamaroc.co.ma,www.marsamaroc.co.ma
2231,5231,Dakhla,,,,,,,,
2232,5232,El Jadida,Harbor,Small,MAELJ,023 34 54 54,,,,www.marsamaroc.co.ma
2233,5233,Essaouira,"Pier, Jetty or Wharf",Small,,,,,,www.marsamaroc.co.ma
2234,5234,Jorf Lasfar,Harbor,Small,,061.91.56.74,,,j_khamlach@marsamaroc.co.ma,www.marsamaroc.co.ma
2235,5235,Kenitra,,,,,,,,
2236,5236,Laayoune,Harbor,Small,,028 99 88 88,,,a_bellat@marsamaroc.co.ma,www.marsamaroc.co.ma
2237,5237,Larache,,,,,,,,
2238,5238,Mohammedia,Seaport,Small,MAMOH,023 32 40 80,,,a_jabbari@marsamaroc.co.ma,www.marsamaroc.co.ma
2239,5239,Nador,,,,,,,,
2240,5240,Port Nador,Seaport,Medium,,061.91.57.39,,,n_ouakka@marsamaroc.co.ma,www.marsamaroc.co.ma
2241,5241,Safi,Seaport,Medium,MASFI,061.91.57.33,,,n_elmallah@marsamaroc.co.ma,www.sodep.co.ma
2242,5242,Tangier,,,MATNG,,,,,
2243,5243,Tan Tan,Harbor,Small,,048 87 90 68,,,,www.marsamaroc.co.ma
2244,5244,Beira,Seaport,Medium,MZBEW,258 23 321000,258 23 329290,,,www.cfmnet.co.mz
2245,5245,Chinde,,,,,,,,
2246,5246,Inhambane,,,,,,,,
2247,5247,Macuse,,,,,,,,
2248,5248,Maputo,Seaport,Medium,MZMPM,+258 21 313920,+258 21 313921,,info@portmaputo.com,www.portmaputo.com
2249,5249,Mozambique,,,,,,,,
2250,5250,Nacala,Seaport,Small,MZMNC,258 21 327173,258 21 427746,,,www.cfmnet.co.mz
2251,5251,Pebane,,,,,,,,
2252,5252,Pemba,"Pier, Jetty or Wharf",Small,MZPOL,258 21 327173,258 21 427746,,,www.cfmnet.co.mz
2253,5253,Quelimane,"Pier, Jetty or Wharf",Small,MZUEL,258 21 327173,258 21 427746,,,www.cfmnet.co.mz
2254,5254,Bassein,River Port,Very Small,,95 1 295134,,,mpa-sad@mptmail.net.mm,www.mot.gov.mm/mpa/index.html
2255,5255,Moulmein,,,,,,,,
2256,5256,Sittwe,,,,,,,,
2257,5257,Thilawa,,,,,,,,
2258,5258,Yangon,,,MMRGN,,,,,
2259,5259,Luderitz,Harbor,Small,NALUD,264 63 20 0217,264 63 20 0218,,widux@namport com.na,www.namport.com
2260,5260,Walvis Bay,Seaport,Small,NAWVB,264 64 208 2207,264 64 208 2323,,jerome@Namport.com.na,www.namport.com
2261,5261,Nauru,,,,,,,,
2262,5262,Yaren,,,,,,,,
2263,5263,Alkmaar,Ferry,Small,NLALK,31 72 548 8888,31 72 548 8777,,,
2264,5264,Amsterdam,Seaport,Very Large,NLAMS,31 20 - 5234 500,31 20 - 6209 821,,marketing@amsterdamports.nl,www.amsterdamports.nl
2265,5265,Aruba,,,AWAUA,,,,,
2266,5266,Born,,,,,,,,
2267,5267,Breskens,Harbor,Small,,31 117 381902,31 117 383931,,,
2268,5268,Brouwershaven,Harbor,Very Small,,31 111 691370,31 111 691330,,,
2269,5269,Den Helder,Harbor,Small,,31 223 613955,31 223 627780,,haven@denhelder.nl,www.havendenhelder.nl
2270,5270,Dordrecht,Seaport,Medium,NLDOR,31 78 639 7878,31 78 639 7879,,hvndordt@worldonline.nl,
2271,5271,Eemshaven,Harbor,Small,NLEEM,+31 (0)596-640400,+31 (0)596-630464,,info@groningen-seaports.com,www.groningen-seaports.com
2272,5272,Europoort,,,,,,,,
2273,5273,Flushing,,,,,,,,
2274,5274,Groningen,River Port,Small,NLGRQ,31 50 367 8910,31 50 367 8596,,,
2275,5275,Groot-Ammers,,,,,,,,
2276,5276,Hansweert,,,,,,,,
2277,5277,Harlingen,Seaport,Small,,31 517 492222,31 517 492222,,gemeentebestuur@harlingen.nl,www.harlingen.nl
2278,5278,Hellevoetsluis,Harbor,Small,,31 181 312688,31 181 312688,,,
2279,5279,Hengelo,,,,,,,,
2280,5280,Hook of Holland,,,,,,,,
2281,5281,Ijmuiden,,,,,,,,
2282,5282,Middelburg,,,,,,,,
2283,5283,Moerdijk,Seaport,Medium,NLMOE,31-0 168 - 38 88 88,31-0168 - 38 88 99,,info@havenschapmoerdijk.nl,www.portofmoerdijk.nl
2284,5284,Nijmegen,River Port,Small,,31 24 329 2696,31 24 323 5810,,,
2285,5285,Rotterdam,Deepwater Seaport,Very Large,USRAJ,31 (0) 10 252 10 10,31 (0) 10 252 10 20,,info@portmanagement.com,www.portofrotterdam.com
2286,5286,Rozenburg,,,,,,,,
2287,5287,Scheveningen,,,,,,,,
2288,5288,Schiedam,Harbor,Small,,31 10 631 5300,31 10 631 5302,,,
2289,5289,Sluiskil,,,,,,,,
2290,5290,Son,,,,,,,,
2291,5291,Texel,,,,,,,,
2292,5292,Vlaardingen,Seaport,Medium,NLVLA,31 10 434 4700,31 10 434 4373,,havenkantoor@vlaardingen.nl,www.vlaardingen.nl
2293,5293,Vlissingen,,,NLVLI,,,,,
2294,5294,Willemstad,,,ANWIL,,,,,
2295,5295,Zaanstad,,,,,,,,
2296,5296,Zierikzee,Harbor,Small,,31 111 452000,31 111 452000,,,
2297,5297,Zwolle,River Port,Small,,31 38 498 2348,31 38 498 2801,,,
2298,5298,Bonoil,,,,,,,,
2299,5299,Bopec Terminal,,,,,,,,
2300,5300,Bullen Bay,,,,,,,,
2301,5301,Caracas Bay,,,,,,,,
2302,5302,Fuik Bay,,,,,,,,
2303,5303,Kralendijk,,,,,,,,
2304,5304,Philipsburg,,,ANPHI,,,,,
2305,5305,Salina,,,,,,,,
2306,5306,St. Eustatius,,,,,,,,
2307,5307,St Michiel's Bay,,,,,,,,
2308,5308,Willemstad,,,ANWIL,,,,,
2309,5309,Babouillat,"Pier, Jetty or Wharf",Very Small,,687 283384,687 287388,,amb-noumea@ofratel.nc,
2310,5310,Kouaoua,"Pier, Jetty or Wharf",Very Small,,687 245454,687 287537,,fgma@eramet-sln.nc,
2311,5311,Nepoui,"Pier, Jetty or Wharf",Small,,687 245454,687 287537,,fgma@eramet-sln.nc,
2312,5312,Noumea,Seaport,Medium,NCNOU,687 255000,687 275490,,noumeaportnc@canl.nc,
2313,5313,Poro,"Pier, Jetty or Wharf",Very Small,,687 255000,687 275490,,noumeaportnc@canl.nc,
2314,5314,Thio,"Pier, Jetty or Wharf",Small,,687 245454,687 287537,,fgma@eramet-sln.nc,
2315,5315,Akaroa,Harbor,Small,,03 353-9007,,,ecinfo@ecan.govt.nz,www.ecan.govt.nz
2316,5316,Auckland,Seaport,Large,NZAKL,0064 9 366 0055,64 9 367 5455,,,www.poal.co.nz
2317,5317,Blenheim,,,,,,,,
2318,5318,Bluff,Seaport,Small,NZBLU,64 3 212 8159,64 3 212 8685,,info@southport.co.nz,www.southport.co.nz
2319,5319,Christchurch,,,NZCHC,,,,,
2320,5320,Dunedin,,,NZDUD,,,,,
2321,5321,Gisborne,Seaport,Small,,64 6 869 0700,64 6 867 8563,,admin@eastland.co.nz,www.eastland.co.nz
2322,5322,Greymouth,Harbor,Small,,64 3 768 1700,64 3 768 1713,,,www.greydc.govt.nz
2323,5323,Hamilton,,,NZHLZ,,,,,
2324,5324,Hawera,,,,,,,,
2325,5325,Huntly,,,,,,,,
2326,5326,Invercargill,,,,,,,,
2327,5327,Levin,,,,,,,,
2328,5328,Lyttelton,Seaport,Medium,NZLYT,03 328 8198,03 328 7828,,marketing@lpc.co.nz,www.lpc.co.nz
2329,5329,Marsden Point,,,,,,,,
2330,5330,Mount Maunganui,,,,,,,,
2331,5331,Napier,Seaport,Medium,NZNPE,+64 6 974 4400,+64 6 974 4408,,info@portofnapier.co.nz,www.portofnapier.co.nz
2332,5332,Nelson,Seaport,Medium,NZNSN,+ 64 3 548 2099,+64 3 546 9015,,info@portnelson.co.nz,www.portnelson.co.nz
2333,5333,New Plymouth,Seaport,Small,NZNPL,64 6 7510200,64 6 7510886,,westgate@westgate.co.nz,www.porttaranaki.co.nz
2334,5334,Oamaru,,,,,,,,
2335,5335,Onehunga,Harbor,Small,,64 9 366 0055,,,,www.poal.co.nz
2336,5336,Opua,Harbor,Small,,,,,,
2337,5337,Otago Harbour,,,,,,,,
2338,5338,Palmerston,,,,,,,,
2339,5339,Picton,Harbor,Small,,+64 3 520 3399,+64 3 573 7695,,shipping@pmnz.co.nz,portmarlborough.co.nz
2340,5340,Port Chalmers,,,NZPOE,,,,,
2341,5341,Rotorua,,,,,,,,
2342,5342,Taharoa Terminal,,,,,,,,
2343,5343,Tarakohe,Harbor,Small,,64 3 525 9135,64 3 525 9135,,pettits@xtra.co.nz,
2344,5344,Tauranga,Seaport,Medium,NZTRG,00 64 7 572 8899,00 64 7 572 8800,,administration@port-tauranga.co.nz,www.port-tauranga.co.nz
2345,5345,Timaru,Harbor,Small,NZTIU,64 3 684 4199,64 3 684 5615,,info@primeport.co.nz,www.primeport.co.nz
2346,5346,Wanganui,Seaport,Small,NZWAG,64 6 344 7684,64 6 344 7524,,,
2347,5347,Wellington,Seaport,Medium,NZWLG,+64 4 495 3800,+64 4 495 3873,,customerservices@centreport.co.nz,www.centreport.co.nz
2348,5348,Westport,Seaport,Medium,,64 3 788 8081,64 3 788 8081,,westportharbour-nz@xtra.co.nz,www.westportharbour.co.nz
2349,5349,Whakaaropai Terminal,,,,,,,,
2350,5350,Whangarei,Harbor,Small,NZWRE,64 9 438 4639,64 9 438 0012,,mailroom@nrc.govt.nz,www.nrc.govt.nz
2351,5351,Bluefields,"Pier, Jetty or Wharf",Very Small,,,,,,
2352,5352,Corinto,Harbor,Medium,NICIO,505-222-3837,,,,www.epn.com.ni
2353,5353,El Bluff,"Pier, Jetty or Wharf",Very Small,,505-222-3837,,,,www.epn.com.ni
2354,5354,Puerto Cabezas,"Pier, Jetty or Wharf",Very Small,,505-222-3837,,,,www.epn.com.ni
2355,5355,Puerto Sandino Puert,,,,,,,,
2356,5356,San Juan del Sur,Harbor,Small,,505-222-3837,,,,www.epn.com.ni
2357,5357,Antan Terminal,,,,,,,,
2358,5358,Apapa,,,NGAPP,,,,,
2359,5359,Bonny,,,,,,,,
2360,5360,Bonny Offshore Terminal,,,,,,,,
2361,5361,Brass Terminal,,,,,,,,
2362,5362,Burutu,,,,,,,,
2363,5363,Calabar,Seaport,Small,NGCBQ,234 087 232505,234 087 210151,,calabar@nigerianports.org,www.nigerianports.org
2364,5364,Escravos,Off-Shore Terminal,Very Small,,23 41 260 0600,,,,www.chevron.com
2365,5365,Forcados,,,,,,,,
2366,5366,Koko,River Port,Small,,234 09 5237141,234 09 5237143,,,www.nigerianports.org
2367,5367,Lagos,,,NGLOS,,,,,
2368,5368,Odudu Terminal,,,,,,,,
2369,5369,Okono Terminal,,,,,,,,
2370,5370,Okrika,,,,,,,,
2371,5371,Onne,Seaport,Medium,NGONN,234 84 239185,234 84 239185,,fot@nigerianports.org,www.nigerianports.org
2372,5372,Pennington Termpenni,,,,,,,,
2373,5373,Port Harcourt,Seaport,Medium,NGPHC,234 84 235908,234 84 235402,,ph@nigerianports.org,www.nigerianports.org
2374,5374,Qua Iboe,,,,,,,,
2375,5375,Sapele,River Port,Small,,234 09 5237141,234 09 5237143,,,www.nigerianports.org
2376,5376,Tincan,,,,,,,,
2377,5377,Ukpokiti Marine Terminal,,,,,,,,
2378,5378,Warri,River Port,Small,NGWAR,234 053 251080,234 053 251625,,warri@nigerianports.org,www.nigerianports.org
2379,5379,Yoho Terminal,,,,,,,,
2380,5380,Alofi,,,,,,,,
2381,5381,Kingston,,,JMKIN,,,,,
2382,5382,Chongjin,Seaport,Medium,KPCHO,,,,,
2383,5383,Haeju,Seaport,Medium,,,,,,
2384,5384,Hungnam,Seaport,Medium,,,,,,
2385,5385,Najin,,,,,,,,
2386,5386,Nampo,Seaport,Large,,,,,,
2387,5387,Songjin,Harbor,Small,,,,,,
2388,5388,Wonsan,Seaport,Medium,KPWON,,,,,
2389,5389,Aaheim,,,,,,,,
2390,5390,Aalesund,Harbor,Small,,47 70 16 34 00,47 70 16 34 01,,havnevesenet@alesund.havn.no,www.alesund.havn.no
2391,5391,Aardalstangen,,,,,,,,
2392,5392,Agnefest,,,,,,,,
2393,5393,Agotnes,Seaport,Small,NOAGO,47 56 32 30 00,47 56 33 51 91,,,
2394,5394,Akrehamn,,,,,,,,
2395,5395,Alvik,Harbor,Small,NOAAV,47 56 55 08 39,47 56 55 09 56,,,
2396,5396,Arendal,Harbor,Small,,47 37 01 31 47,47 37 01 31 57,,jurgen.sievers@arendal.kommune.no,
2397,5397,Austevoll,,,NOASV,,,,,
2398,5398,Batsfjord,Harbor,Small,,78 98 55 10,78 98 55 11,,firmapost@batsfjord.havn.no,
2399,5399,Bergen,Seaport,Medium,NOBGO,55 56 89 50,55 56 89 86,,bergen.havn@bergen.kommune.no,www.bergenhavn.no
2400,5400,Bodo,Seaport,Medium,NOBOO,,,,firmapost@bodohavn.no,www.bodohavn.no
2401,5401,Borg Havn IKS,,,,,,,,
2402,5402,Brevik,,,NOBVK,,,,,
2403,5403,Bronnoysund,Harbor,Small,,75 01 20 70,75 01 20 71,,bronnoy.havn@bronnoy.kommune.no,www.bronnoyhavn.com
2404,5404,Drammen,Seaport,Medium,NODRM,47 32 20 86 50,47 32 20 86 51,,firmapost@drammenhavn.no,www.drammenhavn.no
2405,5405,Egersund,,,,,,,,
2406,5406,Eikefet,,,,,,,,
2407,5407,Fagerstrand,,,,,,,,
2408,5408,Farsund,Harbor,Small,,47 38 39 01 00,47 38 39 01 40,,,
2409,5409,Fiborgtangen,,,,,,,,
2410,5410,Flekkefjord,Harbor,Small,,47 38 32 18 55,,,,
2411,5411,Floroe,Harbor,Small,,47 57 75 67 40,47 57 74 09 16,,hamn@floro.kommune.no,
2412,5412,Fredrikstad,,,NOFRK,,,,,
2413,5413,Fusa,,,NOFUS,,,,,
2414,5414,Glomfjord,,,,,,,,
2415,5415,Grenland Harbour,,,,,,,,
2416,5416,Grimstad,Harbor,Small,,47 37 04 05 93,47 37 25 95 97,,,
2417,5417,Haavik,,,,,,,,
2418,5418,Halden,Harbor,Small,NOHAL,47 69 18 32 00,47 69 18 06 80,,,
2419,5419,Hammerfest,Harbor,Small,,47 78 40 74 00,47 78 40 74 01,,post@hammerfest.havn.no,
2420,5420,Hareid,,,NOHRI,,,,,
2421,5421,Harstad,,,,,,,,
2422,5422,Haugesund,Seaport,Medium,NOHAU,47 52 70 37 50,47 52 70 37 69,,post@karmsund-havn.no,www.karmsund-havn.no
2423,5423,Heroya,,,NOHRY,,,,,
2424,5424,Holmestrand,Harbor,Small,,47 33 05 25 32,47 33 05 36 67,,,
2425,5425,Honningsvag,,,,,,,,
2426,5426,Horten,Harbor,Small,,47 33 08 64 00,47 33 08 63 91,,horten.havnevesen@horten.kommune.no,www.hortenhavn.no
2427,5427,Hoyanger,"Pier, Jetty or Wharf",Small,,47 57 71 52 87,47 57 71 53 77,,torfinn.lagreid@hydro.com,www.hydro.com
2428,5428,Husnes,Harbor,Small,NOHUS,47 53 47 50 00,47 53 47 53 90,,,
2429,5429,Kaarsto,,,,,,,,
2430,5430,Kirkenes,Off-Shore Terminal,Small,,78 99 91 00,78 99 12 00,,post@kirkenes-havn.no,
2431,5431,Kopervik,Harbor,Small,,47 52 84 54 70,47 52 84 54 71,,,
2432,5432,Kragero,Harbor,Small,,47 35 98 17 50,47 35 99 13 34,,post@kragero-havnevesen.no,
2433,5433,Kristiansand S.Chris,Harbor,Small,,47 38 00 60 00,47 38 02 70 99,,post@kristiansand-havn.no,www.kristiansandhavn.no
2434,5434,Kristiansund N.Chris,,,,,,,,
2435,5435,Langesund,,,,,,,,
2436,5436,Larvik,Harbor,Small,NOLAR,47 33 16 57 50,47 33 16 57 59,,post@larvik.havn.no,www.larvikhavn.vf.no
2437,5437,Leirvik,,,,,,,,
2438,5438,Lillesand,Harbor,Small,,37 27 15 00,,,,www.lillesand.kommune.no
2439,5439,Lodingen,Harbor,Small,,47 76 98 66 09,47 76 98 66 41,,lodingen.havnevesen@lodingen.kkommune.no,www.lodingen.kommune.no
2440,5440,Maaloy,Harbor,Small,,47 57 85 26 20,47 57 85 26 21,,post@nordfjord.havn.no,www.maloyguide.no
2441,5441,Malm,Harbor,Small,,,,,,
2442,5442,Mandal,Harbor,Small,,47 38 26 20 11,47 38 26 34 76,,,
2443,5443,Menstad,,,,,,,,
2444,5444,Mo I Rana,Harbor,Small,,47 75 13 47 00,47 75 13 47 01,,havna@rana.kommune.no,www.portofmoirana.no
2445,5445,Molde,Harbor,Small,NOMOL,47 71 19 16 20,47 71 19 16 21,,office@moldehavn.no,www.moldehavn.no
2446,5446,Mongstad,,,NOMON,,,,,
2447,5447,Mosjoen,Harbor,Small,,47 75 10 18 70,47 75 10 18 71,,torbjorn.jorgensen@vefsn.kommune.no,
2448,5448,Moss,Seaport,Small,NOMSS,69 20 87 00,69 20 87 01,,firmapost@moss-havn.no,www.moss-havn.no
2449,5449,Naersnes,,,,,,,,
2450,5450,Namsos,Harbor,Small,,47 74 27 24 00,47 74 27 25 50,,havnekontoret@namsos.kommune.no,www.namsos.kommune.no
2451,5451,Narvik,Seaport,Medium,,47 76 95 03 70,47 76 95 03 84,,office@portofnarvik.com,www.portofnarvik.com
2452,5452,Odda,Harbor,Small,NOODD,,,,,
2453,5453,Orkanger,,,NOORK,,,,,
2454,5454,Oslo,Seaport,Medium,NOOSL,+ 47 23 49 26 00,+47 23 49 26 01,,eva.hagen@ohv.oslo.no,www.ohv.oslo.no
2455,5455,Porsgrunn,,,NOPOR,,,,,
2456,5456,Risavika,,,,,,,,
2457,5457,Risor,Harbor,Small,,47 37 15 05 00,47 37 15 00 58,,,
2458,5458,Sandefjord,Harbor,Small,NOSAD,33 41 64 39,47 33 46 26 13,,bjornar.christiansen@sandefjord.kommune.no,
2459,5459,Sandnes,Seaport,Medium,,51608990,51608991,,sahv@sandnes-havn.no,www.sandnes-havn.no
2460,5460,Sarpsborg,,,NOSPG,,,,,
2461,5461,Sauda,Harbor,Small,NOSAU,52 78 62 72,52 78 15 65,,,
2462,5462,Skien,,,NOSKE,,,,,
2463,5463,Skudeneshavn,,,,,,,,
2464,5464,Slagen,Seaport,Small,,47 51 71 52 00,47 51 71 52 10,,,
2465,5465,Stavanger,Harbor,Small,NOSVG,51 50 12 00,51 50 12 22,,info@stavanger.havn.no,www.stavanger-havn.no
2466,5466,Steinkjer,,,,,,,,
2467,5467,Sture,,,,,,,,
2468,5468,Sunndalsora,Harbor,Small,NOSUN,,,,,
2469,5469,Svelgen,Harbor,Small,NOSVE,47 57 79 61 00,47 57 79 62 76,,,
2470,5470,Svelvik,,,,,,,,
2471,5471,Svolvaer,,,,,,,,
2472,5472,Tau,Harbor,Small,,47 51 74 74 00,47 51 74 83 86,,,
2473,5473,Thamshamn,,,,,,,,
2474,5474,Tjeldbergodden,,,,,,,,
2475,5475,Tofte,,,,,,,,
2476,5476,Tonsberg,Harbor,Small,NOTON,47 33 35 45 00,47 33 35 45 10,,tonsberg.havn@tonsberg.havn.no,
2477,5477,Tromso,Seaport,Medium,NOTOS,47 77 66 18 50,47 77 66 18 51,,adm@tromso.havn.no,www.tromso.havn.no
2478,5478,Trondheim,Harbor,Small,NOTRD,47 73991700,47 73991717,,firmapost@trondheim.havn.no,www.trondheim.havn.no
2479,5479,Tvedestrand,Harbor,Small,,47 37 16 24 43,,,,
2480,5480,Vadso,Harbor,Small,,47 78 94 24 10,47 78 95 43 10,,havnevesen@vadso.kommune.no,
2481,5481,Vaksdal,Harbor,Small,,47 56 59 44 00,47 56 59 44 01,,,
2482,5482,Vardo,Harbor,Small,,47 78 98 72 76,47 78 98 78 28,,,
2483,5483,Volda,,,,,,,,
2484,5484,Cincinnati,,,USCVG,,,,,
2485,5485,Khasab,Harbor,Small,,968 2448 3430,968 2469 4077,,,
2486,5486,Mina Qaboos,,,,,,,,
2487,5487,Muscat,,,OMMCT,,,,,
2488,5488,Qalhat,"Pier, Jetty or Wharf",Small,,,,,,
2489,5489,Salalah,Seaport,Medium,OMSLL,968-24-600586,968-24-600736,,info@salalahport.com,www.salalahport.com
2490,5490,Sohar,Seaport,Small,OMSOH,968 26852700,968 26852701,,info@portofsohar.com,portofsohar.com
2491,5491,Gwadar,Deepwater Seaport,Small,,021-9202369,021-5878632,,,
2492,5492,Karachi,Seaport,Large,PKKHI,,,,webmaster@kpt.gov.pk,www.kpt.gov.pk
2493,5493,Keti Bandar,,,,,,,,
2494,5494,Lahore,,,,,,,,
2495,5495,Port Qasim,,,,,,,,
2496,5496,Sialkot,,,,,,,,
2497,5497,Aguadulce,,,,,,,,
2498,5498,Almirante,"Pier, Jetty or Wharf",Small,,507 233997,507 696992,,,www.cocatram.org.ni/puertosca/pto_almirante_panama.html
2499,5499,Bahia Las Minas,,,,,,,,
2500,5500,Balboa,Seaport,Medium,PABLB,507-207 5100,507-232 5697,,info@ppc.com.pa,www.ppc.com.pa
2501,5501,Bocas del Toro,"Pier, Jetty or Wharf",Small,,507 233997,507 696992,,,www.cocatram.org.ni/puertosca/pto_bocasdeltoro_panama.html
2502,5502,Charco Azul,"Pier, Jetty or Wharf",Very Small,,,,,,www.cocatram.org.ni/puertosca/pto_charcoazul_panama.html
2503,5503,Chiriqui Grande,,,,,,,,
2504,5504,Colon,,,PAONX,,,,,
2505,5505,Cristobal,Seaport,Medium,PACTB,507-433-7900,507-441-4676,,info@ppc.com.pa,www.ppc.com.pa
2506,5506,La Palma,"Pier, Jetty or Wharf",Very Small,,,,,,www.cocatram.org.ni/puertosca/pto_lapalma_panama.html
2507,5507,Manzanillo,,,PAMIT,,,,,
2508,5508,Mutis,,,,,,,,
2509,5509,Panama,,,,,,,,
2510,5510,Panama Canal,,,,,,,,
2511,5511,Pedregal,River Port,Very Small,,507 233997,507 696992,,,www.cocatram.org.ni/puertosca/pto_pedregal_panama.html
2512,5512,Puerto Armuelles,,,PAAML,,,,,
2513,5513,Rodman,,,PAPSA,,,,,
2514,5514,Taboga Island,,,,,,,,
2515,5515,Taboguilla Island,,,,,,,,
2516,5516,Vacamonte,Harbor,Small,,507 251 0111,507 251 2658,,,www.cocatram.org.ni/puertosca/pto_vacamonte_panama.html
2517,5517,Aitape,River Port,Very Small,,321 1400,321 2440,,,www.pngports.com.pg
2518,5518,Alotau,"Pier, Jetty or Wharf",Small,,321 1400,321 2440,,,www.pngports.com.pg
2519,5519,Anewa Bay,"Pier, Jetty or Wharf",Small,,675 972100,,,,
