Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs
4205,,,1042,1932,3177,4751,4900,3723,3773,,1042,1932,2744,1953,,,,,
4206,,,4580,872,3318,3318,4537,3001,4287,,8850,872,4270,3827,,,,,
4207,,,1516,1442,3228,3182,3392,3469,3920,,1516,1442,2045,670,,,,,
4208,,,2363,948,4586,3871,3197,3187,4540,,2363,948,1693,1481,,,,,
4209,,,2363,3210,3519,4436,3373,3587,4413,,2363,7480,2907,1481,,,,,
4210,,,450,1311,3104,4820,4919,3408,3227,,450,1311,4250,2200,,,,,
4211,,,2156,2947,3010,3699,4097,3418,3418,,2156,2947,2805,3837,,,,,
4212,,,2855,2854,4071,3087,3399,4287,3856,,2855,2854,987,3834,,,,,
4213,,,2607,1952,4043,4375,3171,4601,3078,,2607,1952,4250,671,,,,,
4214,,,3742,31,4701,3776,4422,4536,3828,,8012,31,2744,3833,,,,,
4215,,,2344,4282,4282,4282,3904,3428,4580,,2344,8552,274,3828,,,,,
4216,,,1368,90,3976,4947,3037,4658,3404,,1368,90,2437,671,,,,,
4217,,,2336,2218,4558,4187,3675,4832,3297,,2336,2218,1413,3831,,,,,
4218,,,2147,2499,4642,4728,3283,3133,4538,,2147,2499,2598,1950,,,,,
4219,,,3674,1151,4940,4940,3700,4919,4480,,7944,1151,2654,2199,,,,,
4220,,,2363,2448,4894,3955,3003,3709,4120,,2363,2448,3155,1481,,,,,
4221,,,1445,294,3866,3393,3417,3537,3217,,1445,294,2235,672,,,,,
4222,,,2220,3210,4517,4436,4436,3636,4364,,2220,7480,2907,233,,,,,
4223,,,3828,2621,3089,4583,3729,4635,4966,,8098,2621,1015,3833,,,,,
4224,,,2336,4517,4436,3519,4865,4455,3446,,2336,8787,2907,3829,,,,,
4225,,,2786,2151,3106,3576,4164,4287,4580,,2786,2151,1410,3827,,,,,
4226,,,2363,2876,3386,4067,4136,4897,4101,,2363,2876,2494,1482,,,,,
4227,,,1709,2244,3386,3143,3342,4426,4962,,1709,2244,2494,3828,,,,,
4228,,,3769,803,4990,4773,3273,3428,4966,,8039,803,2552,3825,,,,,
4229,,,2363,2177,3586,4054,3679,3946,4259,,2363,2177,4250,1482,,,,,
4230,,,4981,626,3694,4645,4919,4314,3375,,9251,626,2494,2199,,,,,
4231,,,2363,1171,4699,4967,4650,4354,4720,,2363,1171,1599,1481,,,,,
4232,,,2084,1363,4214,4757,4234,4621,4217,,2084,1363,524,670,,,,,
4233,,,4821,3942,3250,3183,4635,4455,3742,,9091,8212,392,3820,,,,,
4234,,,3332,310,4399,4318,4819,3188,3588,,7602,310,1261,671,,,,,
4235,,,4580,2798,3526,3242,4832,4287,3856,,8850,2798,3355,3828,,,,,
4236,,,2363,748,4701,3787,3689,3559,3841,,2363,748,2744,1482,,,,,
4237,,,2300,2656,3488,3314,3723,3133,4921,,2300,2656,2369,1952,,,,,
4238,,,2843,580,3072,3330,3412,3808,4622,,2843,580,63,671,,,,,
4239,,,4597,3080,4599,3432,3445,3721,4175,,8867,7350,2744,670,,,,,
4240,,,962,3834,3586,4375,4288,3591,3543,,962,8104,4250,673,,,,,
4241,,,1727,1866,3334,4545,4100,3327,4795,,1727,1866,2599,669,,,,,
4242,,,1752,2791,3870,4788,3573,3001,3418,,1752,2791,2333,3830,,,,,
4243,,,2855,490,4056,3122,4056,4832,3856,,2855,490,63,3835,,,,,
4244,,,4581,2904,4169,3932,3375,3579,4155,,8851,2904,2599,2200,,,,,
4245,,,774,2265,3181,3721,3552,4717,4966,,774,2265,127,3825,,,,,
4246,,,76,1055,4806,4526,4424,4832,4966,,76,1055,1297,3824,,,,,
4247,,,4923,361,4305,3647,4840,4797,4311,,9193,361,891,233,,,,,
4248,,,4889,2619,4511,4836,4511,3686,3922,,9159,2619,1226,672,,,,,
4249,,,4040,117,3004,3004,4301,3065,4448,,8310,117,1795,671,,,,,
4250,,,3934,1435,3513,3972,3972,3130,3994,,8204,1435,2142,233,,,,,
4251,,,2363,1327,3036,4575,3105,3729,3685,,2363,1327,2637,1482,,,,,
4252,,,2363,4085,3357,4673,3746,3565,4486,,2363,8355,2744,1481,,,,,
4253,,,1371,1200,4915,4113,3349,3428,4536,,1371,1200,2859,3820,,,,,
4254,,,2363,2795,4553,4443,4060,4786,3893,,2363,2795,2840,1482,,,,,
4255,,,2343,2955,3347,3347,3983,4187,4234,,2343,2955,1685,671,,,,,
4256,,,1053,2265,4257,3895,3688,4786,3943,,1053,2265,128,670,,,,,
4257,,,976,2482,3112,3326,3103,4308,3054,,976,2482,2552,3829,,,,,
4258,,,2129,2455,3973,3905,4116,3381,4621,,2129,2455,2744,671,,,,,
4259,,,2363,3302,3193,4505,4784,3145,3766,,2363,7572,3085,1481,,,,,
4260,,,4706,736,3075,3075,3075,4797,4181,,8976,736,2796,233,,,,,
4261,,,3186,2045,3213,3565,3824,3352,3124,,7456,2045,2654,673,,,,,
4262,,,383,1657,3145,3823,4997,3484,3152,,383,1657,2257,671,,,,,
4263,,,591,532,3118,3330,3153,3774,3756,,591,532,63,669,,,,,
4264,,,110,103,3726,3872,3483,3067,3164,,110,103,803,673,,,,,
4265,,,2954,1193,4517,3519,4865,3252,4353,,2954,1193,2907,672,,,,,
4266,,,439,1048,4682,3568,3848,4081,4138,,439,1048,2598,670,,,,,
4267,,,2363,3457,4852,3100,4562,3617,4859,,2363,7727,2744,1482,,,,,
4268,,,2640,265,3327,3617,4132,4192,4902,,2640,265,2073,233,,,,,
4269,,,383,3493,4710,3910,4323,4441,4175,,383,7763,2743,673,,,,,
4270,,,1058,2056,4687,4056,3161,3396,3920,,1058,2056,63,671,,,,,
4271,,,4162,826,4418,3668,3774,4952,3321,,8432,826,831,671,,,,,
4272,,,4220,1987,3488,3274,3190,3404,4050,,8490,1987,2369,670,,,,,
4273,,,942,2265,3606,4170,4005,3428,3437,,942,2265,127,3829,,,,,
4274,,,976,1841,4221,4509,3054,3418,3349,,976,1841,2042,3825,,,,,
4275,,,2363,2658,3355,4881,4722,3623,4493,,2363,2658,2080,1481,,,,,
4276,,,4159,1321,3456,3887,4637,4888,3437,,8429,1321,1599,3829,,,,,
4277,,,1709,3342,3386,3359,3342,4717,3437,,1709,7612,2494,3824,,,,,
4278,,,3850,4045,4851,4443,3017,3228,4441,,8120,8315,2840,674,,,,,
4279,,,3644,381,3143,4067,3359,4832,3418,,7914,381,2494,3823,,,,,
4280,,,2852,876,3586,4375,4776,4635,3828,,2852,876,4250,3830,,,,,
4281,,,3742,2408,3692,4121,3349,4308,4821,,8012,2408,1685,3828,,,,,
4282,,,2363,1157,4048,3615,4050,3702,4789,,2363,1157,2817,1482,,,,,
4283,,,3696,2377,4623,4338,3908,4447,3340,,7966,2377,2744,670,,,,,
4284,,,1709,637,4170,3242,4888,4159,4287,,1709,637,3356,3826,,,,,
4285,,,386,162,3329,3443,3443,4962,3751,,386,162,4216,3829,,,,,
4286,,,3441,1511,4048,3274,3441,3441,4142,,7711,1511,2368,183,,,,,
4287,,,4580,2125,4915,4216,3165,4536,4455,,8850,2125,2859,3828,,,,,
4288,,,3579,626,4067,4376,3342,3408,3419,,7849,626,2494,2200,,,,,
4289,,,1209,2203,4031,3326,4426,4962,4455,,1209,2203,2552,3828,,,,,
4290,,,1219,987,3112,3103,4536,3428,4536,,1219,987,2552,3827,,,,,
4291,,,2819,451,4117,4894,4097,4962,4536,,2819,451,2805,3830,,,,,
4292,,,2277,4214,4757,3391,4717,3644,3751,,2277,8484,523,3828,,,,,
4293,,,2846,4775,4137,4664,3649,3888,4847,,2846,9045,1164,673,,,,,
4294,,,2363,2885,4360,4142,3476,4400,4723,,2363,2885,183,1482,,,,,
4295,,,2344,2408,4246,3692,3349,3428,4821,,2344,2408,1685,3826,,,,,
4296,,,2363,1864,4529,3119,3670,4454,4674,,2363,1864,819,1482,,,,,
4297,,,3644,2512,3680,4212,4426,4455,4821,,7914,2512,1296,3829,,,,,
4298,,,2363,4280,4283,4594,4346,3546,3366,,2363,8550,2055,1481,,,,,
4299,,,2500,3207,4344,3992,4717,4635,4580,,2500,7477,2841,3822,,,,,
4300,,,4355,287,4168,4472,3092,4311,3092,,8625,287,4266,233,,,,,
4301,,,277,3146,4939,4330,3467,4497,4598,,277,7416,1404,671,,,,,
4302,,,4424,3538,4083,4198,4536,3418,4962,,8694,7808,2636,3832,,,,,
4303,,,2367,1857,5000,5000,3321,4786,4321,,2367,1857,1415,671,,,,,
4304,,,386,3387,4414,3105,4424,4832,3054,,386,7657,2636,3828,,,,,
4305,,,2336,4045,4064,4851,4717,4455,3437,,2336,8315,2841,3826,,,,,
4306,,,2866,2888,3318,3318,4635,3742,3297,,2866,2888,4270,3826,,,,,
4307,,,2097,1122,3491,3491,3558,3644,3742,,2097,1122,2166,3830,,,,,
4308,,,4401,509,4727,4026,4401,4597,3050,,8671,509,2636,671,,,,,
4309,,,2076,3226,3226,3226,3226,4281,4364,,2076,7496,2948,232,,,,,
4310,,,3082,2582,4338,4856,3608,4581,3631,,7352,2582,2744,2199,,,,,
4311,,,2436,2448,4928,3955,4717,4580,4424,,2436,2448,3155,3830,,,,,
4312,,,2648,4221,4221,4917,3428,3742,4287,,2648,8491,2042,3826,,,,,
4313,,,4304,371,4958,3274,3759,4971,3996,,8574,371,2369,233,,,,,
4314,,,3742,3288,3180,3760,3311,4888,4424,,8012,7558,3200,3829,,,,,
4315,,,2363,2542,3745,4318,4695,3591,3309,,2363,2542,1261,1481,,,,,
4316,,,3777,1830,4515,3271,3147,4890,3128,,8047,1830,3085,1953,,,,,
4317,,,2116,1995,3451,4147,3578,4735,3323,,2116,1995,63,670,,,,,
4318,,,942,2715,3387,4883,4426,4635,3349,,942,2715,2636,3830,,,,,
4319,,,3501,2218,4130,3058,4969,3211,4340,,7771,2218,1413,233,,,,,
4320,,,4994,1674,4553,3715,4553,4483,3396,,9264,1674,2841,671,,,,,
4321,,,2559,332,4351,4197,4774,3548,3217,,2559,332,1164,672,,,,,
4322,,,4193,1125,4644,4644,4717,3418,3856,,8463,1125,3185,3830,,,,,
4323,,,2363,2816,3513,4079,3641,3296,3004,,2363,2816,2142,1481,,,,,
4324,,,142,1037,3407,3002,3696,3252,3744,,142,1037,3051,672,,,,,
4325,,,1032,4399,3745,4318,3139,3408,3419,,1032,8669,1261,2199,,,,,
4326,,,456,2448,3287,3955,4287,4536,4776,,456,2448,3155,3826,,,,,
4327,,,965,161,4915,4216,4458,4611,4050,,965,161,2859,670,,,,,
4328,,,1209,730,3444,4491,4627,4455,3446,,1209,730,859,3827,,,,,
4329,,,1189,2614,3314,3274,3317,4536,3751,,1189,2614,2369,3826,,,,,
4330,,,4365,2131,4214,3218,4503,3575,3014,,8635,2131,2092,233,,,,,
4331,,,2363,948,3050,3111,4668,3286,3725,,2363,948,1692,1481,,,,,
4332,,,2535,2279,4748,3699,4222,3601,3922,,2535,2279,2552,671,,,,,
4333,,,1871,1873,4196,3728,3295,4536,3418,,1871,1873,2744,3831,,,,,
4334,,,449,2290,3617,4782,3077,4847,4217,,449,2290,2598,672,,,,,
4335,,,3769,2218,4362,3996,3742,3428,3297,,8039,2218,1413,3829,,,,,
4336,,,2363,1341,3917,3183,3435,4601,4067,,2363,1341,390,1481,,,,,
4337,,,868,355,3075,3075,3075,4684,4052,,868,355,2796,671,,,,,
4338,,,1484,4517,4517,3519,4448,3065,4187,,1484,8787,2907,670,,,,,
4339,,,2500,75,3577,4583,3729,4635,3742,,2500,75,1015,3829,,,,,
4340,,,1209,736,3075,3075,3075,3428,4776,,1209,736,2796,3831,,,,,
4341,,,2363,907,4246,3692,4750,3629,4158,,2363,907,1685,1482,,,,,
4342,,,1078,984,3144,3790,4505,3970,4634,,1078,984,3086,1951,,,,,
4343,,,3082,766,4851,4616,4553,4314,3631,,7352,766,2841,2199,,,,,
4344,,,2336,3142,4953,4701,3349,3428,3742,,2336,7412,2744,3827,,,,,
4345,,,3295,4949,3726,4442,4780,3446,3742,,7565,9219,802,3831,,,,,
4346,,,1219,1408,3526,3157,4776,4536,3437,,1219,1408,3357,3829,,,,,
4347,,,2786,4246,3983,3347,3349,4580,3751,,2786,8516,1685,3833,,,,,
4348,,,1890,1910,4624,4665,3252,3706,3646,,1890,1910,2598,670,,,,,
4349,,,2879,2448,4953,3955,3461,4847,3559,,2879,2448,3155,672,,,,,
4350,,,2363,104,3745,4318,3806,3421,3257,,2363,104,1261,1481,,,,,
4351,,,2363,391,3319,3535,3238,3459,4937,,2363,391,1599,1481,,,,,
4352,,,908,3003,3395,4837,4572,3970,3773,,908,7273,1164,1952,,,,,
4353,,,1283,1511,4482,3759,3895,3418,3856,,1283,1511,2369,3826,,,,,
4354,,,962,2244,4067,3386,4376,3784,3642,,962,2244,2494,672,,,,,
4355,,,1078,717,3287,3738,4872,4538,4316,,1078,717,2835,1951,,,,,
4356,,,591,4246,3983,3983,3913,4663,4622,,591,8516,1685,670,,,,,
4357,,,4634,4758,3488,4176,3141,4388,4702,,8904,9028,2055,1955,,,,,
4358,,,774,4274,3057,3447,3334,3446,4536,,774,8544,2598,3822,,,,,
4359,,,4981,4517,3519,3519,4314,3408,3419,,9251,8787,2907,2199,,,,,
4360,,,1812,1472,4449,3956,4473,3579,3923,,1812,1472,1600,2200,,,,,
4361,,,4243,2448,3007,3955,4774,4890,4316,,8513,2448,3155,1952,,,,,
4362,,,1308,3912,4958,4960,4272,4086,4010,,1308,8182,35,233,,,,,
4363,,,386,2452,4216,4113,4113,3418,4536,,386,2452,2859,3829,,,,,
4364,,,2436,3089,3503,4986,4424,3428,4455,,2436,7359,1014,3829,,,,,
4365,,,1371,2899,4037,3272,3759,4580,3295,,1371,2899,2369,3831,,,,,
4366,,,1067,1237,4228,4831,3679,3926,4622,,1067,1237,4250,671,,,,,
4367,,,2772,3614,4987,4116,3017,4363,3922,,2772,7884,2744,670,,,,,
4368,,,444,2244,4645,4376,3954,3721,4500,,444,2244,2494,674,,,,,
4369,,,3769,4647,4299,4709,3573,3644,4455,,8039,8917,2113,3824,,,,,
4370,,,2336,2074,3345,3157,3054,4888,4966,,2336,2074,3357,3826,,,,,
4371,,,2363,46,3666,3009,3350,4314,3386,,2363,46,3200,1481,,,,,
4372,,,2457,2622,4725,3671,3308,4036,3606,,2457,2622,3085,668,,,,,
4373,,,233,2812,3519,4436,4977,3618,3227,,233,2812,2907,2200,,,,,
4374,,,2363,948,3623,3408,3876,3862,3855,,2363,948,1693,1482,,,,,
4375,,,1903,3995,3995,3431,3215,3869,3050,,1903,8265,2385,673,,,,,
4376,,,2363,4733,4228,4820,3679,3193,4329,,2363,9003,4250,1482,,,,,
4377,,,3266,1961,3966,3879,3137,4611,3646,,7536,1961,1599,670,,,,,
4378,,,3848,2871,3444,4627,4627,4190,3507,,8118,2871,859,674,,,,,
4379,,,3742,2265,4419,3276,3428,3446,4580,,8012,2265,127,3837,,,,,
4380,,2018-01-29,4243,106,4338,3270,4200,4702,4316,,8513,106,2744,1953,,,EXW,,
4381,,,2855,1377,4317,3754,4998,3001,4580,,2855,1377,1164,3829,,,,,
4382,,,2363,1159,4687,3118,4780,3874,4612,,2363,1159,63,1482,,,,,
4383,,,4536,2955,3347,4822,4822,3437,3742,,8806,2955,1685,3827,,,,,
4384,,,3017,3872,3115,4463,4463,4176,4813,,7287,8142,803,672,,,,,
4385,,,1219,794,4915,4216,3054,3428,3295,,1219,794,2859,3826,,,,,
4386,,,4340,2667,3995,3873,4310,3092,3464,,8610,2667,2386,233,,,,,
4387,,,2363,1492,4562,4422,4347,4311,4946,,2363,1492,2744,1482,,,,,
4388,,,546,1408,3345,3157,4957,4919,3631,,546,1408,3354,2199,,,,,
4389,,,3343,3126,3004,3004,3681,4674,3823,,7613,7396,1795,674,,,,,
4390,,,1785,4920,3115,3663,3518,3331,4726,,1785,9190,802,671,,,,,
4391,,,2363,2331,4551,4571,4623,3125,3667,,2363,2331,2744,1482,,,,,
4392,,,2906,993,4915,4216,4113,3482,4602,,2906,993,2858,672,,,,,
4393,,,1189,4573,4585,3087,3742,3742,3751,,1189,8843,988,3826,,,,,
4394,,,4360,1433,4305,4629,4142,3441,3253,,8630,1433,891,183,,,,,
4395,,,2467,1854,3514,3346,3463,3092,3246,,2467,1854,999,233,,,,,
4396,,,3667,216,4089,4964,3777,3133,4702,,7937,216,1217,1952,,,,,
4397,,,2363,4767,3143,3386,3342,4790,3846,,2363,9037,2494,1481,,,,,
4398,,,1871,1692,3513,3733,3655,3446,3349,,1871,1692,2142,3828,,,,,
4399,,,3014,1314,4037,3895,3561,3351,3014,,7284,1314,2368,233,,,,,
4400,,,2343,2599,3444,4627,4627,3780,4175,,2343,2599,859,672,,,,,
4401,,,4159,2694,3745,4318,3428,4308,4776,,8429,2694,1261,3831,,,,,
4402,,,2281,1490,4344,3992,4138,3878,4462,,2281,1490,2841,672,,,,,
4403,,,546,3371,3931,3949,4919,3579,3408,,546,7641,172,2200,,,,,
4404,,,2467,3729,4986,4986,3998,4385,3996,,2467,7999,1015,233,,,,,
4405,,,2363,2750,4947,4094,4249,4603,4575,,2363,2750,2436,1481,,,,,
4406,,,1524,2126,4515,4725,3271,4714,3543,,1524,2126,3086,671,,,,,
4407,,,444,2019,4675,3443,3110,3484,3607,,444,2019,4215,669,,,,,
4408,,,2336,2448,4401,3955,4635,4426,3054,,2336,2448,3155,3824,,,,,
4409,,,171,245,3444,3735,4997,4735,3218,,171,245,2354,671,,,,,
4410,,,1189,117,3126,3397,3317,4962,3828,,1189,117,1795,3821,,,,,
4411,,,2205,623,3546,4303,3396,4234,3228,,2205,623,2599,669,,,,,
4412,,,2344,1761,3973,3170,4780,4308,4962,,2344,1761,2744,3830,,,,,
4413,,,4424,3180,4681,3750,4287,3418,3437,,8694,7450,3200,3825,,,,,
4414,,,4786,1497,3577,4583,3267,3218,3497,,9056,1497,1015,670,,,,,
4415,,,2467,355,3075,3075,3075,3211,4340,,2467,355,2796,233,,,,,
4416,,,675,238,4383,4259,3020,4281,4090,,675,238,3057,233,,,,,
4417,,,859,1199,3814,4067,3054,4635,3828,,859,1199,2494,3829,,,,,
4418,,,4580,1854,3514,3095,3095,4888,3751,,8850,1854,999,3831,,,,,
4419,,,1283,2976,4970,4116,4832,4888,3856,,1283,2976,2744,3833,,,,,
4420,,,3986,3995,3995,4817,3998,3677,4566,,8256,8265,2386,233,,,,,
4421,,,2336,1363,3391,3391,4214,4455,3446,,2336,1363,523,3830,,,,,
4422,,,577,1746,3108,4891,4244,4388,3128,,577,1746,1326,1952,,,,,
4423,,,4424,1428,3586,4810,4287,4287,4821,,8694,1428,2092,3826,,,,,
4424,,,4536,1055,4738,3490,3297,4287,3297,,8806,1055,1297,3830,,,,,
4425,,,1416,2691,3127,3735,3720,4363,3646,,1416,2691,2354,671,,,,,
4426,,,942,2876,3386,3359,4888,4635,3437,,942,2876,2494,3829,,,,,
4427,,,2363,4747,4990,3103,4254,3163,4158,,2363,9017,2552,1482,,,,,
4428,,,2363,2040,3444,3261,4627,4374,3640,,2363,2040,859,1481,,,,,
4429,,,2149,2798,3345,4062,4717,3437,4962,,2149,2798,3355,3826,,,,,
4430,,,1283,213,4031,4772,4990,3001,3751,,1283,213,2552,3826,,,,,
4431,,,3828,2189,4221,4917,4717,4717,4455,,8098,2189,2042,3828,,,,,
4432,,,4279,755,4246,3983,3675,3377,3178,,8549,755,1685,671,,,,,
4433,,,4424,1647,4599,4953,3054,4635,4821,,8694,1647,2744,3832,,,,,
4434,,,3543,979,4216,4216,4458,4100,3888,,7813,979,2859,671,,,,,
4435,,,1298,2792,4987,3270,4635,4426,4536,,1298,2792,2744,3825,,,,,
4436,,,4598,2955,4246,4121,3450,3710,3580,,8868,2955,1685,671,,,,,
4437,,,2363,4126,4126,3606,4417,4024,3933,,2363,8396,2223,1481,,,,,
4438,,,76,355,3075,3075,3054,3428,4287,,76,355,2796,3823,,,,,
4439,,,4580,2914,4043,4820,4888,4287,3751,,8850,2914,4250,3829,,,,,
4440,,,2411,314,3796,4127,3351,4355,4231,,2411,314,3120,232,,,,,
4441,,,2363,1132,4019,3738,3511,4669,3101,,2363,1132,16,1482,,,,,
4442,,,2194,1841,4221,4917,3484,3675,4323,,2194,1841,2042,672,,,,,
4443,,,3644,788,3921,4121,4750,4635,4962,,7914,788,1685,3826,,,,,
4444,,,1398,1286,3711,3129,4984,3846,3807,,1398,1286,391,671,,,,,
4445,,,2336,2506,4785,4423,3868,3001,4966,,2336,2506,1714,3829,,,,,
4446,,,43,1950,3641,3655,3681,3703,4766,,43,1950,2142,670,,,,,
4447,,,1871,766,4443,4616,4443,3644,3446,,1871,766,2841,3828,,,,,
4448,,,3799,1108,4338,4946,4324,3411,3957,,8069,1108,2745,672,,,,,
4449,,,1737,4562,3693,3786,3630,4931,3078,,1737,8832,2744,670,,,,,
4450,,,2363,762,3586,3643,3679,4975,4887,,2363,762,4250,1483,,,,,
4451,,,3993,1731,4793,4375,4022,3501,4746,,8263,1731,4250,232,,,,,
4452,,,76,4491,3444,3261,4627,3446,3856,,76,8761,859,3829,,,,,
4453,,,3437,4554,4083,4898,4635,4888,4287,,7707,8824,2636,3834,,,,,
4454,,,3377,2712,3458,4114,4740,3681,3607,,7647,2712,1163,671,,,,,
4455,,,2363,637,3345,4062,4957,4541,4963,,2363,637,3357,1481,,,,,
4456,,,3828,993,4915,4216,3165,4308,4776,,8098,993,2858,3830,,,,,
4457,,,4424,1447,3076,3071,3297,3428,3418,,8694,1447,2092,3831,,,,,
4458,,,4281,1508,4452,3614,4452,3092,3246,,8551,1508,285,233,,,,,
4459,,,1209,3732,4299,4709,4287,3742,4287,,1209,8002,2113,3828,,,,,
4460,,,1046,2448,3037,3955,4132,4385,3761,,1046,2448,3155,233,,,,,
4461,,,2906,2488,4384,4384,4384,4190,3043,,2906,2488,2249,673,,,,,
4462,,,3375,4907,4034,4907,4314,4919,4981,,7645,9177,891,2199,,,,,
4463,,,4480,1324,3329,3443,4314,4314,3408,,8750,1324,4216,2199,,,,,
4464,,,2205,1615,3503,4583,3729,3381,4187,,2205,1615,1014,671,,,,,
4465,,,2956,2054,3075,3075,4388,3723,4232,,2956,2054,2796,1952,,,,,
4466,,,2363,2036,4338,4111,4879,4216,3882,,2363,2036,2744,1482,,,,,
4467,,,272,1111,3992,3992,4443,4684,4220,,272,1111,2840,672,,,,,
4468,,,2786,4562,4046,3787,4422,4424,3054,,2786,8832,2744,3831,,,,,
4469,,,171,1584,4998,3649,4301,3772,3257,,171,1584,1164,673,,,,,
4470,,,2956,2221,4067,3143,4376,4890,4634,,2956,2221,2494,1950,,,,,
4471,,,2436,3613,3177,3033,4669,4962,4580,,2436,7883,2744,3824,,,,,
4472,,,456,2448,4692,3955,3297,3418,3418,,456,2448,3155,3829,,,,,
4473,,,4293,2105,4084,3358,4708,4581,3923,,8563,2105,1601,2199,,,,,
4474,,,4653,4920,3858,3797,3518,3967,4969,,8923,9190,803,233,,,,,
4475,,,1115,1830,3144,3236,4587,4311,4586,,1115,1830,3086,233,,,,,
4476,,,2172,772,4333,4884,3536,4125,4704,,2172,772,1600,672,,,,,
4477,,,1146,547,4064,3715,4553,4962,3828,,1146,547,2840,3833,,,,,
4478,,,2866,4399,3745,4318,4437,4426,3297,,2866,8669,1261,3824,,,,,
4479,,,4580,2196,3802,3936,4426,4455,4776,,8850,2196,63,3821,,,,,
4480,,,1298,717,3504,4723,4405,3001,3297,,1298,717,2835,3830,,,,,
4481,,,4159,2025,3004,3397,3397,4635,4536,,8429,2025,1795,3825,,,,,
4482,,,1209,1971,4770,3288,3383,3742,3295,,1209,1971,3200,3830,,,,,
4483,,,2500,2562,3442,3183,3129,4426,4536,,2500,2562,391,3828,,,,,
4484,,,318,1363,4214,3391,4214,4215,3721,,318,1363,523,670,,,,,
4485,,,1308,708,4130,3900,4364,4309,3211,,1308,708,1600,233,,,,,
4486,,,1871,1096,4710,3608,3063,3418,3349,,1871,1096,2744,3821,,,,,
4487,,,2363,794,4216,4216,3099,4869,4248,,2363,794,2858,1482,,,,,
4488,,,2380,4649,3119,3543,3428,4832,4821,,2380,8919,1045,3828,,,,,
4489,,,2363,3183,4350,3183,3435,3341,4943,,2363,7453,393,1481,,,,,
4490,,,4499,204,4517,3519,3169,3636,3761,,8769,204,2907,233,,,,,
4491,,,421,2265,3791,4945,4176,4558,3352,,421,2265,127,670,,,,,
4492,,,2363,948,3838,3837,4770,4426,4250,,2363,948,1693,1481,,,,,
4493,,,2363,2062,3984,4618,4911,4041,4130,,2363,2062,1386,1482,,,,,
4494,,,3674,1242,3288,4035,4015,3825,4155,,7944,1242,3200,2199,,,,,
4495,,,4981,4789,4370,3443,3618,4581,4981,,9251,9059,4216,2200,,,,,
4496,,,128,637,4170,4170,3559,3065,3338,,128,637,3354,669,,,,,
4497,,,2363,3104,4022,4793,4412,4170,3602,,2363,7374,4250,1481,,,,,
4498,,,2363,986,3422,3355,3849,3927,4894,,2363,986,1390,1482,,,,,
4499,,,4536,1348,3526,4170,4424,3437,4287,,8806,1348,3354,3831,,,,,
4500,,,2064,2218,4295,4266,3691,3093,3043,,2064,2218,1413,671,,,,,
4501,,,4580,2446,4034,4907,4888,3446,4455,,8850,2446,891,3826,,,,,
4502,,,3723,2798,3345,3157,4957,4388,3414,,7993,2798,3356,1954,,,,,
4503,,,2076,637,4170,3157,3526,4132,4969,,2076,637,3357,233,,,,,
4504,,,749,1048,4038,4826,4952,4047,3090,,749,1048,2598,673,,,,,
4505,,,1562,1481,3345,4062,3780,3052,3381,,1562,1481,3356,670,,,,,
4506,,,1605,2784,4390,4037,3215,4735,4052,,1605,2784,2368,670,,,,,
4507,,,1146,4907,4840,3647,4907,4455,4287,,1146,9177,891,3836,,,,,
4508,,,4285,2882,4752,4115,3227,3618,4480,,8555,2882,1600,2200,,,,,
4509,,,859,2828,4429,3084,3252,3418,4962,,859,2828,203,3828,,,,,
4510,,,2363,320,4216,4216,4422,3173,4182,,2363,320,2858,1482,,,,,
4511,,,3828,628,4675,3443,3443,4888,4455,,8098,628,4215,3834,,,,,
4512,,,1770,2446,4305,3647,4942,4674,4887,,1770,2446,892,671,,,,,
4513,,,1219,948,4701,3349,3742,4287,4287,,1219,948,1693,3829,,,,,
4514,,,3096,2691,4861,3735,3720,3218,3045,,7366,2691,2354,671,,,,,
4515,,,2489,2435,3125,4694,3440,4537,4674,,2489,2435,1164,672,,,,,
4516,,,3644,562,4233,4986,4536,3428,4424,,7914,562,1014,3831,,,,,
4517,,,2363,2221,3694,3359,3342,4669,3247,,2363,2221,2494,1481,,,,,
4518,,,2363,925,3265,3239,3723,4244,3366,,2363,925,1164,1481,,,,,
4519,,,1752,332,4352,3088,4832,4424,3828,,1752,332,1164,3829,,,,,
4520,,,3625,355,3075,3075,3889,4018,3606,,7895,355,2796,673,,,,,
4521,,,1209,4151,3250,3890,4854,4424,4455,,1209,8421,393,3827,,,,,
4522,,,2849,371,3488,3759,3227,4581,3408,,2849,371,2369,2200,,,,,
4523,,,3262,1093,4913,4080,4913,4702,4634,,7532,1093,2235,1951,,,,,
4524,,,2380,2447,3163,4544,3184,3446,4536,,2380,2447,2654,3828,,,,,
4525,,,1291,1951,3145,3917,4426,3446,4776,,1291,1951,2257,3833,,,,,
4526,,,3943,440,3177,3608,4422,3706,4279,,8213,440,2744,672,,,,,
4527,,,2786,2514,3562,3689,3317,4308,3349,,2786,2514,2743,3827,,,,,
