Owner Code,Serial Number,Check Digit,ISO Size Code,ISO Type Code
CPSU,180594,7,22,G1
HLXU,440437,8,42,G0
HLXU,340630,6,22,G1
HLXU,445279,3,42,G0
HLXU,539118,7,42,G0
HLBU,113122,5,42,G1
HLBU,139240,7,22,G1
HLBU,143097,6,45,G0
HLXU,539301,1,42,G1
CPSU,173508,4,22,G1
HLXU,344866,0,22,G0
HLXU,443965,7,42,G0
HLXU,119146,2,22,G0
HLXU,171278,0,22,R1
HLXU,441005,1,42,G1
HLBU,114008,8,42,G0
HLXU,346255,4,22,G1
CPSU,179775,3,22,G1
HLXU,503284,9,42,G0
HLXU,443416,1,42,G1
HLXU,119106,4,22,G0
HLXU,541329,4,42,G0
HLXU,443227,4,42,G1
CPSU,178546,5,22,G1
HLXU,448744,9,42,G1
HLXU,118216,0,22,G1
HLXU,870849,7,45,R9
HLXU,504548,6,42,G1
HLXU,371512,2,22,R9
HLBU,142683,9,45,G0
HLXU,901131,4,L5,G1
HLBU,153552,0,42,G0
HLXU,116907,0,22,G0
HLXU,125056,4,22,G1
CPSU,181788,4,22,G1
CPSU,174340,4,22,G1
HLXU,120519,7,22,G1
HLXU,448056,9,42,G0
HLBU,106955,0,45,G0
CPSU,175502,7,22,G1
HLXU,506200,9,42,G1
HLXU,345128,0,22,G0
HLBU,142337,7,45,G0
HLXU,666064,2,45,U6
HLXU,445293,0,42,G1
HLXU,340912,9,22,G0
HLBU,149277,0,45,G0
HLXU,442005,4,42,G0
HLXU,341947,2,22,G0
HLXU,870230,1,45,R1
HLXU,346373,6,22,G0
HLXU,506906,7,42,G1
HLXU,445674,0,42,G1
HLBU,112207,4,42,G1
CPSU,177885,6,22,G1
HLXU,346292,6,22,G0
HLXU,362119,7,22,U1
HLXU,504284,1,42,G1
HLXU,268739,3,22,P3
HLBU,126239,1,42,G1
HLXU,440960,1,42,G0
HLBU,138931,0,22,G1
HLBU,116004,1,45,G0
HLBU,109023,1,45,G0
HLXU,563834,9,42,U1
HLXU,565271,4,42,U1
HLXU,504844,5,42,G0
HLBU,148263,1,45,G0
HLXU,440783,0,42,G1
CPSU,177323,0,22,G1
HLXU,344039,4,22,G0
HLBU,112474,7,42,G0
HLXU,124666,8,22,G0
HLXU,339984,4,22,G0
HLXU,373619,0,22,R9
HLXU,465059,0,42,U6
HLXU,561253,5,42,U1
HLBU,137221,8,22,G1
CPSU,178286,2,22,G1
HLXU,119535,7,22,G1
HLXU,440793,4,42,G0
HLXU,504715,3,42,G0
HLBU,139214,5,22,G1
HLBU,138139,5,22,G0
CPSU,175813,8,22,G1
HLXU,539786,0,42,G0
HLXU,878131,5,45,R9
HLXU,560901,4,42,U1
HLXU,878307,1,45,R9
HLXU,537806,1,42,G1
HLXU,507596,6,42,G0
HLXU,503164,6,42,G0
HLXU,563486,8,42,U1
HLBU,113727,4,42,G1
HLXU,119236,1,22,G0
HLXU,507711,0,42,G1
HLXU,343586,6,22,G1
HLBU,142137,0,45,G0
HLXU,900051,7,L5,G0
HLBU,172920,1,22,G1
HLBU,149712,4,45,G0
HLXU,505066,9,42,G0
HLXU,539005,2,42,G1
HLBU,801248,0,22,U1
HLXU,503116,4,42,G0
HLXU,127577,2,22,G0
HLXU,870813,0,45,R1
HLBU,124619,1,42,G1
HLBU,174794,3,22,G0
HLBU,802021,8,42,U1
CPSU,171590,6,22,G0
HLBU,138743,9,22,G1
HLXU,360253,0,22,U1
HLXU,345932,1,22,G0
CPSU,178413,1,22,G1
HLXU,539630,0,42,G1
HLXU,442110,5,42,G0
HLXU,563016,1,42,U1
HLXU,538018,0,42,G1
HLXU,870380,8,45,R9
HLBU,149595,0,45,G0
HLXU,503853,1,42,G1
HLXU,562168,6,42,U1
HLXU,126566,0,22,G1
CPSU,177661,8,22,G0
HLXU,563899,3,42,U1
HLXU,502363,5,42,G1
HLXU,442608,2,42,G1
HLXU,128342,7,22,G0
HLXU,444451,5,42,G0
HLBU,148133,4,45,G0
HLXU,129190,4,22,G1
HLBU,138621,5,22,G1
CPSU,170417,1,22,G1
HLXU,345537,4,22,G1
HLXU,268933,8,22,P3
HLXU,449811,5,42,G0
HLXU,564643,3,42,U1
HLXU,375601,7,22,R1
HLXU,503777,9,42,G0
HLBU,138091,5,22,G1
CPSU,182253,8,22,G0
HLXU,345979,8,22,G1
HLXU,665208,1,45,U6
HLXU,665000,0,45,U6
HLXU,446348,0,42,G0
HLXU,901164,4,L5,G0
HLBU,128247,0,45,G0
HLXU,121544,6,22,G0
HLXU,562829,9,42,U1
HLBU,113269,5,42,G1
HLBU,115213,5,45,G0
HLXU,117308,7,22,G1
HLXU,372830,4,22,R1
HLXU,877959,4,45,R9
HLXU,777650,3,45,R1
HLXU,343626,2,22,G0
HLXU,445614,3,42,G1
HLBU,113248,0,42,G0
HLXU,343764,3,22,G1
HLBU,113996,8,42,G1
CPSU,182004,3,22,G0
HLXU,268985,1,22,P3
CPSU,176876,4,22,G1
HLBU,108357,5,45,G0
HLXU,565354,5,42,U1
LNXU,965756,4,45,R9
HLBU,138668,1,22,G0
HLXU,565482,1,42,U1
HLXU,442053,6,42,G0
HLXU,440935,5,42,G1
LNXU,965764,8,45,R1
HLBU,107097,0,45,G0
HLXU,655982,9,45,G0
HLBU,147798,8,45,G0
HLBU,142428,1,45,G0
HLXU,539538,0,42,G1
HLBU,136804,4,22,G1
HLBU,142952,0,45,G0
HLXU,360130,1,22,U1
HLBU,172814,5,22,G1
HLBU,800667,5,42,U1
HLBU,174336,2,22,G1
HLXU,345137,0,22,G0
HLXU,445331,5,42,G1
HLXU,361833,6,22,U1
HLXU,368701,7,22,P3
HLBU,147587,0,45,G0
HLBU,141457,7,45,G0
HLXU,117575,0,22,G1
HLXU,871417,0,45,R9
HLXU,122859,1,22,G0
HLXU,870480,1,45,R9
HLXU,373673,4,22,R1
HLXU,446888,7,42,G0
HLXU,503676,0,42,G0
HLXU,443527,5,42,G1
HLXU,445512,9,42,G0
HLXU,128409,0,22,G0
CPSU,175811,7,22,G0
HLBU,136968,7,22,G0
HLXU,440969,0,42,G1
CPSU,177826,4,22,G0
HLXU,360352,9,22,U1
HLBU,800128,4,42,U1
HLBU,151648,7,42,G0
HLBU,112573,5,42,G0
HLBU,113612,9,42,G1
HLXU,541375,5,42,G0
HLXU,362104,5,22,U1
HLXU,371649,8,22,R1
HLXU,441284,0,42,G0
HLXU,777022,9,45,R1
HLBU,141694,6,45,G0
HLBU,106752,7,45,G0
HLXU,900019,2,L5,G0
HLBU,152405,8,42,G1
HLBU,143738,0,45,G0
HLBU,142294,4,45,G0
HLXU,446758,0,42,G1
HLBU,153059,0,42,G0
HLBU,137333,7,22,G0
HLXU,506104,7,42,G0
HLXU,566172,9,42,U1
CPSU,178133,0,22,G0
CPSU,170391,1,22,G1
HLXU,444045,8,42,G0
HLXU,340042,0,22,G0
HLXU,877856,4,45,R9
CPSU,176697,1,22,G1
HLBU,113326,4,42,G1
HLXU,562169,1,42,U1
CPSU,171018,5,22,G0
HLXU,117973,3,22,G1
HLBU,149053,2,45,G0
HLBU,151721,3,42,G0
HLXU,131172,6,22,G1
HLXU,560585,8,42,U1
HLXU,665492,7,45,U6
HLXU,562297,8,42,U1
HLXU,368949,6,22,P3
CPSU,180784,0,22,G0
HLXU,342473,9,22,G1
HLXU,368699,8,22,P3
HLBU,114763,3,42,G1
HLXU,268810,9,22,P3
HLXU,540329,1,42,G0
HLXU,126345,8,22,G1
HLBU,172964,1,22,G0
LNXU,965532,6,45,R1
CPSU,182754,1,22,G0
HLXU,878084,0,45,R9
HLXU,539874,8,42,G1
CPSU,174488,0,22,G0
CPSU,179303,6,22,G0
HLBU,108754,3,45,G0
CPSU,177129,5,22,G0
HLXU,117505,8,22,G0
HLBU,173381,5,22,G0
HLXU,560806,8,42,U1
LNXU,965292,2,45,R1
CPSU,182155,5,22,G0
HLBU,108281,2,45,G0
HLXU,503485,1,42,G0
HLXU,132220,9,22,G0
HLXU,561687,5,42,U1
HLBU,131470,6,45,G0
HLXU,130012,2,22,G0
CPSU,174508,7,22,G1
HLXU,538513,1,42,G0
CPSU,171347,4,22,G0
HLBU,139144,5,22,G1
HLXU,342975,8,22,G1
HLXU,537709,4,42,G1
HLXU,342568,5,22,G0
HLXU,870038,8,45,R1
HLXU,665950,6,45,U6
HLBU,108919,0,45,G0
HLXU,564787,7,42,U1
HLBU,803185,3,45,U6
HLBU,115115,2,45,G0
HLXU,365309,8,22,U6
HLBU,174911,8,22,G1
HLXU,540073,0,42,G1
HLBU,138063,2,22,G0
CPSU,173947,1,22,G1
HLBU,138596,0,22,G1
HLXU,871990,7,45,R1
LNXU,965549,9,45,R9
HLXU,120973,6,22,G1
HLXU,445262,0,42,G1
HLXU,869241,4,45,P3
CPSU,181743,9,22,G0
HLXU,541415,1,42,G1
HLXU,563725,6,42,U1
HLXU,461745,9,42,U1
CPSU,171079,8,22,G0
HLXU,371659,2,22,R1
HLXU,365853,6,22,U6
HLXU,116585,1,22,G0
HLBU,803137,1,45,U6
HLXU,340540,7,22,G0
HLBU,107903,0,45,G0
HLBU,143288,4,45,G0
HLXU,444758,4,42,G0
HLBU,138901,7,22,G0
HLXU,562076,6,42,U1
HLXU,561060,6,42,U1
HLXU,870184,2,45,R9
HLXU,506596,3,42,G0
HLXU,360264,0,22,U1
HLXU,536594,8,42,G1
HLXU,565164,2,42,U1
HLXU,900022,9,L5,G1
CPSU,179108,6,22,G0
HLXU,563069,0,42,U1
HLXU,368032,0,22,P3
HLXU,540609,3,42,G1
HLXU,507672,9,42,G0
CPSU,181897,7,22,G0
HLXU,122361,4,22,G1
HLXU,562338,0,42,U1
HLXU,343947,8,22,G1
HLBU,106678,5,45,G0
HLXU,565392,2,42,U1
HLXU,564385,1,42,U1
HLBU,152352,0,42,G1
HLBU,148645,8,45,G0
HLXU,565080,6,42,U1
CPSU,171054,1,22,G0
HLXU,361708,6,22,U1
HLBU,148008,4,45,G0
HLBU,147845,2,45,G0
HLBU,149136,3,45,G0
HLXU,444808,5,42,G0
HLXU,564324,9,42,U1
HLXU,504206,6,42,G0
HLXU,116789,0,22,G0
HLXU,123741,2,22,G0
HLXU,506335,3,42,G1
HLBU,152704,3,42,G1
CPSU,178946,0,22,G0
HLXU,124639,0,22,G1
HLXU,368563,8,22,P3
CPSU,179130,6,22,G1
HLXU,446427,0,42,G1
HLBU,108443,2,45,G0
HLXU,129699,1,22,G1
HLXU,870098,5,45,R9
HLXU,446902,1,42,G1
HLBU,800916,8,42,U1
HLXU,342519,8,22,G1
HLBU,125169,9,42,G1
HLBU,142853,2,45,G0
HLXU,127456,4,22,G1
HLXU,901166,5,L5,G0
HLXU,465513,8,42,U6
HLBU,112199,2,42,G0
HLXU,375379,1,22,R1
HLXU,505406,6,42,G0
HLBU,131932,7,45,G0
HLXU,537070,1,42,G0
HLXU,443879,0,42,G1
HLXU,171392,0,22,R1
HLXU,561746,5,42,U1
HLXU,442552,9,42,G1
HLXU,374435,2,22,R9
HLXU,115795,0,22,G1
HLXU,368633,8,22,P3
HLXU,824249,7,45,G0
HLXU,442637,0,42,G0
CPSU,182166,5,22,G0
HLXU,440789,2,42,G1
HLXU,777376,4,45,R9
CPSU,170316,2,22,G1
HLXU,506594,2,42,G1
HLXU,503513,2,42,G1
HLXU,446237,7,42,G1
HLXU,449216,0,42,G1
HLBU,113728,0,42,G0
HLBU,133244,2,45,G0
HLBU,130494,4,45,G0
HLXU,269055,8,22,P3
CPSU,170777,0,22,G0
HLXU,440470,8,42,G0
CPSU,173420,6,22,G1
CPSU,182668,4,22,G0
HLXU,373651,4,22,R9
HLXU,448616,2,42,G1
HLXU,361978,5,22,U1
HLXU,666306,7,45,U6
HLXU,536787,7,42,G0
HLXU,665234,3,45,U6
HLBU,904743,0,45,R1
HLXU,565444,4,42,U1
HLBU,149421,2,45,G0
HLBU,108729,7,45,G0
HLXU,130450,4,22,G0
HLXU,676287,7,45,R1
HLXU,443701,0,42,G1
HLXU,121975,0,22,G1
CPSU,176675,1,22,G0
HLXU,371485,7,22,R9
HLBU,904925,9,45,R9
CPSU,175194,4,22,G0
HLXU,118938,5,22,G0
HLXU,123306,7,22,G0
HLBU,149647,1,45,G0
HLXU,445573,1,42,G0
HLXU,442717,5,42,G0
HLXU,504034,1,42,G1
HLXU,442756,8,42,G1
HLXU,665036,7,45,U6
HLXU,871456,3,45,R9
HLXU,445483,2,42,G1
HLXU,465274,0,42,U6
HLXU,676582,0,45,R9
HLBU,107724,7,45,G0
HLXU,561912,7,42,U1
CPSU,176799,6,22,G0
HLXU,465065,3,42,U6
CPSU,178186,9,22,G0
HLXU,880400,7,45,R9
HLXU,131902,3,22,G1
CPSU,175923,6,22,G0
HLXU,116061,2,22,G1
CPSU,170544,2,22,G0
HLXU,365520,5,22,U6
HLXU,365404,4,22,U6
HLXU,443928,5,42,G1
HLXU,777091,5,45,R9
HLBU,151988,6,42,G0
HLXU,361967,5,22,U1
HLXU,538822,1,42,G1
HLXU,118948,0,22,G1
HLXU,268731,0,22,P3
HLBU,904398,5,45,R1
HLBU,137724,2,22,G1
HLBU,171974,3,22,G1
HLBU,904979,3,45,R1
HLBU,151679,6,42,G0
HLBU,112809,7,42,G1
HLXU,374097,6,22,R9
CPSU,182649,0,22,G0
HLBU,173843,6,22,G0
HLXU,880422,7,45,R9
HLXU,878536,7,45,R1
HLXU,503428,0,42,G0
HLXU,361388,8,22,U1
HLXU,465294,9,42,U6
CPSU,175242,4,22,G1
HLBU,148804,1,45,G0
HLXU,449284,1,42,G0
HLXU,439702,0,42,G0
HLXU,506272,1,42,G0
HLXU,445464,9,42,G0
HLXU,442436,8,42,G0
HLXU,506940,2,42,G0
HLXU,121275,4,22,G0
HLXU,128775,1,22,G0
HLXU,362493,1,22,U1
HLBU,143688,9,45,G0
HLXU,540833,1,42,G1
HLXU,777310,4,45,R1
HLBU,106582,3,45,G0
HLXU,119242,4,22,G0
HLBU,142118,6,45,G0
HLXU,126913,5,22,G1
HLXU,374708,6,22,R1
HLXU,503557,2,42,G0
HLXU,372984,2,22,R1
HLBU,113224,0,42,G0
HLXU,340160,1,22,G1
HLXU,868307,0,45,P3
HLBU,138120,1,22,G0
HLXU,506906,7,42,G0
HLXU,877819,2,45,R1
HLBU,149158,3,45,G0
HLXU,121688,0,22,G1
HLBU,173133,6,22,G0
HLBU,802016,0,42,U1
HLXU,870848,1,45,R1
HLXU,879962,6,45,R9
HLXU,502557,0,42,G1
HLXU,375504,0,22,R1
CPSU,171044,7,22,G0
HLXU,116501,3,22,G1
HLXU,129000,0,22,G0
HLBU,114395,3,42,G1
HLXU,467997,6,42,U6
CPSU,173070,4,22,G0
HLXU,900110,7,L5,G0
HLXU,506898,5,42,G0
HLBU,137023,1,22,G0
HLXU,563395,3,42,U1
CPSU,179317,2,22,G1
HLBU,172638,9,22,G1
HLXU,120927,5,22,G1
LNXU,965115,9,45,R1
HLXU,878359,5,45,R1
HLXU,268621,1,22,P3
HLBU,803454,5,22,U1
HLBU,801625,9,42,U1
HLXU,122430,9,22,G1
HLBU,139138,2,22,G0
HLBU,116195,1,45,G0
HLXU,116431,3,22,G0
HLBU,802497,7,45,U1
HLBU,108108,0,45,G0
HLXU,870978,9,45,R9
CPSU,177563,5,22,G1
HLXU,121144,1,22,G0
HLXU,122368,2,22,G1
HLXU,564392,0,42,U1
HLBU,108273,9,45,G0
HLBU,141960,1,45,G0
HLBU,138187,7,22,G1
HLBU,128576,0,45,G0
HLXU,870035,1,45,R9
HLXU,129982,0,22,G1
HLBU,904169,0,45,R9
HLXU,118918,6,22,G1
HLXU,121984,9,22,G0
HLXU,374521,0,22,R1
HLXU,665196,8,45,U6
HLXU,562138,2,42,U1
HLXU,344033,1,22,G1
HLXU,119177,1,22,G1
HLXU,444737,0,42,G0
HLXU,115442,0,22,G1
HLBU,112404,5,42,G0
HLXU,368281,5,22,P3
HLXU,119386,8,22,G1
HLXU,877855,9,45,R9
HLXU,371814,4,22,R9
HLXU,539086,4,42,G0
HLBU,116049,7,45,G0
HLBU,108400,8,45,G0
HLBU,128222,4,45,G0
HLXU,118460,7,22,G0
HLXU,540635,5,42,G1
HLBU,904032,4,45,R1
HLBU,107960,0,45,G0
HLXU,124570,6,22,G0
HLXU,122699,2,22,G0
HLXU,868290,9,45,P3
CPSU,177225,7,22,G0
HLBU,133311,6,45,G0
HLXU,344963,8,22,G1
HLXU,444611,4,42,G0
HLXU,374389,3,22,R9
HLBU,113218,7,42,G1
HLXU,869102,8,45,P3
CPSU,182010,6,22,G0
HLXU,122115,6,22,G1
HLBU,106949,8,45,G0
HLXU,877571,5,45,R1
HLBU,801370,3,22,U1
HLBU,143044,7,45,G0
HLXU,341094,6,22,G1
HLXU,125784,2,22,G1
CPSU,175629,8,22,G1
HLXU,448546,2,42,G0
HLXU,361452,5,22,U1
HLXU,777228,9,45,R1
HLXU,666305,1,45,U6
CPSU,182839,3,22,G0
CPSU,172713,6,22,G1
HLXU,443329,9,42,G0
HLXU,563597,1,42,U1
HLBU,127691,2,42,G0
HLXU,368338,4,22,P3
HLXU,365441,6,22,U6
HLXU,128191,7,22,G0
HLBU,802414,4,45,U1
HLXU,870777,6,45,R9
HLXU,502469,1,42,G0
HLXU,564466,1,42,U1
HLBU,803530,8,22,U1
HLXU,120592,5,22,G1
HLBU,143080,3,45,G0
HLXU,900032,3,L5,G0
HLXU,362787,0,22,U1
HLXU,374203,0,22,R1
HLXU,117727,5,22,G1
HLXU,467989,2,42,U6
CPSU,178349,4,22,G1
HLBU,114687,0,42,G1
HLXU,365642,9,22,U6
HLBU,106822,7,45,G0
HLXU,507102,9,42,G0
HLXU,125561,0,22,G0
HLXU,128531,4,22,G1
HLXU,540464,6,42,G1
CPSU,175822,7,22,G1
HLXU,901116,2,L5,G0
HLXU,443426,6,42,G0
HLBU,107570,0,45,G0
HLBU,138210,0,22,G0
HLXU,446148,3,42,G0
HLXU,118138,6,22,G1
HLBU,116314,7,45,G0
HLXU,131193,0,22,G1
HLXU,541076,0,42,G1
HLBU,802371,1,45,U1
HLXU,445596,7,42,G1
CPSU,181845,3,22,G0
HLXU,465508,0,42,U6
HLBU,152271,0,42,G0
HLXU,506118,3,42,G1
HLBU,107858,6,45,G0
HLXU,362019,3,22,U1
HLXU,504486,0,42,G1
HLXU,562760,4,42,U1
HLXU,439919,0,42,G0
HLXU,115718,0,22,G0
HLXU,448936,2,42,G0
HLXU,666265,5,45,U6
HLXU,562385,6,42,U1
HLXU,869437,0,45,P3
HLXU,362169,0,22,U1
CPSU,176317,4,22,G0
HLXU,368578,0,22,P3
HLBU,113190,6,42,G0
HLXU,502984,1,42,G1
HLXU,901118,3,L5,G0
HLXU,118357,7,22,G1
HLBU,800205,2,42,U1
CPSU,180824,6,22,G0
HLXU,442858,2,42,G1
CPSU,181791,0,22,G0
HLBU,143188,0,45,G0
HLXU,365920,0,22,U6
HLXU,368360,4,22,P3
HLXU,343198,7,22,G0
HLXU,346382,5,22,G0
HLXU,368812,0,22,P3
HLBU,139239,1,22,G1
HLBU,138014,5,22,G0
HLXU,824391,0,45,G0
HLBU,108943,0,45,G0
HLXU,439959,9,42,G0
HLXU,365835,8,22,U6
HLXU,448520,0,42,G0
HLXU,563896,7,42,U1
HLBU,172858,5,22,G1
HLBU,138828,0,22,G1
HLXU,441210,6,42,G0
HLXU,540491,3,42,G1
HLXU,128883,9,22,G1
HLXU,565571,5,42,U1
HLXU,120486,9,22,G1
HLXU,563081,6,42,U1
HLXU,371515,9,22,R1
HLXU,119845,2,22,G1
HLXU,566492,9,42,U1
HLXU,824417,0,45,G0
HLXU,448777,9,42,G1
HLXU,563379,6,42,U1
HLXU,502313,2,42,G0
HLXU,561972,4,42,U1
HLXU,506046,2,42,G0
HLBU,147992,2,45,G0
HLXU,360868,4,22,U1
HLXU,119189,7,22,G0
HLXU,343952,5,22,G1
HLBU,138573,5,22,G0
HLXU,878103,2,45,R1
HLBU,152881,7,42,G0
HLXU,123699,5,22,G0
LNXU,965313,5,45,R9
HLXU,502013,1,42,G0
HLXU,564991,6,42,U1
HLXU,448919,0,42,G0
HLXU,343592,9,22,G1
HLBU,141123,0,45,G0
HLXU,342556,0,22,G0
HLBU,132584,9,45,G0
HLXU,446236,1,42,G0
HLXU,536802,7,42,G1
HLBU,152308,0,42,G1
HLBU,803367,2,22,U1
HLXU,361015,9,22,U1
HLXU,870870,1,45,R9
HLBU,152025,2,42,G0
HLXU,869193,4,45,P3
HLXU,365266,5,22,U6
HLXU,344382,0,22,G1
HLBU,800800,7,42,U1
HLBU,904622,1,45,R9
HLBU,107763,0,45,G0
HLXU,561570,9,42,U1
HLXU,445642,6,42,G1
HLXU,365379,0,22,U6
CPSU,170796,3,22,G0
HLBU,112650,3,42,G1
HLBU,112196,6,42,G0
HLXU,117804,3,22,G0
HLBU,136801,8,22,G1
CPSU,179264,5,22,G1
CPSU,170807,1,22,G1
HLXU,565191,0,42,U1
HLXU,537977,2,42,G0
HLXU,541412,5,42,G0
HLXU,443797,4,42,G0
HLXU,449956,4,42,G1
HLXU,123306,7,22,G1
HLXU,504050,9,42,G0
HLBU,152606,0,42,G1
HLBU,142374,9,45,G0
HLXU,116688,1,22,G0
HLBU,127403,5,42,G1
HLXU,130138,8,22,G0
HLXU,877989,8,45,R9
HLXU,445891,0,42,G1
HLXU,507671,3,42,G0
HLBU,108616,2,45,G0
CPSU,176993,0,22,G1
HLBU,802246,1,45,U1
HLXU,340733,6,22,G1
HLBU,153374,3,42,G1
HLXU,449054,0,42,G1
HLBU,153234,1,42,G0
HLXU,345254,6,22,G1
LNXU,965297,0,45,R1
HLXU,361333,8,22,U1
HLBU,800953,0,42,U1
HLXU,129196,7,22,G1
HLXU,269055,8,22,P3
HLXU,441446,0,42,G0
CPSU,177936,2,22,G0
HLXU,878313,4,45,R1
HLXU,124909,8,22,G0
HLXU,375810,3,22,R9
HLXU,539384,4,42,G0
HLBU,107992,5,45,G0
HLXU,504042,5,42,G1
HLBU,148833,0,45,G0
HLBU,153830,1,42,G0
HLBU,152354,1,42,G0
HLBU,800772,6,42,U1
HLXU,345552,6,22,G1
HLXU,132956,0,22,G0
HLBU,143120,0,45,G0
HLXU,131448,6,22,G0
HLBU,149672,8,45,G0
HLBU,112227,3,42,G1
HLXU,171531,4,22,R1
CPSU,172782,2,22,G0
HLXU,560799,1,42,U1
HLXU,371503,3,22,R1
HLBU,800838,4,42,U1
HLBU,141820,0,45,G0
HLXU,269034,3,22,P3
HLBU,148335,2,45,G0
HLXU,342622,8,22,G1
HLXU,537400,4,42,G1
HLBU,149748,0,45,G0
HLXU,375381,2,22,R1
CPSU,182477,6,22,G1
HLXU,561602,1,42,U1
HLXU,448021,8,42,G0
HLXU,563057,5,42,U1
HLXU,121973,9,22,G1
HLXU,131787,0,22,G0
HLBU,148336,8,45,G0
HLBU,153694,3,42,G0
HLXU,507037,6,42,G0
CPSU,178900,9,22,G0
HLXU,777210,0,45,R1
HLBU,132269,6,45,G0
HLXU,506036,8,42,G0
HLBU,143164,0,45,G0
HLXU,365090,9,22,U6
HLXU,448269,7,42,G0
HLXU,537673,0,42,G1
HLBU,141329,0,45,G0
HLXU,121045,3,22,G0
HLBU,139103,1,22,G0
HLXU,375731,4,22,R9
HLBU,127262,0,42,G1
HLXU,131228,0,22,G0
LNXU,965702,0,45,R1
HLXU,443690,2,42,G1
HLBU,172595,6,22,G0
HLXU,116970,4,22,G0
HLXU,507159,0,42,G1
HLXU,343826,0,22,G1
HLBU,125776,9,42,G0
HLBU,801707,4,42,U1
HLXU,870701,1,45,R9
CPSU,174232,7,22,G1
HLXU,823989,8,45,G0
HLBU,137254,8,22,G0
HLXU,365875,6,22,U6
HLBU,107549,6,45,G0
HLXU,444582,8,42,G1
HLXU,564296,8,42,U1
HLXU,900100,2,L5,G0
HLXU,540959,7,42,G1
HLXU,365897,6,22,U6
HLXU,878539,3,45,R9
HLXU,504466,0,42,G0
CPSU,176412,0,22,G1
HLXU,565955,2,42,U1
HLXU,439994,0,42,G0
HLXU,878157,7,45,R1
HLBU,800781,5,42,U1
CPSU,175484,0,22,G1
HLXU,374240,2,22,R1
HLXU,871137,9,45,R9
HLBU,801428,8,22,U1
HLXU,505123,8,42,G0
HLXU,374522,5,22,R1
HLBU,801541,2,22,U1
HLXU,365629,8,22,U6
CPSU,175516,3,22,G1
CPSU,181020,8,22,G1
HLBU,115102,1,45,G0
CPSU,179432,8,22,G1
HLXU,563569,9,42,U1
HLBU,137852,9,22,G1
HLXU,449230,7,42,G1
HLXU,121478,8,22,G0
HLBU,142778,5,45,G0
HLBU,151728,1,42,G0
CPSU,182612,9,22,G0
HLBU,143205,1,45,G0
HLXU,562924,5,42,U1
HLXU,824042,1,45,G0
HLBU,802723,4,45,P3
HLXU,465548,9,42,U6
HLXU,440388,2,42,G0
HLXU,346581,7,22,G0
LNXU,965709,8,45,R9
HLBU,153799,4,42,G1
HLXU,539153,8,42,G1
HLXU,115195,9,22,G1
CPSU,178755,1,22,G0
HLXU,540135,7,42,G1
HLBU,114326,7,42,G0
HLXU,505416,0,42,G1
HLBU,172096,3,22,G0
HLXU,507241,5,42,G0
HLXU,539646,8,42,G0
HLXU,118673,5,22,G0
HLBU,113839,3,42,G0
HLXU,117330,7,22,G0
HLBU,138989,7,22,G1
HLBU,142127,5,45,G0
HLXU,345672,9,22,G0
HLXU,440160,2,42,G0
HLBU,147411,2,45,G0
HLXU,440423,1,42,G0
HLXU,879780,7,45,R1
HLXU,506005,9,42,G1
HLXU,565239,0,42,U1
HLBU,174747,7,22,G1
HLBU,148737,8,45,G0
HLXU,878008,6,45,R9
CPSU,175902,1,22,G0
HLXU,344111,5,22,G0
HLBU,138850,0,22,G1
HLXU,441450,1,42,G1
HLXU,116000,0,22,G1
HLBU,143578,0,45,G0
HLBU,107308,5,45,G0
HLBU,904121,8,45,R9
HLBU,172799,5,22,G1
HLXU,504044,6,42,G1
HLXU,506265,3,42,G0
HLXU,121118,0,22,G1
HLXU,448763,2,42,G1
HLBU,153802,9,42,G1
HLBU,107076,5,45,G0
HLBU,107166,4,45,G0
HLBU,801635,3,42,U1
HLBU,153684,9,42,G1
HLBU,148673,0,45,G0
HLBU,127272,4,42,G0
HLBU,803243,8,45,U6
HLXU,665340,0,45,U6
HLXU,116360,8,22,G1
HLXU,540806,4,42,G0
HLXU,371482,0,22,R9
CPSU,180776,6,22,G0
HLXU,666082,0,45,U6
HLBU,126625,0,42,G1
HLXU,561514,3,42,U1
HLXU,123758,5,22,G0
HLBU,107789,1,45,G0
HLXU,823993,0,45,G0
HLXU,120684,5,22,G0
CPSU,176559,0,22,G1
HLXU,442494,4,42,G1
HLXU,444408,0,42,G1
HLXU,360782,7,22,U1
HLXU,449440,9,42,G0
HLXU,676124,0,45,R9
HLXU,565078,5,42,U1
HLXU,446263,9,42,G1
HLXU,365069,4,22,U6
HLXU,115611,9,22,G0
HLXU,120597,2,22,G1
HLXU,448062,1,42,G0
HLXU,341652,9,22,G1
CPSU,177532,6,22,G1
HLXU,564562,3,42,U1
HLXU,362366,0,22,U1
HLBU,137023,1,22,G1
HLXU,540311,3,42,G0
HLXU,901115,7,L5,G1
CPSU,177309,3,22,G1
HLXU,461755,3,42,U1
HLXU,565908,6,42,U1
HLXU,345135,9,22,G0
HLXU,880480,3,45,R1
CPSU,175590,7,22,G0
HLXU,541344,6,42,G0
CPSU,182953,3,22,G1
HLXU,439962,5,42,G1
CPSU,175813,8,22,G0
HLXU,505680,7,42,G1
HLXU,121255,5,22,G1
HLXU,538574,4,42,G1
HLBU,108430,1,45,G0
HLBU,143562,3,45,G0
HLXU,448545,7,42,G1
HLXU,346758,9,22,G0
HLXU,539109,8,42,G0
